Time,NO1-NO2_ratio,NO1-NO3_ratio,NO1-NO5_ratio,NO1-SE3_ratio,Activated,Activated+4,Activated-3,Activated-4,Activated-5,Activated-6,Activated-7,Activated-8,Activated-9,Activation Volume-3,Persistency,hour_sin,hour_cos,month_sin,month_cos,Working Day,Peak,wind_da_t+4,wind_id_t+4,wind_error_t+4,wind_error_t+3,wind_error_t+2,wind_error_t+1,Consumption,Wind Production,Total Production,Wind Share,Consumption minus Production,Total Imports,Net Import,Import/Consumption,Residual Load,Residual Load Delta,Net Import Ramp,DA Price,ID Price,Price Diff,ID High Price,ID Low Price,ID Open Price,ID Close Price,ID Average Price,ID Price Range,Wind Share x Price Diff,Residual Load x Price Diff,Residual Load Delta x Price Diff,Import/Consumption x Price Diff,Persistency x Price Diff,ID Open Price x Price Diff,ID Price Range x Price Diff,ID Open Price - Day Ahead Price,NO1-NO2_ratio x Price Diff,NO1-NO2_ratio x Residual Load,NO1-NO2_ratio x Wind Share,NO1-NO3_ratio x Price Diff,NO1-NO3_ratio x Residual Load,NO1-NO3_ratio x Wind Share,NO1-NO5_ratio x Price Diff,NO1-NO5_ratio x Residual Load,NO1-NO5_ratio x Wind Share,NO1-SE3_ratio x Price Diff,NO1-SE3_ratio x Residual Load,NO1-SE3_ratio x Wind Share,Activated-3 x Price Diff,Activated-3 x Residual Load,Activated-4 x Residual Load,Activation Volume-3 x Price Diff,Activation Volume-3 x Residual Load,Peak x Wind Share x Price Diff,Residual Load x Import/Consumption x Price Diff,High Import x Low Wind,Cross Border Stress,RegClass,RegClass+4
2024-09-04 02:15:00,0.9066363636363636,0.00034,0.25864358974358975,0.29172792362768496,False,False,False,False,False,False,False,False,False,0.0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,True,False,218.0,223.0,5.0,5.0,4.0,4.0,3389.0,264.0,2727.0,0.0968096809680968,662.0,1654.37,-401.8000000000002,-0.11856004721156689,3125.0,0.0,0.0,15.01,18.07,3.0600000000000005,54.59,52.3,54.59,52.3,53.62,2.2900000000000063,0.2962376237623763,9562.500000000002,0.0,-0.36279374446739476,0.0,167.04540000000003,7.00740000000002,39.580000000000005,2.774307272727273,2833.238636363636,0.08777117711771176,0.0010404000000000001,1.0625,3.2915291529152916e-05,0.7914493846153847,808.261217948718,0.02503920340752024,0.8926874463007162,911.6497613365156,0.028242087215881492,0.0,0.0,0.0,0.0,0.0,0.0,-1133.7304514606085,0,-1229.5080000000007,down,down
2024-09-04 02:30:00,0.9066363636363636,0.00034,0.25864358974358975,0.29172792362768496,False,False,False,False,False,False,False,False,False,0.0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,True,False,218.0,223.0,5.0,5.0,5.0,4.0,3389.0,264.0,2727.0,0.0968096809680968,662.0,1654.37,-401.8000000000002,-0.11856004721156689,3125.0,0.0,0.0,15.01,18.07,3.0600000000000005,54.59,52.3,54.59,52.3,53.62,2.2900000000000063,0.2962376237623763,9562.500000000002,0.0,-0.36279374446739476,0.0,167.04540000000003,7.00740000000002,39.580000000000005,2.774307272727273,2833.238636363636,0.08777117711771176,0.0010404000000000001,1.0625,3.2915291529152916e-05,0.7914493846153847,808.261217948718,0.02503920340752024,0.8926874463007162,911.6497613365156,0.028242087215881492,0.0,0.0,0.0,0.0,0.0,0.0,-1133.7304514606085,0,-1229.5080000000007,down,down
2024-09-04 02:45:00,0.9066363636363636,0.00034,0.25864358974358975,0.29172792362768496,False,False,False,False,False,False,False,False,False,0.0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,True,False,218.0,223.0,5.0,5.0,5.0,5.0,3389.0,264.0,2727.0,0.0968096809680968,662.0,1654.37,-401.8000000000002,-0.11856004721156689,3125.0,0.0,0.0,15.01,18.07,3.0600000000000005,54.59,52.3,54.59,52.3,53.62,2.2900000000000063,0.2962376237623763,9562.500000000002,0.0,-0.36279374446739476,0.0,167.04540000000003,7.00740000000002,39.580000000000005,2.774307272727273,2833.238636363636,0.08777117711771176,0.0010404000000000001,1.0625,3.2915291529152916e-05,0.7914493846153847,808.261217948718,0.02503920340752024,0.8926874463007162,911.6497613365156,0.028242087215881492,0.0,0.0,0.0,0.0,0.0,0.0,-1133.7304514606085,0,-1229.5080000000007,down,down
2024-09-04 03:00:00,0.9031954545454546,0.0745,0.29917692307692306,0.21744152744630071,False,False,False,False,False,False,False,False,False,0.0,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,True,False,199.0,203.0,4.0,5.0,5.0,5.0,3389.0,253.0,2727.0,0.09277594426109277,662.0,1619.88,-374.8899999999999,-0.11061965181469456,3136.0,11.0,26.91000000000031,14.22,16.29,2.0699999999999985,45.35,45.0,45.35,45.0,45.14,0.3500000000000014,0.1920462046204619,6491.519999999995,22.769999999999982,-0.22898267925641758,0.0,93.87449999999994,0.7245000000000024,31.130000000000003,1.8696145909090895,2832.4209454545457,0.08379481114778145,0.15421499999999988,233.63199999999998,0.006911807847451411,0.6192962307692302,938.2188307692307,0.027756421539589855,0.45010396181384216,681.896630071599,0.02017334303040487,0.0,0.0,0.0,0.0,0.0,0.0,-718.0896821481255,0,-776.0222999999992,down,down
2024-09-04 03:15:00,0.9031954545454546,0.0745,0.29917692307692306,0.21744152744630071,False,False,False,False,False,False,False,False,False,0.0,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,True,False,199.0,203.0,4.0,4.0,5.0,5.0,3389.0,253.0,2727.0,0.09277594426109277,662.0,1619.88,-374.8899999999999,-0.11061965181469456,3136.0,0.0,0.0,14.22,16.29,2.0699999999999985,45.35,45.0,45.35,45.0,45.14,0.3500000000000014,0.1920462046204619,6491.519999999995,0.0,-0.22898267925641758,0.0,93.87449999999994,0.7245000000000024,31.130000000000003,1.8696145909090895,2832.4209454545457,0.08379481114778145,0.15421499999999988,233.63199999999998,0.006911807847451411,0.6192962307692302,938.2188307692307,0.027756421539589855,0.45010396181384216,681.896630071599,0.02017334303040487,0.0,0.0,0.0,0.0,0.0,0.0,-718.0896821481255,0,-776.0222999999992,down,down
2024-09-04 03:30:00,0.9031954545454546,0.0745,0.29917692307692306,0.21744152744630071,False,False,False,False,False,False,False,False,False,0.0,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,True,False,199.0,203.0,4.0,4.0,4.0,5.0,3389.0,253.0,2727.0,0.09277594426109277,662.0,1619.88,-374.8899999999999,-0.11061965181469456,3136.0,0.0,0.0,14.22,16.29,2.0699999999999985,45.35,45.0,45.35,45.0,45.14,0.3500000000000014,0.1920462046204619,6491.519999999995,0.0,-0.22898267925641758,0.0,93.87449999999994,0.7245000000000024,31.130000000000003,1.8696145909090895,2832.4209454545457,0.08379481114778145,0.15421499999999988,233.63199999999998,0.006911807847451411,0.6192962307692302,938.2188307692307,0.027756421539589855,0.45010396181384216,681.896630071599,0.02017334303040487,0.0,0.0,0.0,0.0,0.0,0.0,-718.0896821481255,0,-776.0222999999992,down,down
2024-09-04 03:45:00,0.9031954545454546,0.0745,0.29917692307692306,0.21744152744630071,False,False,False,False,False,False,False,False,False,0.0,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,True,False,199.0,203.0,4.0,4.0,4.0,4.0,3389.0,253.0,2727.0,0.09277594426109277,662.0,1619.88,-374.8899999999999,-0.11061965181469456,3136.0,0.0,0.0,14.22,16.29,2.0699999999999985,45.35,45.0,45.35,45.0,45.14,0.3500000000000014,0.1920462046204619,6491.519999999995,0.0,-0.22898267925641758,0.0,93.87449999999994,0.7245000000000024,31.130000000000003,1.8696145909090895,2832.4209454545457,0.08379481114778145,0.15421499999999988,233.63199999999998,0.006911807847451411,0.6192962307692302,938.2188307692307,0.027756421539589855,0.45010396181384216,681.896630071599,0.02017334303040487,0.0,0.0,0.0,0.0,0.0,0.0,-718.0896821481255,0,-776.0222999999992,down,down
2024-09-04 04:00:00,0.9816954545454546,0.13724,0.3588897435897436,0.2971789976133652,False,False,False,False,False,False,False,False,False,0.0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,True,False,181.0,182.0,1.0,4.0,4.0,4.0,3389.0,241.0,2689.0,0.08962439568612868,700.0,1659.58,-327.45000000000005,-0.09662142224845088,3148.0,12.0,47.43999999999983,15.23,18.07,2.84,46.55,5.2,46.55,45.0,44.39,41.349999999999994,0.25453328374860545,8940.32,34.08,-0.2744048391856005,0.0,132.202,117.43399999999998,31.319999999999997,2.788015090909091,3090.3772909090912,0.08798386186145578,0.3897616,432.03152,0.0123000520639643,1.019246871794872,1129.784912820513,0.03216527638718045,0.8439883532219571,935.5194844868736,0.026634488071707332,0.0,0.0,0.0,0.0,0.0,0.0,-863.8264337562704,0,-929.9580000000001,down,down
2024-09-04 04:15:00,0.9816954545454546,0.13724,0.3588897435897436,0.2971789976133652,False,False,False,False,False,False,False,False,False,0.0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,True,False,181.0,182.0,1.0,1.0,4.0,4.0,3389.0,241.0,2689.0,0.08962439568612868,700.0,1659.58,-327.45000000000005,-0.09662142224845088,3148.0,0.0,0.0,15.23,18.07,2.84,46.55,5.2,46.55,45.0,44.39,41.349999999999994,0.25453328374860545,8940.32,0.0,-0.2744048391856005,0.0,132.202,117.43399999999998,31.319999999999997,2.788015090909091,3090.3772909090912,0.08798386186145578,0.3897616,432.03152,0.0123000520639643,1.019246871794872,1129.784912820513,0.03216527638718045,0.8439883532219571,935.5194844868736,0.026634488071707332,0.0,0.0,0.0,0.0,0.0,0.0,-863.8264337562704,0,-929.9580000000001,down,down
2024-09-04 04:30:00,0.9816954545454546,0.13724,0.3588897435897436,0.2971789976133652,False,False,False,False,False,False,False,False,False,0.0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,True,False,181.0,182.0,1.0,1.0,1.0,4.0,3389.0,241.0,2689.0,0.08962439568612868,700.0,1659.58,-327.45000000000005,-0.09662142224845088,3148.0,0.0,0.0,15.23,18.07,2.84,46.55,5.2,46.55,45.0,44.39,41.349999999999994,0.25453328374860545,8940.32,0.0,-0.2744048391856005,0.0,132.202,117.43399999999998,31.319999999999997,2.788015090909091,3090.3772909090912,0.08798386186145578,0.3897616,432.03152,0.0123000520639643,1.019246871794872,1129.784912820513,0.03216527638718045,0.8439883532219571,935.5194844868736,0.026634488071707332,0.0,0.0,0.0,0.0,0.0,0.0,-863.8264337562704,0,-929.9580000000001,down,down
2024-09-04 04:45:00,0.9816954545454546,0.13724,0.3588897435897436,0.2971789976133652,False,False,False,False,False,False,False,False,False,0.0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,True,False,181.0,182.0,1.0,1.0,1.0,1.0,3389.0,241.0,2689.0,0.08962439568612868,700.0,1659.58,-327.45000000000005,-0.09662142224845088,3148.0,0.0,0.0,15.23,18.07,2.84,46.55,5.2,46.55,45.0,44.39,41.349999999999994,0.25453328374860545,8940.32,0.0,-0.2744048391856005,0.0,132.202,117.43399999999998,31.319999999999997,2.788015090909091,3090.3772909090912,0.08798386186145578,0.3897616,432.03152,0.0123000520639643,1.019246871794872,1129.784912820513,0.03216527638718045,0.8439883532219571,935.5194844868736,0.026634488071707332,0.0,0.0,0.0,0.0,0.0,0.0,-863.8264337562704,0,-929.9580000000001,down,down
2024-09-04 05:00:00,0.788259090909091,0.0022400000000000002,0.4471512820512821,0.10332696897374702,False,False,False,False,False,False,False,False,False,0.0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,True,False,174.0,173.0,1.0,1.0,1.0,1.0,2315.0,222.0,2648.0,0.08383685800604229,-333.0,2090.88,-68.84999999999991,-0.029740820734341214,2093.0,-1055.0,258.60000000000014,23.44,26.0,2.5599999999999987,61.7,46.71,46.71,61.7,53.2,14.990000000000002,0.21462235649546815,5358.079999999997,-2700.799999999999,-0.07613650107991347,0.0,119.57759999999995,38.37439999999999,23.27,2.0179432727272717,1649.8262772727273,0.06608516547651744,0.005734399999999998,4.688320000000001,0.00018779456193353475,1.1447072820512816,935.8876333333334,0.037487758540553105,0.26451704057279224,216.2633460620525,0.008662608426046766,0.0,0.0,0.0,0.0,0.0,0.0,-159.35369676025888,0,-176.2559999999997,down,down
2024-09-04 05:15:00,0.788259090909091,0.0022400000000000002,0.4471512820512821,0.10332696897374702,False,False,False,False,False,False,False,False,False,0.0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,True,False,174.0,173.0,1.0,1.0,1.0,1.0,2315.0,222.0,2648.0,0.08383685800604229,-333.0,2090.88,-68.84999999999991,-0.029740820734341214,2093.0,0.0,0.0,23.44,26.0,2.5599999999999987,61.7,46.71,46.71,61.7,53.2,14.990000000000002,0.21462235649546815,5358.079999999997,0.0,-0.07613650107991347,0.0,119.57759999999995,38.37439999999999,23.27,2.0179432727272717,1649.8262772727273,0.06608516547651744,0.005734399999999998,4.688320000000001,0.00018779456193353475,1.1447072820512816,935.8876333333334,0.037487758540553105,0.26451704057279224,216.2633460620525,0.008662608426046766,0.0,0.0,0.0,0.0,0.0,0.0,-159.35369676025888,0,-176.2559999999997,down,down
2024-09-04 05:30:00,0.788259090909091,0.0022400000000000002,0.4471512820512821,0.10332696897374702,False,False,False,False,False,False,False,False,False,0.0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,True,False,174.0,173.0,1.0,1.0,1.0,1.0,2315.0,222.0,2648.0,0.08383685800604229,-333.0,2090.88,-68.84999999999991,-0.029740820734341214,2093.0,0.0,0.0,23.44,26.0,2.5599999999999987,61.7,46.71,46.71,61.7,53.2,14.990000000000002,0.21462235649546815,5358.079999999997,0.0,-0.07613650107991347,0.0,119.57759999999995,38.37439999999999,23.27,2.0179432727272717,1649.8262772727273,0.06608516547651744,0.005734399999999998,4.688320000000001,0.00018779456193353475,1.1447072820512816,935.8876333333334,0.037487758540553105,0.26451704057279224,216.2633460620525,0.008662608426046766,0.0,0.0,0.0,0.0,0.0,0.0,-159.35369676025888,0,-176.2559999999997,down,down
2024-09-04 05:45:00,0.788259090909091,0.0022400000000000002,0.4471512820512821,0.10332696897374702,False,False,False,False,False,False,False,False,False,0.0,0,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,True,False,174.0,173.0,1.0,1.0,1.0,1.0,2315.0,222.0,2648.0,0.08383685800604229,-333.0,2090.88,-68.84999999999991,-0.029740820734341214,2093.0,0.0,0.0,23.44,26.0,2.5599999999999987,61.7,46.71,46.71,61.7,53.2,14.990000000000002,0.21462235649546815,5358.079999999997,0.0,-0.07613650107991347,0.0,119.57759999999995,38.37439999999999,23.27,2.0179432727272717,1649.8262772727273,0.06608516547651744,0.005734399999999998,4.688320000000001,0.00018779456193353475,1.1447072820512816,935.8876333333334,0.037487758540553105,0.26451704057279224,216.2633460620525,0.008662608426046766,0.0,0.0,0.0,0.0,0.0,0.0,-159.35369676025888,0,-176.2559999999997,down,down
2024-09-04 06:00:00,0.776309090909091,0.04118,0.5166,0.040429594272076375,False,False,False,False,False,False,False,False,False,0.0,0,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,True,False,172.0,169.0,3.0,1.0,1.0,1.0,2315.0,193.0,2698.0,0.0715344699777613,-383.0,1960.3600000000001,225.07000000000016,0.09722246220302383,2122.0,29.0,293.9200000000001,47.03,47.0,-0.030000000000001137,61.7,46.71,46.71,61.7,53.2,14.990000000000002,-0.0021460340993329206,-63.66000000000241,-0.870000000000033,-0.0029166738660908256,-0.0,-1.401300000000053,-0.4497000000000171,-0.3200000000000003,-0.023289272727273613,1647.327890909091,0.05553285935709954,-0.0012354000000000468,87.38396,0.0029457894736842107,-0.015498000000000586,1096.2251999999999,0.036954707190511485,-0.0012128878281623373,85.79159904534606,0.0028921095976689177,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.189181943844732,0,-6.752100000000261,down,none
2024-09-04 06:15:00,0.776309090909091,0.04118,0.5166,0.040429594272076375,False,False,False,False,False,False,False,False,False,0.0,0,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,True,False,172.0,169.0,3.0,3.0,1.0,1.0,2315.0,193.0,2698.0,0.0715344699777613,-383.0,1960.3600000000001,225.07000000000016,0.09722246220302383,2122.0,0.0,0.0,47.03,47.0,-0.030000000000001137,61.7,46.71,46.71,61.7,53.2,14.990000000000002,-0.0021460340993329206,-63.66000000000241,-0.0,-0.0029166738660908256,-0.0,-1.401300000000053,-0.4497000000000171,-0.3200000000000003,-0.023289272727273613,1647.327890909091,0.05553285935709954,-0.0012354000000000468,87.38396,0.0029457894736842107,-0.015498000000000586,1096.2251999999999,0.036954707190511485,-0.0012128878281623373,85.79159904534606,0.0028921095976689177,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.189181943844732,0,-6.752100000000261,down,none
