Time,NO1-NO2_ratio,NO1-NO3_ratio,NO1-NO5_ratio,NO1-SE3_ratio,Activated,Activated+4,Activated-3,Activated-4,Activated-5,Activated-6,Activated-7,Activated-8,Activated-9,Activation Volume-3,Persistency,hour_sin,hour_cos,month_sin,month_cos,Working Day,Peak,wind_da_t+4,wind_id_t+4,wind_error_t+4,wind_error_t+3,wind_error_t+2,wind_error_t+1,Consumption,Wind Production,Total Production,Wind Share,Consumption minus Production,Total Imports,Net Import,Import/Consumption,Residual Load,Residual Load Delta,Net Import Ramp,DA Price,ID Price,Price Diff,ID High Price,ID Low Price,ID Open Price,ID Close Price,ID Average Price,ID Price Range,Wind Share x Price Diff,Residual Load x Price Diff,Residual Load Delta x Price Diff,Import/Consumption x Price Diff,Persistency x Price Diff,ID Open Price x Price Diff,ID Price Range x Price Diff,ID Open Price - Day Ahead Price,NO1-NO2_ratio x Price Diff,NO1-NO2_ratio x Residual Load,NO1-NO2_ratio x Wind Share,NO1-NO3_ratio x Price Diff,NO1-NO3_ratio x Residual Load,NO1-NO3_ratio x Wind Share,NO1-NO5_ratio x Price Diff,NO1-NO5_ratio x Residual Load,NO1-NO5_ratio x Wind Share,NO1-SE3_ratio x Price Diff,NO1-SE3_ratio x Residual Load,NO1-SE3_ratio x Wind Share,Activated-3 x Price Diff,Activated-3 x Residual Load,Activated-4 x Residual Load,Activation Volume-3 x Price Diff,Activation Volume-3 x Residual Load,Peak x Wind Share x Price Diff,Residual Load x Import/Consumption x Price Diff,High Import x Low Wind,Cross Border Stress,RegClass,RegClass+4
2024-09-03 23:45:00,0.8021818181818181,0.15897999999999998,0.2414025641025641,0.27148448687350835,False,False,False,False,False,False,False,False,False,0.0,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,True,False,245.0,249.0,4.0,4.0,4.0,4.0,3389.0,271.0,3028.0,0.08949801849405548,361.0,1895.8,-223.06000000000017,-0.06581882561227506,3118.0,0.0,0.0,15.52,18.07,2.5500000000000007,18.0,18.0,18.0,18.0,18.0,0.0,0.22821994715984154,7950.900000000002,0.0,-0.16783800531130144,0.0,45.90000000000001,0.0,2.4800000000000004,2.045563636363637,2501.2029090909086,0.0717936831992314,0.40539900000000006,495.69963999999993,0.014228394980184939,0.6155765384615387,752.6931948717948,0.021605051146563695,0.6922854415274464,846.488630071599,0.02429732362705441,0.0,0.0,0.0,0.0,0.0,0.0,-523.318900560638,0,-568.8030000000006,down,down
2024-09-04 00:00:00,0.8211545454545455,0.14104,0.24301282051282053,0.2619284009546539,False,False,False,False,False,False,False,False,False,0.0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,True,False,241.0,245.0,4.0,4.0,4.0,4.0,3389.0,269.0,2873.0,0.09363035154890359,516.0,1510.23,-334.05999999999995,-0.09857185010327528,3120.0,2.0,-110.99999999999977,15.62,18.07,2.450000000000001,18.0,18.0,18.0,18.0,18.0,0.0,0.2293943612948139,7644.000000000004,4.900000000000002,-0.24150103275302454,0.0,44.10000000000002,0.0,2.380000000000001,2.0118286363636373,2562.0021818181817,0.07688498876688922,0.34554800000000013,440.0448,0.013205624782457362,0.5953814102564106,758.2,0.022753375815505995,0.6417245823389024,817.2166109785202,0.024524448262026422,0.0,0.0,0.0,0.0,0.0,0.0,-753.4832221894366,0,-818.4470000000002,none,down
2024-09-04 00:15:00,0.8211545454545455,0.14104,0.24301282051282053,0.2619284009546539,False,False,False,False,False,False,False,False,False,0.0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,True,False,241.0,245.0,4.0,4.0,4.0,4.0,3389.0,269.0,2873.0,0.09363035154890359,516.0,1510.23,-334.05999999999995,-0.09857185010327528,3120.0,0.0,0.0,15.62,18.07,2.450000000000001,18.0,18.0,18.0,18.0,18.0,0.0,0.2293943612948139,7644.000000000004,0.0,-0.24150103275302454,0.0,44.10000000000002,0.0,2.380000000000001,2.0118286363636373,2562.0021818181817,0.07688498876688922,0.34554800000000013,440.0448,0.013205624782457362,0.5953814102564106,758.2,0.022753375815505995,0.6417245823389024,817.2166109785202,0.024524448262026422,0.0,0.0,0.0,0.0,0.0,0.0,-753.4832221894366,0,-818.4470000000002,none,down
2024-09-04 00:30:00,0.8211545454545455,0.14104,0.24301282051282053,0.2619284009546539,False,False,False,False,False,False,False,False,False,0.0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,True,False,241.0,245.0,4.0,4.0,4.0,4.0,3389.0,269.0,2873.0,0.09363035154890359,516.0,1510.23,-334.05999999999995,-0.09857185010327528,3120.0,0.0,0.0,15.62,18.07,2.450000000000001,18.0,18.0,18.0,18.0,18.0,0.0,0.2293943612948139,7644.000000000004,0.0,-0.24150103275302454,0.0,44.10000000000002,0.0,2.380000000000001,2.0118286363636373,2562.0021818181817,0.07688498876688922,0.34554800000000013,440.0448,0.013205624782457362,0.5953814102564106,758.2,0.022753375815505995,0.6417245823389024,817.2166109785202,0.024524448262026422,0.0,0.0,0.0,0.0,0.0,0.0,-753.4832221894366,0,-818.4470000000002,down,down
2024-09-04 00:45:00,0.8211545454545455,0.14104,0.24301282051282053,0.2619284009546539,False,False,False,False,False,False,False,False,False,0.0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,True,False,241.0,245.0,4.0,4.0,4.0,4.0,3389.0,269.0,2873.0,0.09363035154890359,516.0,1510.23,-334.05999999999995,-0.09857185010327528,3120.0,0.0,0.0,15.62,18.07,2.450000000000001,18.0,18.0,18.0,18.0,18.0,0.0,0.2293943612948139,7644.000000000004,0.0,-0.24150103275302454,0.0,44.10000000000002,0.0,2.380000000000001,2.0118286363636373,2562.0021818181817,0.07688498876688922,0.34554800000000013,440.0448,0.013205624782457362,0.5953814102564106,758.2,0.022753375815505995,0.6417245823389024,817.2166109785202,0.024524448262026422,0.0,0.0,0.0,0.0,0.0,0.0,-753.4832221894366,0,-818.4470000000002,down,down
2024-09-04 01:00:00,0.9246227272727273,0.044,0.2523435897435897,0.31991885441527446,False,False,False,False,False,False,False,False,False,0.0,0,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,True,False,233.0,237.0,4.0,4.0,4.0,4.0,3389.0,266.0,2765.0,0.09620253164556962,624.0,1496.49,-380.56999999999994,-0.11229566243729712,3123.0,3.0,-46.50999999999999,15.19,18.07,2.880000000000001,50.42,22.15,22.15,50.0,36.12,28.270000000000003,0.27706329113924055,8994.240000000002,8.640000000000002,-0.3234115078194158,0.0,63.792000000000016,81.41760000000004,6.959999999999999,2.6629134545454556,2887.596777272727,0.08895104718066743,0.12672000000000003,137.412,0.004232911392405063,0.7267495384615386,788.0690307692307,0.024276092177864327,0.9213663007159907,999.1065823389022,0.03077700371589982,0.0,0.0,0.0,0.0,0.0,0.0,-1010.0141389200355,0,-1096.0416,down,down
2024-09-04 01:15:00,0.9246227272727273,0.044,0.2523435897435897,0.31991885441527446,False,False,False,False,False,False,False,False,False,0.0,0,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,True,False,233.0,237.0,4.0,4.0,4.0,4.0,3389.0,266.0,2765.0,0.09620253164556962,624.0,1496.49,-380.56999999999994,-0.11229566243729712,3123.0,0.0,0.0,15.19,18.07,2.880000000000001,50.42,22.15,22.15,50.0,36.12,28.270000000000003,0.27706329113924055,8994.240000000002,0.0,-0.3234115078194158,0.0,63.792000000000016,81.41760000000004,6.959999999999999,2.6629134545454556,2887.596777272727,0.08895104718066743,0.12672000000000003,137.412,0.004232911392405063,0.7267495384615386,788.0690307692307,0.024276092177864327,0.9213663007159907,999.1065823389022,0.03077700371589982,0.0,0.0,0.0,0.0,0.0,0.0,-1010.0141389200355,0,-1096.0416,down,down
2024-09-04 01:30:00,0.9246227272727273,0.044,0.2523435897435897,0.31991885441527446,False,False,False,False,False,False,False,False,False,0.0,0,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,True,False,233.0,237.0,4.0,4.0,4.0,4.0,3389.0,266.0,2765.0,0.09620253164556962,624.0,1496.49,-380.56999999999994,-0.11229566243729712,3123.0,0.0,0.0,15.19,18.07,2.880000000000001,50.42,22.15,22.15,50.0,36.12,28.270000000000003,0.27706329113924055,8994.240000000002,0.0,-0.3234115078194158,0.0,63.792000000000016,81.41760000000004,6.959999999999999,2.6629134545454556,2887.596777272727,0.08895104718066743,0.12672000000000003,137.412,0.004232911392405063,0.7267495384615386,788.0690307692307,0.024276092177864327,0.9213663007159907,999.1065823389022,0.03077700371589982,0.0,0.0,0.0,0.0,0.0,0.0,-1010.0141389200355,0,-1096.0416,down,down
2024-09-04 01:45:00,0.9246227272727273,0.044,0.2523435897435897,0.31991885441527446,False,False,False,False,False,False,False,False,False,0.0,0,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,True,False,233.0,237.0,4.0,4.0,4.0,4.0,3389.0,266.0,2765.0,0.09620253164556962,624.0,1496.49,-380.56999999999994,-0.11229566243729712,3123.0,0.0,0.0,15.19,18.07,2.880000000000001,50.42,22.15,22.15,50.0,36.12,28.270000000000003,0.27706329113924055,8994.240000000002,0.0,-0.3234115078194158,0.0,63.792000000000016,81.41760000000004,6.959999999999999,2.6629134545454556,2887.596777272727,0.08895104718066743,0.12672000000000003,137.412,0.004232911392405063,0.7267495384615386,788.0690307692307,0.024276092177864327,0.9213663007159907,999.1065823389022,0.03077700371589982,0.0,0.0,0.0,0.0,0.0,0.0,-1010.0141389200355,0,-1096.0416,down,down
2024-09-04 02:00:00,0.9066363636363636,0.00034,0.25864358974358975,0.29172792362768496,False,False,False,False,False,False,False,False,False,0.0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,True,False,218.0,223.0,5.0,4.0,4.0,4.0,3389.0,264.0,2727.0,0.0968096809680968,662.0,1654.37,-401.8000000000002,-0.11856004721156689,3125.0,2.0,-21.230000000000246,15.01,18.07,3.0600000000000005,54.59,52.3,54.59,52.3,53.62,2.2900000000000063,0.2962376237623763,9562.500000000002,6.120000000000001,-0.36279374446739476,0.0,167.04540000000003,7.00740000000002,39.580000000000005,2.774307272727273,2833.238636363636,0.08777117711771176,0.0010404000000000001,1.0625,3.2915291529152916e-05,0.7914493846153847,808.261217948718,0.02503920340752024,0.8926874463007162,911.6497613365156,0.028242087215881492,0.0,0.0,0.0,0.0,0.0,0.0,-1133.7304514606085,0,-1229.5080000000007,down,down
