Delivery Start (CET);Delivery End (CET);NO1 Accepted Down Volume (MW);NO1 Accepted Up Volume (MW);NO1 Activated Down Volume (MW);NO1 Activated Up Volume (MW);NO1 Down Price (EUR);NO1 Imbalance Price (EUR);NO1 Up Price (EUR)
04.01.2023 11:00:00;04.01.2023 12:00:00;223;355;0;0;126.35;140.28;140.28
04.01.2023 12:00:00;04.01.2023 13:00:00;241;355;0;0;123.78;154;154
04.01.2023 13:00:00;04.01.2023 14:00:00;242;355;0;0;121.81;157;157
04.01.2023 14:00:00;04.01.2023 15:00:00;239;409;0;0;120.4;157;157
04.01.2023 15:00:00;04.01.2023 16:00:00;250;409;0;0;123.89;155.5;155.5
04.01.2023 16:00:00;04.01.2023 17:00:00;258;409;0;0;127.05;145;145
04.01.2023 17:00:00;04.01.2023 18:00:00;246;409;0;0;127.14;127.14;127.14
04.01.2023 18:00:00;04.01.2023 19:00:00;251;409;0;0;126.19;145;145
04.01.2023 19:00:00;04.01.2023 20:00:00;249;409;0;0;123.72;123.72;123.72
04.01.2023 20:00:00;04.01.2023 21:00:00;250;409;0;0;120.11;135;135
04.01.2023 21:00:00;04.01.2023 22:00:00;260;443;0;0;121.83;123.48;123.48
04.01.2023 22:00:00;04.01.2023 23:00:00;259;444;0;0;115.64;115.64;115.64
04.01.2023 23:00:00;05.01.2023 00:00:00;246;507;0;0;109.95;109.95;109.95
05.01.2023 00:00:00;05.01.2023 01:00:00;245;501;0;0;101.28;110.5;110.5
05.01.2023 01:00:00;05.01.2023 02:00:00;242;501;0;0;96.94;96.94;96.94
05.01.2023 02:00:00;05.01.2023 03:00:00;226;501;0;0;96.24;96.24;96.24
05.01.2023 03:00:00;05.01.2023 04:00:00;228;501;0;0;90.12;90.12;90.12
05.01.2023 04:00:00;05.01.2023 05:00:00;235;501;0;0;99.91;99.91;99.91
05.01.2023 05:00:00;05.01.2023 06:00:00;229;506;0;0;86.5;86.5;101.28
05.01.2023 06:00:00;05.01.2023 07:00:00;217;506;0;0;96.5;96.5;110.02
05.01.2023 07:00:00;05.01.2023 08:00:00;276;324;0;0;120.24;120.24;120.24
05.01.2023 08:00:00;05.01.2023 09:00:00;245;324;0;0;122.13;139;139
05.01.2023 09:00:00;05.01.2023 10:00:00;260;324;0;0;129.56;149.23;149.23
05.01.2023 10:00:00;05.01.2023 11:00:00;265;270;0;46;136.14;157;157
05.01.2023 11:00:00;05.01.2023 12:00:00;288;270;0;89;143.07;162.91;162.91
05.01.2023 12:00:00;05.01.2023 13:00:00;275;270;0;0;140.91;150;150
05.01.2023 13:00:00;05.01.2023 14:00:00;272;270;0;0;142.84;150;150
05.01.2023 14:00:00;05.01.2023 15:00:00;265;210;0;0;125;125;149.4
05.01.2023 15:00:00;05.01.2023 16:00:00;273;209;0;0;135;135;155.2
05.01.2023 16:00:00;05.01.2023 17:00:00;310;173;0;0;167.38;167.38;167.38
05.01.2023 17:00:00;05.01.2023 18:00:00;307;170;27.2;0;139;139;189.06
05.01.2023 18:00:00;05.01.2023 19:00:00;326;170;38;0;135;135;188.81
05.01.2023 19:00:00;05.01.2023 20:00:00;277;170;8;0;133.5;133.5;172.28
05.01.2023 20:00:00;05.01.2023 21:00:00;289;208;10;0;126;126;158.74
05.01.2023 21:00:00;05.01.2023 22:00:00;301;211;0;0;121.41;121.41;148.62
05.01.2023 22:00:00;05.01.2023 23:00:00;259;324;0;0;124;124;141.17
05.01.2023 23:00:00;06.01.2023 00:00:00;251;323;21;0;100;100;127
06.01.2023 00:00:00;06.01.2023 01:00:00;326;457;0;0;110.24;110.24;110.24
06.01.2023 01:00:00;06.01.2023 02:00:00;314;496;0;0;104.29;104.29;104.29
06.01.2023 02:00:00;06.01.2023 03:00:00;312;496;0;0;80.67;80.67;99.61
06.01.2023 03:00:00;06.01.2023 04:00:00;318;496;0;0;84.97;84.97;84.97
06.01.2023 04:00:00;06.01.2023 05:00:00;331;496;33.1;0;65;65;84.56
06.01.2023 05:00:00;06.01.2023 06:00:00;340;501;126;0;60;60;86.71
06.01.2023 06:00:00;06.01.2023 07:00:00;347;501;60;0;72;72;100.36
06.01.2023 07:00:00;06.01.2023 08:00:00;369;319;41.3;0;80;80;110.93
06.01.2023 08:00:00;06.01.2023 09:00:00;377;340;25.3;0;99;99;120.7
06.01.2023 09:00:00;06.01.2023 10:00:00;347;357;21;0;102.57;102.57;120.07
06.01.2023 10:00:00;06.01.2023 11:00:00;392;357;0;0;116.98;116.98;116.98
06.01.2023 11:00:00;06.01.2023 12:00:00;389;357;0;0;116.99;116.99;116.99
06.01.2023 12:00:00;06.01.2023 13:00:00;387;357;0;0;118.43;118.43;118.43
06.01.2023 13:00:00;06.01.2023 14:00:00;388;357;0;0;116.44;116.44;116.44
06.01.2023 14:00:00;06.01.2023 15:00:00;401;330;0;0;120.64;120.64;120.64
06.01.2023 15:00:00;06.01.2023 16:00:00;407;319;0;0;128.85;128.85;128.85
06.01.2023 16:00:00;06.01.2023 17:00:00;519;209;0;0;135.62;135.62;135.62
06.01.2023 17:00:00;06.01.2023 18:00:00;521;209;0;0;120.5;120.5;150.72
06.01.2023 18:00:00;06.01.2023 19:00:00;476;250;0;0;120;120;145.73
06.01.2023 19:00:00;06.01.2023 20:00:00;443;290;24.6;0;112;112;141.91
06.01.2023 20:00:00;06.01.2023 21:00:00;454;265;79;0;107.5;107.5;135.06
06.01.2023 21:00:00;06.01.2023 22:00:00;400;330;21;0;108;108;127.97
06.01.2023 22:00:00;06.01.2023 23:00:00;390;330;21;0;108;108;126.08
06.01.2023 23:00:00;07.01.2023 00:00:00;326;385;0;0;102;102;121.3
07.01.2023 00:00:00;07.01.2023 01:00:00;188;355;0;0;113.54;113.54;113.54
07.01.2023 01:00:00;07.01.2023 02:00:00;232;397;0;0;80;80;101.78
07.01.2023 02:00:00;07.01.2023 03:00:00;151;492;0;0;98.92;98.92;98.92
07.01.2023 03:00:00;07.01.2023 04:00:00;135;524;0;0;90.6;90.6;90.6
07.01.2023 04:00:00;07.01.2023 05:00:00;103;555;0;0;85.65;85.65;85.65
07.01.2023 05:00:00;07.01.2023 06:00:00;87;555;0;0;86.26;86.26;86.26
07.01.2023 06:00:00;07.01.2023 07:00:00;80;493;0;0;59;59;93.67
07.01.2023 07:00:00;07.01.2023 08:00:00;170;398;14.6;0;75;75;105.75
07.01.2023 08:00:00;07.01.2023 09:00:00;152;356;0;0;84.5;84.5;111.86
07.01.2023 09:00:00;07.01.2023 10:00:00;175;356;0;0;84.5;84.5;120
07.01.2023 10:00:00;07.01.2023 11:00:00;176;398;0;51.5;106.78;128;128
07.01.2023 11:00:00;07.01.2023 12:00:00;176;360;0;39;101.2;119;119
07.01.2023 12:00:00;07.01.2023 13:00:00;176;349;0;39;101.49;119;119
07.01.2023 13:00:00;07.01.2023 14:00:00;176;383;0;0;99.99;107;107
07.01.2023 14:00:00;07.01.2023 15:00:00;206;360;0;0;99.92;99.92;99.92
07.01.2023 15:00:00;07.01.2023 16:00:00;185;398;0;0;99.4;115.67;115.67
07.01.2023 16:00:00;07.01.2023 17:00:00;191;398;0;0;99.99;120;120
07.01.2023 17:00:00;07.01.2023 18:00:00;157;492;0;0;101.56;123;123
07.01.2023 18:00:00;07.01.2023 19:00:00;216;493;0;2.8;102.71;132;132
07.01.2023 19:00:00;07.01.2023 20:00:00;231;493;0;0;97.61;127;127
07.01.2023 20:00:00;07.01.2023 21:00:00;195;525;0;15.5;90.67;97.16;97.16
07.01.2023 21:00:00;07.01.2023 22:00:00;244;600;0;107;74.59;97.16;97.16
07.01.2023 22:00:00;07.01.2023 23:00:00;194;643;0;0;64.96;85;85
07.01.2023 23:00:00;08.01.2023 00:00:00;192;643;0;0;23.38;23.38;39.47
08.01.2023 00:00:00;08.01.2023 01:00:00;95;658;0;0;24.44;30;30
08.01.2023 01:00:00;08.01.2023 02:00:00;82;696;0;0;9.36;30;30
08.01.2023 02:00:00;08.01.2023 03:00:00;81;696;0;0;9.39;30;30
08.01.2023 03:00:00;08.01.2023 04:00:00;0;696;0;0;4.29;4.29;4.29
08.01.2023 04:00:00;08.01.2023 05:00:00;91;696;0;0;5.76;25.91;25.91
08.01.2023 05:00:00;08.01.2023 06:00:00;121;696;0;0;10.24;33;33
08.01.2023 06:00:00;08.01.2023 07:00:00;109;696;0;0;9.31;30;30
08.01.2023 07:00:00;08.01.2023 08:00:00;140;662;0;0;12;12;25.91
08.01.2023 08:00:00;08.01.2023 09:00:00;186;584;0;0;51.18;51.18;51.18
08.01.2023 09:00:00;08.01.2023 10:00:00;251;428;0;0;85.28;85.28;85.28
08.01.2023 10:00:00;08.01.2023 11:00:00;301;399;0;0;96.7;96.7;96.7
08.01.2023 11:00:00;08.01.2023 12:00:00;301;399;0;0;106.34;106.34;106.34
08.01.2023 12:00:00;08.01.2023 13:00:00;317;399;0;0;104.94;104.94;104.94
08.01.2023 13:00:00;08.01.2023 14:00:00;315;399;0;0;102.17;102.17;102.17
08.01.2023 14:00:00;08.01.2023 15:00:00;321;365;0;0;107.53;107.53;107.53
08.01.2023 15:00:00;08.01.2023 16:00:00;330;355;0;0;106.95;106.95;106.95
08.01.2023 16:00:00;08.01.2023 17:00:00;291;347;0;87;112.02;128;128
08.01.2023 17:00:00;08.01.2023 18:00:00;342;277;0;87;118.04;128;128
08.01.2023 18:00:00;08.01.2023 19:00:00;288;347;0;0;119.12;120;120
08.01.2023 19:00:00;08.01.2023 20:00:00;254;367;0;0;112.6;112.6;112.6
08.01.2023 20:00:00;08.01.2023 21:00:00;235;390;0;0;107.26;107.26;107.26
08.01.2023 21:00:00;08.01.2023 22:00:00;206;396;0;5.3;101.58;117;117
08.01.2023 22:00:00;08.01.2023 23:00:00;199;434;0;0;102.34;120;120
08.01.2023 23:00:00;09.01.2023 00:00:00;201;434;0;0;84.03;115;115
09.01.2023 00:00:00;09.01.2023 01:00:00;148;571;0;18.8;77.61;100;100
09.01.2023 01:00:00;09.01.2023 02:00:00;152;585;51;0;25.91;25.91;71.91
09.01.2023 02:00:00;09.01.2023 03:00:00;132;646;43;0;19.66;19.66;62.27
09.01.2023 03:00:00;09.01.2023 04:00:00;115;646;75;0;2.5;2.5;49.09
09.01.2023 04:00:00;09.01.2023 05:00:00;129;602;64.9;0;10;10;74
09.01.2023 05:00:00;09.01.2023 06:00:00;135;433;65.8;0;30;30;93.37
09.01.2023 06:00:00;09.01.2023 07:00:00;192;363;9.5;0;76.5;76.5;110.35
09.01.2023 07:00:00;09.01.2023 08:00:00;271;193;0;74;128.36;151;151
09.01.2023 08:00:00;09.01.2023 09:00:00;320;66;35.1;0;113;113;147.32
09.01.2023 09:00:00;09.01.2023 10:00:00;339;56;74;0;110;110;161.06
09.01.2023 10:00:00;09.01.2023 11:00:00;377;58;87;0;114.29;114.29;154.14
09.01.2023 11:00:00;09.01.2023 12:00:00;374;60;39.6;0;120.5;120.5;155.31
09.01.2023 12:00:00;09.01.2023 13:00:00;336;154;0;0;136.49;136.49;136.49
09.01.2023 13:00:00;09.01.2023 14:00:00;328;177;0;0;133.96;133.96;133.96
09.01.2023 14:00:00;09.01.2023 15:00:00;397;30;0;0;139.12;160;160
09.01.2023 15:00:00;09.01.2023 16:00:00;400;31;0;0;146.39;170;170
09.01.2023 16:00:00;09.01.2023 17:00:00;406;31;0;0;156.85;156.85;156.85
09.01.2023 17:00:00;09.01.2023 18:00:00;416;31;0;0;164.68;164.68;164.68
09.01.2023 18:00:00;09.01.2023 19:00:00;420;31;0;0;163.34;163.34;163.34
09.01.2023 19:00:00;09.01.2023 20:00:00;410;31;0;0;157.7;157.7;157.7
09.01.2023 20:00:00;09.01.2023 21:00:00;387;31;0;0;145.07;145.07;145.07
09.01.2023 21:00:00;09.01.2023 22:00:00;358;152;0;0;134.63;134.63;134.63
09.01.2023 22:00:00;09.01.2023 23:00:00;262;176;0;0;128.11;128.11;128.11
09.01.2023 23:00:00;10.01.2023 00:00:00;216;364;0;33;111.89;125.3;125.3
10.01.2023 00:00:00;10.01.2023 01:00:00;183;447;0;116;109.3;118;118
10.01.2023 01:00:00;10.01.2023 02:00:00;142;489;0;125;99.91;118;118
10.01.2023 02:00:00;10.01.2023 03:00:00;135;489;0;134;98.18;118;118
10.01.2023 03:00:00;10.01.2023 04:00:00;144;489;0;134;93.26;118;118
10.01.2023 04:00:00;10.01.2023 05:00:00;143;489;0;117.2;99.91;118;118
10.01.2023 05:00:00;10.01.2023 06:00:00;213;357;0;0;112.05;112.05;112.05
10.01.2023 06:00:00;10.01.2023 07:00:00;309;167;0;0;132.65;132.65;132.65
10.01.2023 07:00:00;10.01.2023 08:00:00;326;63;0;0;149.94;149.94;149.94
10.01.2023 08:00:00;10.01.2023 09:00:00;366;31;0;0;160.53;161;161
10.01.2023 09:00:00;10.01.2023 10:00:00;359;32;0;0;155.77;156.09;156.09
10.01.2023 10:00:00;10.01.2023 11:00:00;297;90;0;0;149.94;149.94;149.94
10.01.2023 11:00:00;10.01.2023 12:00:00;302;91;0;0;141.91;141.91;141.91
10.01.2023 12:00:00;10.01.2023 13:00:00;297;90;60;0;111.8;111.8;140.07
10.01.2023 13:00:00;10.01.2023 14:00:00;292;91;83.1;0;110;110;139.97
10.01.2023 14:00:00;10.01.2023 15:00:00;302;89;91;0;110;110;141.19
10.01.2023 15:00:00;10.01.2023 16:00:00;304;64;64.8;0;110.5;110.5;141.69
10.01.2023 16:00:00;10.01.2023 17:00:00;307;81;8.6;0;120;170;170
10.01.2023 17:00:00;10.01.2023 18:00:00;319;68;0;0;142.1;161;161
10.01.2023 18:00:00;10.01.2023 19:00:00;238;127;1.9;0;104.5;104.5;137.08
10.01.2023 19:00:00;10.01.2023 20:00:00;204;137;0;0;95.5;95.5;121.46
10.01.2023 20:00:00;10.01.2023 21:00:00;183;366;20;0;72;72;109.13
10.01.2023 21:00:00;10.01.2023 22:00:00;148;418;44.5;0;64;64;97.3
10.01.2023 22:00:00;10.01.2023 23:00:00;135;429;44;0;65;65;83.91
10.01.2023 23:00:00;11.01.2023 00:00:00;96;616;0;0;55.77;55.77;55.77
11.01.2023 00:00:00;11.01.2023 01:00:00;27;543;0;0;25;25;42.03
11.01.2023 01:00:00;11.01.2023 02:00:00;41;571;0;0;21.5;21.5;27.73
11.01.2023 02:00:00;11.01.2023 03:00:00;43;583;0;0;0;0;25.17
11.01.2023 03:00:00;11.01.2023 04:00:00;62;594;0;0;-3.5;-3.5;22.57
11.01.2023 04:00:00;11.01.2023 05:00:00;76;591;0;0;-4;-4;25.49
11.01.2023 05:00:00;11.01.2023 06:00:00;117;586;0;0;-2.5;-2.5;26.6
11.01.2023 06:00:00;11.01.2023 07:00:00;116;582;0;0;19.67;19.67;61.81
11.01.2023 07:00:00;11.01.2023 08:00:00;176;398;0;0;80.54;80.54;99.43
11.01.2023 08:00:00;11.01.2023 09:00:00;199;236;0;0;100;100;119.12
11.01.2023 09:00:00;11.01.2023 10:00:00;198;173;0;0;103.01;103.01;126.54
11.01.2023 10:00:00;11.01.2023 11:00:00;214;173;0;0;103.01;103.01;127.63
11.01.2023 11:00:00;11.01.2023 12:00:00;150;207;0;0;95;95;124.81
11.01.2023 12:00:00;11.01.2023 13:00:00;145;264;38.2;0;75;75;116.99
11.01.2023 13:00:00;11.01.2023 14:00:00;30;332;24;0;69;69;113.17
11.01.2023 14:00:00;11.01.2023 15:00:00;46;316;40;0;79;79;115.74
11.01.2023 15:00:00;11.01.2023 16:00:00;46;267;22;0;80.54;80.54;117.7
11.01.2023 16:00:00;11.01.2023 17:00:00;67;177;22.5;0;80.54;80.54;119.2
11.01.2023 17:00:00;11.01.2023 18:00:00;46;211;0;0;108;108;128.28
11.01.2023 18:00:00;11.01.2023 19:00:00;21;238;0;0;100;100;128.76
11.01.2023 19:00:00;11.01.2023 20:00:00;18;264;0;0;88.96;88.96;122.7
11.01.2023 20:00:00;11.01.2023 21:00:00;6;404;0;0;80;80;114.56
11.01.2023 21:00:00;11.01.2023 22:00:00;6;447;0;0;0;0;101.23
11.01.2023 22:00:00;11.01.2023 23:00:00;6;445;0;0;-3.5;-3.5;94.64
11.01.2023 23:00:00;12.01.2023 00:00:00;6;507;0;0;-3.5;-3.5;71.51
12.01.2023 00:00:00;12.01.2023 01:00:00;128;508;0;0;-2.5;-2.5;70.81
12.01.2023 01:00:00;12.01.2023 02:00:00;120;732;0;191.5;-2.5;95;95
12.01.2023 02:00:00;12.01.2023 03:00:00;119;726;0;302;14.72;95;95
12.01.2023 03:00:00;12.01.2023 04:00:00;118;726;0;275.6;15.06;95;95
12.01.2023 04:00:00;12.01.2023 05:00:00;111;677;0;253;39.91;102.44;102.44
12.01.2023 05:00:00;12.01.2023 06:00:00;134;564;0;119.1;49.98;102.44;102.44
12.01.2023 06:00:00;12.01.2023 07:00:00;182;420;0;0;91.83;91.83;91.83
12.01.2023 07:00:00;12.01.2023 08:00:00;199;339;0;0;111.55;114;114
12.01.2023 08:00:00;12.01.2023 09:00:00;203;347;0;0;108.17;115;115
12.01.2023 09:00:00;12.01.2023 10:00:00;233;254;0;0;103.05;132;132
12.01.2023 10:00:00;12.01.2023 11:00:00;215;260;0;37;102.79;132;132
12.01.2023 11:00:00;12.01.2023 12:00:00;204;314;0;37;104.12;132;132
12.01.2023 12:00:00;12.01.2023 13:00:00;213;314;0;5.6;100;131;131
12.01.2023 13:00:00;12.01.2023 14:00:00;198;314;15;0;83.5;83.5;102.61
12.01.2023 14:00:00;12.01.2023 15:00:00;195;304;0;11.7;103.78;130;130
12.01.2023 15:00:00;12.01.2023 16:00:00;182;304;12.1;0;88.5;126;126
12.01.2023 16:00:00;12.01.2023 17:00:00;189;292;5.3;0;90;90;104.45
12.01.2023 17:00:00;12.01.2023 18:00:00;195;247;0;0;115.36;115.36;115.36
12.01.2023 18:00:00;12.01.2023 19:00:00;210;263;0;0;119.49;119.49;119.49
12.01.2023 19:00:00;12.01.2023 20:00:00;178;257;0;6.3;107.37;121;121
12.01.2023 20:00:00;12.01.2023 21:00:00;157;299;0;0;102.32;120;120
12.01.2023 21:00:00;12.01.2023 22:00:00;104;386;0;13;97.73;111.5;111.5
12.01.2023 22:00:00;12.01.2023 23:00:00;82;398;4.3;0;62;62;86.28
12.01.2023 23:00:00;13.01.2023 00:00:00;0;580;0;0;39.17;39.17;42.49
13.01.2023 00:00:00;13.01.2023 01:00:00;0;761;0;0;40;40;40.65
13.01.2023 01:00:00;13.01.2023 02:00:00;0;810;0;0;21.87;33;33
13.01.2023 02:00:00;13.01.2023 03:00:00;0;815;0;0;16.54;35;35
13.01.2023 03:00:00;13.01.2023 04:00:00;0;813;0;0;18.46;35;35
13.01.2023 04:00:00;13.01.2023 05:00:00;0;808;0;0;24.82;33;33
13.01.2023 05:00:00;13.01.2023 06:00:00;0;772;0;0;30.32;50;50
13.01.2023 06:00:00;13.01.2023 07:00:00;82;544;0;81.5;58.13;105.5;105.5
13.01.2023 07:00:00;13.01.2023 08:00:00;130;433;0;69.3;90.78;115;115
13.01.2023 08:00:00;13.01.2023 09:00:00;130;433;0;45;108.83;115;115
13.01.2023 09:00:00;13.01.2023 10:00:00;135;433;0;6.6;103.65;110;110
13.01.2023 10:00:00;13.01.2023 11:00:00;100;422;0;0;98.1;113;113
13.01.2023 11:00:00;13.01.2023 12:00:00;100;417;0;0;94.18;110;110
13.01.2023 12:00:00;13.01.2023 13:00:00;81;442;0;0;92.24;102;102
13.01.2023 13:00:00;13.01.2023 14:00:00;74;398;14.7;0;70;70;91.03
13.01.2023 14:00:00;13.01.2023 15:00:00;94;388;15.7;0;70;70;90.79
13.01.2023 15:00:00;13.01.2023 16:00:00;116;362;0;0;94.18;109;109
13.01.2023 16:00:00;13.01.2023 17:00:00;95;382;0;11;97.86;109;109
13.01.2023 17:00:00;13.01.2023 18:00:00;125;361;0;33;100;115;115
13.01.2023 18:00:00;13.01.2023 19:00:00;115;371;0;33;100.07;124;124
13.01.2023 19:00:00;13.01.2023 20:00:00;103;398;0;0;98.98;105;105
13.01.2023 20:00:00;13.01.2023 21:00:00;74;423;0;0;68;68;95.53
13.01.2023 21:00:00;13.01.2023 22:00:00;74;433;0;0;68;68;94.18
