explained_variance_ratio
0.1503045168255885
0.09380885863842177
0.08079282625888735
0.06379756148805903
0.0564325037670559
0.05323857953141687
0.0476568128801384
0.04505660980765418
0.03947941060379577
0.03800251254105353
0.03374745571064999
0.03157367259717738
0.02901518846579606
0.022657529887911372
0.02173964727000583
0.01994490920281283
0.018025212888666625
0.016617025655063275
0.015266794363166903
0.013843788574275713
0.012836413740379372
0.01192175909484137
0.009871584812988407
0.009386813953746576
0.008722129799249896
0.007935364174520704
0.006519747498948418
0.006369019592708453
0.006203029949943438
0.005723788390512552
0.004456621608085413
0.0040843547139737405
0.003830727170536878
0.0030999304955413387
0.002310210510186403
0.002143685508588615
0.0018403183669230465
0.0014176041898895358
0.00017568867966957547
8.466183713394209e-05
6.510951655474742e-05
1.9437480530722437e-08
5.6128868505518035e-18
3.0058417250798534e-18
1.2817607503468909e-18
0.0
