Delivery Start (CET);Delivery End (CET);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR)
18.06.2025 03:30:00;18.06.2025 03:45:00;426;825;164;0;0.45;0.45;0.45
18.06.2025 03:45:00;18.06.2025 04:00:00;408;828;167;0;0.45;0.45;0.45
18.06.2025 04:00:00;18.06.2025 04:15:00;416;835;93;0;0.77;0.77;0.77
18.06.2025 04:15:00;18.06.2025 04:30:00;417;836;78;0;0.77;0.77;0.77
18.06.2025 04:30:00;18.06.2025 04:45:00;418;837;181;0;0.77;0.77;0.77
18.06.2025 04:45:00;18.06.2025 05:00:00;418;840;135;0;0.77;0.77;0.77
18.06.2025 05:00:00;18.06.2025 05:15:00;431;849;35;0;2.14;2.14;2.14
18.06.2025 05:15:00;18.06.2025 05:30:00;432;849;9;0;2.14;2.14;2.14
18.06.2025 05:30:00;18.06.2025 05:45:00;432;849;195;0;2.14;2.14;2.14
18.06.2025 05:45:00;18.06.2025 06:00:00;433;847;107;0;2.14;2.14;2.14
18.06.2025 06:00:00;18.06.2025 06:15:00;510;820;0;0;2.3;2.3;2.3
18.06.2025 06:15:00;18.06.2025 06:30:00;505;819;108;0;-8;-8;2.3
18.06.2025 06:30:00;18.06.2025 06:45:00;506;820;11;0;-1;-1;2.3
18.06.2025 06:45:00;18.06.2025 07:00:00;504;816;0;260;2.3;55.73;55.73
18.06.2025 07:00:00;18.06.2025 07:15:00;520;824;0;143;3.09;8;8
18.06.2025 07:15:00;18.06.2025 07:30:00;520;824;0;161;3.09;8;8
18.06.2025 07:30:00;18.06.2025 07:45:00;521;824;64;0;-2.41;-2.41;3.09
18.06.2025 07:45:00;18.06.2025 08:00:00;521;815;0;145;3.09;8;8
18.06.2025 08:00:00;18.06.2025 08:15:00;472;821;0;32;3.19;8;8
18.06.2025 08:15:00;18.06.2025 08:30:00;473;820;0;35;3.19;8;8
18.06.2025 08:30:00;18.06.2025 08:45:00;473;820;0;115;3.19;8;8
18.06.2025 08:45:00;18.06.2025 09:00:00;473;821;49;0;-2;-2;3.19
18.06.2025 09:00:00;18.06.2025 09:15:00;505;754;99;0;-8;-8;3.35
18.06.2025 09:15:00;18.06.2025 09:30:00;504;759;261;0;-54.21;-54.21;3.35
18.06.2025 09:30:00;18.06.2025 09:45:00;504;764;122;0;-10.12;-10.12;3.35
18.06.2025 09:45:00;18.06.2025 10:00:00;498;637;297;0;-60;-60;3.35
18.06.2025 10:00:00;18.06.2025 10:15:00;691;638;0;72;4.94;20.51;20.51
18.06.2025 10:15:00;18.06.2025 10:30:00;693;638;48;0;-2;-2;4.94
18.06.2025 10:30:00;18.06.2025 10:45:00;693;639;71;0;-5;-5;4.94
18.06.2025 10:45:00;18.06.2025 11:00:00;694;640;144;0;-5;-5;4.94
18.06.2025 11:00:00;18.06.2025 11:15:00;507;800;0;0;1.26;1.26;2.07
18.06.2025 11:15:00;18.06.2025 11:30:00;507;802;194;0;-20;-20;2.07
18.06.2025 11:30:00;18.06.2025 11:45:00;507;804;25;0;-1;-1;2.07
18.06.2025 11:45:00;18.06.2025 12:00:00;491;806;102;0;-10.12;-10.12;2.07
18.06.2025 12:00:00;18.06.2025 12:15:00;437;770;0;10;0.79;7;7
18.06.2025 12:15:00;18.06.2025 12:30:00;438;771;57;0;-3.73;-3.73;0.79
18.06.2025 12:30:00;18.06.2025 12:45:00;439;773;13;0;-1;-1;0.79
18.06.2025 12:45:00;18.06.2025 13:00:00;439;772;77;0;-10.1;-10.1;0.79
18.06.2025 13:00:00;18.06.2025 13:15:00;518;766;20;0;-1;-1;0.45
18.06.2025 13:15:00;18.06.2025 13:30:00;518;767;71;0;-7;-7;0.45
18.06.2025 13:30:00;18.06.2025 13:45:00;520;767;54;0;-2;-2;0.45
18.06.2025 13:45:00;18.06.2025 14:00:00;525;767;70;0;-4;-4;0.45
18.06.2025 14:00:00;18.06.2025 14:15:00;510;784;68;0;-10;-10;0.38
18.06.2025 14:15:00;18.06.2025 14:30:00;510;781;68;0;-6;-6;0.38
18.06.2025 14:30:00;18.06.2025 14:45:00;519;781;123;0;-10.12;-10.12;0.38
18.06.2025 14:45:00;18.06.2025 15:00:00;501;778;70;0;-10;-10;0.38
18.06.2025 15:00:00;18.06.2025 15:15:00;500;789;47;0;-7.01;-7.01;0.58
18.06.2025 15:15:00;18.06.2025 15:30:00;501;789;37;0;-1.5;-1.5;0.58
18.06.2025 15:30:00;18.06.2025 15:45:00;501;788;47;0;-6;-6;0.58
18.06.2025 15:45:00;18.06.2025 16:00:00;472;750;37;0;-1.98;-1.98;0.58
18.06.2025 16:00:00;18.06.2025 16:15:00;537;770;111;0;-4;-4;2.58
18.06.2025 16:15:00;18.06.2025 16:30:00;536;767;110;0;-2.41;-2.41;2.58
18.06.2025 16:30:00;18.06.2025 16:45:00;535;765;99;0;-1.98;-1.98;2.58
18.06.2025 16:45:00;18.06.2025 17:00:00;536;762;0;185;2.58;26;26
18.06.2025 17:00:00;18.06.2025 17:15:00;536;777;117;0;-7.6;-7.6;3.75
18.06.2025 17:15:00;18.06.2025 17:30:00;538;772;105;0;-1.94;-1.94;3.75
18.06.2025 17:30:00;18.06.2025 17:45:00;535;768;117;0;-10;-10;3.75
18.06.2025 17:45:00;18.06.2025 18:00:00;529;767;77;0;-1;-1;3.75
18.06.2025 18:00:00;18.06.2025 18:15:00;608;824;280;0;-27.74;-27.74;3.74
18.06.2025 18:15:00;18.06.2025 18:30:00;594;817;265;0;-27.65;-27.65;3.74
18.06.2025 18:30:00;18.06.2025 18:45:00;588;813;133;0;-10;-10;3.74
18.06.2025 18:45:00;18.06.2025 19:00:00;587;647;19;0;0;0;3.74
18.06.2025 19:00:00;18.06.2025 19:15:00;734;649;0;5;4.59;4.59;8.2
18.06.2025 19:15:00;18.06.2025 19:30:00;751;664;0;104;4.59;55.34;55.34
18.06.2025 19:30:00;18.06.2025 19:45:00;694;649;0;104;4.59;55.34;55.34
18.06.2025 19:45:00;18.06.2025 20:00:00;691;646;0;168;4.59;55.33;55.33
18.06.2025 20:00:00;18.06.2025 20:15:00;714;646;0;5;4;8.2;8.2
18.06.2025 20:15:00;18.06.2025 20:30:00;710;646;0;29;4;16;16
18.06.2025 20:30:00;18.06.2025 20:45:00;707;646;0;70;4;48;48
18.06.2025 20:45:00;18.06.2025 21:00:00;700;646;0;130;4;55.22;55.22
18.06.2025 21:00:00;18.06.2025 21:15:00;559;793;0;218;3.74;47.2;47.2
18.06.2025 21:15:00;18.06.2025 21:30:00;560;789;0;214;3.74;48;48
18.06.2025 21:30:00;18.06.2025 21:45:00;557;787;0;212;3.74;47.27;47.27
18.06.2025 21:45:00;18.06.2025 22:00:00;543;777;0;190;3.74;115;115
18.06.2025 22:00:00;18.06.2025 22:15:00;635;800;0;284;2.34;55.18;55.18
18.06.2025 22:15:00;18.06.2025 22:30:00;606;783;0;233;2.34;48;48
18.06.2025 22:30:00;18.06.2025 22:45:00;599;780;0;283;2.34;55.15;55.15
18.06.2025 22:45:00;18.06.2025 23:00:00;599;779;0;206;2.34;31;31
18.06.2025 23:00:00;18.06.2025 23:15:00;613;744;0;170;0.2;31;31
18.06.2025 23:15:00;18.06.2025 23:30:00;613;746;0;153;0.2;16;16
18.06.2025 23:30:00;18.06.2025 23:45:00;614;750;101;0;-1;-1;0.2
18.06.2025 23:45:00;19.06.2025 00:00:00;588;750;126;0;-5.88;-5.88;0.2
19.06.2025 00:00:00;19.06.2025 00:15:00;546;748;0;0;0.18;0.18;1
19.06.2025 00:15:00;19.06.2025 00:30:00;524;751;19;0;-1;-1;0.18
19.06.2025 00:30:00;19.06.2025 00:45:00;530;754;0;0;0;0;0.18
19.06.2025 00:45:00;19.06.2025 01:00:00;530;756;57;0;-1;-1;0.18
19.06.2025 01:00:00;19.06.2025 01:15:00;541;757;0;134;0.06;10;10
19.06.2025 01:15:00;19.06.2025 01:30:00;538;762;0;97;0.06;8;8
19.06.2025 01:30:00;19.06.2025 01:45:00;539;766;0;0;0.06;6.6;6.6
19.06.2025 01:45:00;19.06.2025 02:00:00;535;769;0;0;-0.5;-0.5;0.06
19.06.2025 02:00:00;19.06.2025 02:15:00;483;858;0;39;-0.12;8;8
19.06.2025 02:15:00;19.06.2025 02:30:00;481;856;0;0;-0.12;6.6;6.6
19.06.2025 02:30:00;19.06.2025 02:45:00;480;854;0;57;-0.12;8;8
19.06.2025 02:45:00;19.06.2025 03:00:00;470;852;0;112;-0.12;8;8
19.06.2025 03:00:00;19.06.2025 03:15:00;490;856;0;117;0.03;8;8
19.06.2025 03:15:00;19.06.2025 03:30:00;489;853;0;0;0;0;0.03
19.06.2025 03:30:00;19.06.2025 03:45:00;490;850;56;0;-1;-1;0.03
19.06.2025 03:45:00;19.06.2025 04:00:00;470;846;58;0;-2.4;-2.4;0.03
19.06.2025 04:00:00;19.06.2025 04:15:00;474;870;45;0;-1.98;-1.98;0.08
19.06.2025 04:15:00;19.06.2025 04:30:00;474;878;0;0;-0.64;-0.64;0.08
19.06.2025 04:30:00;19.06.2025 04:45:00;473;872;61;0;-2.4;-2.4;0.08
19.06.2025 04:45:00;19.06.2025 05:00:00;474;865;92;0;-6;-6;0.08
19.06.2025 05:00:00;19.06.2025 05:15:00;505;855;123;0;-3;-3;2.29
19.06.2025 05:15:00;19.06.2025 05:30:00;513;850;41;0;-1;-1;2.29
19.06.2025 05:30:00;19.06.2025 05:45:00;524;846;48;0;-1;-1;2.29
19.06.2025 05:45:00;19.06.2025 06:00:00;523;842;0;42;2.29;8;8
19.06.2025 06:00:00;19.06.2025 06:15:00;479;839;179;0;-10.12;-10.12;3.09
19.06.2025 06:15:00;19.06.2025 06:30:00;465;837;0;195;3.09;39;39
19.06.2025 06:30:00;19.06.2025 06:45:00;465;834;0;331;3.09;57.11;57.11
19.06.2025 06:45:00;19.06.2025 07:00:00;468;826;0;291;3.09;55.46;55.46
19.06.2025 07:00:00;19.06.2025 07:15:00;486;827;0;201;3.72;55.44;55.44
19.06.2025 07:15:00;19.06.2025 07:30:00;485;825;0;279;3.72;55.45;55.45
19.06.2025 07:30:00;19.06.2025 07:45:00;481;823;0;138;3.72;8;8
19.06.2025 07:45:00;19.06.2025 08:00:00;481;683;0;0;2.68;2.68;3.72
19.06.2025 08:00:00;19.06.2025 08:15:00;599;705;0;39;4.16;44.82;44.82
19.06.2025 08:15:00;19.06.2025 08:30:00;601;705;0;0;4.16;15;15
19.06.2025 08:30:00;19.06.2025 08:45:00;603;705;337;0;-20.4;-20.4;4.16
19.06.2025 08:45:00;19.06.2025 09:00:00;359;705;383;0;-40;-40;4.16
19.06.2025 09:00:00;19.06.2025 09:15:00;476;803;0;0;2.68;27.04;27.04
19.06.2025 09:15:00;19.06.2025 09:30:00;478;804;238;0;-27.4;-27.4;2.68
19.06.2025 09:30:00;19.06.2025 09:45:00;478;807;0;118;2.68;55.2;55.2
19.06.2025 09:45:00;19.06.2025 10:00:00;475;647;101;90;-2.31;-2.31;55.2
19.06.2025 10:00:00;19.06.2025 10:15:00;447;806;0;102;0.45;17;17
19.06.2025 10:15:00;19.06.2025 10:30:00;446;810;0;106;0.45;17;17
19.06.2025 10:30:00;19.06.2025 10:45:00;450;813;0;109;0.45;18;18
19.06.2025 10:45:00;19.06.2025 11:00:00;454;816;0;0;0.45;4;4
19.06.2025 11:00:00;19.06.2025 11:15:00;509;724;0;0;-0.32;-0.32;1
19.06.2025 11:15:00;19.06.2025 11:30:00;516;725;0;0;-0.32;4;4
19.06.2025 11:30:00;19.06.2025 11:45:00;514;726;0;4;-0.32;8;8
19.06.2025 11:45:00;19.06.2025 12:00:00;513;725;0;0;-0.32;4;4
19.06.2025 12:00:00;19.06.2025 12:15:00;439;814;0;0;-1.82;0;0
19.06.2025 12:15:00;19.06.2025 12:30:00;437;871;128;0;-4;-4;-1.82
19.06.2025 12:30:00;19.06.2025 12:45:00;437;874;0;0;-1.82;-1.82;-1.82
19.06.2025 12:45:00;19.06.2025 13:00:00;432;875;0;0;-1.82;-1.82;0
19.06.2025 13:00:00;19.06.2025 13:15:00;433;863;0;0;-2.12;-2.12;-2.12
19.06.2025 13:15:00;19.06.2025 13:30:00;433;863;71;0;-3.12;-3.12;-2.12
19.06.2025 13:30:00;19.06.2025 13:45:00;432;916;154;0;-10;-10;-2.12
19.06.2025 13:45:00;19.06.2025 14:00:00;427;917;91;0;-3.12;-3.12;-2.12
19.06.2025 14:00:00;19.06.2025 14:15:00;543;860;126;0;-5.36;-5.36;-2.38
19.06.2025 14:15:00;19.06.2025 14:30:00;543;862;0;0;-3;-3;-2.38
19.06.2025 14:30:00;19.06.2025 14:45:00;543;863;0;0;-2.38;-2.38;-2.38
19.06.2025 14:45:00;19.06.2025 15:00:00;536;866;0;0;-2.38;-2.38;0
19.06.2025 15:00:00;19.06.2025 15:15:00;561;715;149;0;-10.12;-10.12;-1.96
19.06.2025 15:15:00;19.06.2025 15:30:00;561;718;0;0;-1.96;0;0
19.06.2025 15:30:00;19.06.2025 15:45:00;565;720;0;0;-2.65;-2.65;-1.96
19.06.2025 15:45:00;19.06.2025 16:00:00;461;723;0;0;-2.65;-2.65;-1.96
19.06.2025 16:00:00;19.06.2025 16:15:00;469;717;72;0;-13.41;-13.41;-1.55
19.06.2025 16:15:00;19.06.2025 16:30:00;459;719;74;0;-20;-20;-1.55
19.06.2025 16:30:00;19.06.2025 16:45:00;460;722;0;0;-1.55;-1.55;-1.55
19.06.2025 16:45:00;19.06.2025 17:00:00;496;724;0;0;-1.55;1;1
19.06.2025 17:00:00;19.06.2025 17:15:00;559;712;173;0;-10.12;-10.12;0.53
19.06.2025 17:15:00;19.06.2025 17:30:00;559;716;0;38;0.53;8;8
19.06.2025 17:30:00;19.06.2025 17:45:00;559;717;116;0;-2.4;-2.4;0.53
19.06.2025 17:45:00;19.06.2025 18:00:00;573;704;115;0;-1;-1;0.53
19.06.2025 18:00:00;19.06.2025 18:15:00;539;732;151;0;-6;-6;1.35
19.06.2025 18:15:00;19.06.2025 18:30:00;540;733;188;0;-7;-7;1.35
19.06.2025 18:30:00;19.06.2025 18:45:00;542;733;120;0;-2.4;-2.4;1.35
19.06.2025 18:45:00;19.06.2025 19:00:00;540;733;0;0;-1;-1;1.35
19.06.2025 19:00:00;19.06.2025 19:15:00;550;754;186;0;-8;-8;1.72
19.06.2025 19:15:00;19.06.2025 19:30:00;552;752;188;0;-10;-10;1.72
19.06.2025 19:30:00;19.06.2025 19:45:00;549;750;106;0;-1;-1;1.72
19.06.2025 19:45:00;19.06.2025 20:00:00;546;748;43;0;-1;-1;1.72
19.06.2025 20:00:00;19.06.2025 20:15:00;575;763;133;0;-2.4;-2.4;1.81
19.06.2025 20:15:00;19.06.2025 20:30:00;578;759;0;10;1.81;1.81;7.45
19.06.2025 20:30:00;19.06.2025 20:45:00;574;757;0;227;1.81;24;24
19.06.2025 20:45:00;19.06.2025 21:00:00;565;753;0;236;1.81;50;50
19.06.2025 21:00:00;19.06.2025 21:15:00;562;750;0;243;1.64;55.74;55.74
19.06.2025 21:15:00;19.06.2025 21:30:00;561;748;0;241;1.64;55.47;55.47
19.06.2025 21:30:00;19.06.2025 21:45:00;559;746;0;239;1.64;55.46;55.46
19.06.2025 21:45:00;19.06.2025 22:00:00;561;744;0;258;1.64;57.16;57.16
19.06.2025 22:00:00;19.06.2025 22:15:00;565;730;0;289;1.21;63.02;63.02
19.06.2025 22:15:00;19.06.2025 22:30:00;569;733;0;227;1.21;1.21;55.43
19.06.2025 22:30:00;19.06.2025 22:45:00;570;732;0;226;1.21;1.21;55.5
19.06.2025 22:45:00;19.06.2025 23:00:00;562;731;0;212;1.21;18.39;18.39
19.06.2025 23:00:00;19.06.2025 23:15:00;561;726;0;214;0.52;50;50
19.06.2025 23:15:00;19.06.2025 23:30:00;562;726;0;165;0.52;8;8
19.06.2025 23:30:00;19.06.2025 23:45:00;563;726;0;0;-1;-1;0.52
19.06.2025 23:45:00;20.06.2025 00:00:00;555;718;95;0;-2.4;-2.4;0.52
20.06.2025 00:00:00;20.06.2025 00:15:00;504;638;0;132;1.72;8;8
20.06.2025 00:15:00;20.06.2025 00:30:00;457;640;7;0;-0.47;-0.47;1.72
20.06.2025 00:30:00;20.06.2025 00:45:00;458;641;92;0;-1;-1;1.72
20.06.2025 00:45:00;20.06.2025 01:00:00;457;636;132;0;-8;-8;1.72
20.06.2025 01:00:00;20.06.2025 01:15:00;482;557;93;0;-1.98;-1.98;1.49
20.06.2025 01:15:00;20.06.2025 01:30:00;479;565;92;0;-1;-1;1.49
20.06.2025 01:30:00;20.06.2025 01:45:00;480;567;139;0;-10;-10;1.49
20.06.2025 01:45:00;20.06.2025 02:00:00;479;569;187;0;-10.12;-10.12;1.49
20.06.2025 02:00:00;20.06.2025 02:15:00;479;648;0;102;1.89;8;8
20.06.2025 02:15:00;20.06.2025 02:30:00;522;645;102;0;-3.1;-3.1;1.89
20.06.2025 02:30:00;20.06.2025 02:45:00;480;643;125;0;-10;-10;1.89
20.06.2025 02:45:00;20.06.2025 03:00:00;478;640;184;0;-12;-12;1.89
20.06.2025 03:00:00;20.06.2025 03:15:00;469;644;192;0;-20;-20;1.81
20.06.2025 03:15:00;20.06.2025 03:30:00;468;641;276;0;-33;-33;1.81
20.06.2025 03:30:00;20.06.2025 03:45:00;469;637;192;0;-20.4;-20.4;1.81
20.06.2025 03:45:00;20.06.2025 04:00:00;456;634;225;0;-30;-30;1.81
20.06.2025 04:00:00;20.06.2025 04:15:00;434;637;164;0;-24.06;-24.06;2.27
20.06.2025 04:15:00;20.06.2025 04:30:00;433;619;230;0;-30;-30;2.27
20.06.2025 04:30:00;20.06.2025 04:45:00;431;617;122;0;-10.12;-10.12;2.27
20.06.2025 04:45:00;20.06.2025 05:00:00;415;608;90;0;-10.12;-10.12;2.27
20.06.2025 05:00:00;20.06.2025 05:15:00;400;646;0;49;3.71;8;8
20.06.2025 05:15:00;20.06.2025 05:30:00;399;640;0;63;3.71;14;14
20.06.2025 05:30:00;20.06.2025 05:45:00;397;636;167;0;-30;-30;3.71
20.06.2025 05:45:00;20.06.2025 06:00:00;386;505;0;36;3.71;27.03;27.03
20.06.2025 06:00:00;20.06.2025 06:15:00;547;507;291;0;-25;-25;4.71
20.06.2025 06:15:00;20.06.2025 06:30:00;546;507;0;0;0;0;4.71
20.06.2025 06:30:00;20.06.2025 06:45:00;536;507;0;146;4.71;64.39;64.39
20.06.2025 06:45:00;20.06.2025 07:00:00;533;504;0;147;4.71;73;73
20.06.2025 07:00:00;20.06.2025 07:15:00;381;601;304;0;-70;-70;2.91
20.06.2025 07:15:00;20.06.2025 07:30:00;380;595;248;0;-60;-60;2.91
20.06.2025 07:30:00;20.06.2025 07:45:00;379;589;195;0;-47.8;-47.8;2.91
20.06.2025 07:45:00;20.06.2025 08:00:00;371;583;216;0;-53.31;-53.31;2.91
20.06.2025 08:00:00;20.06.2025 08:15:00;358;576;176;0;-33;-33;2.83
20.06.2025 08:15:00;20.06.2025 08:30:00;356;571;195;0;-50;-50;2.83
20.06.2025 08:30:00;20.06.2025 08:45:00;356;568;131;0;-25;-25;2.83
20.06.2025 08:45:00;20.06.2025 09:00:00;355;561;107;0;-22;-22;2.83
20.06.2025 09:00:00;20.06.2025 09:15:00;368;543;126;0;-20.4;-20.4;2.6
20.06.2025 09:15:00;20.06.2025 09:30:00;353;541;116;0;-20.4;-20.4;2.6
20.06.2025 09:30:00;20.06.2025 09:45:00;353;538;77;0;-1.94;-1.94;2.6
20.06.2025 09:45:00;20.06.2025 10:00:00;342;535;17;0;1;1;2.6
20.06.2025 10:00:00;20.06.2025 10:15:00;347;536;0;0;-3;-3;1.17
20.06.2025 10:15:00;20.06.2025 10:30:00;348;535;73;0;-3.1;-3.1;1.17
20.06.2025 10:30:00;20.06.2025 10:45:00;348;533;73;0;-1.94;-1.94;1.17
20.06.2025 10:45:00;20.06.2025 11:00:00;346;531;41;0;-1;-1;1.17
20.06.2025 11:00:00;20.06.2025 11:15:00;344;526;0;15;-2.35;6.6;6.6
20.06.2025 11:15:00;20.06.2025 11:30:00;336;525;0;49;-2.35;12.5;12.5
20.06.2025 11:30:00;20.06.2025 11:45:00;336;524;0;32;-2.35;8;8
20.06.2025 11:45:00;20.06.2025 12:00:00;323;524;0;52;-2.35;-2.35;39.83
20.06.2025 12:00:00;20.06.2025 12:15:00;355;525;0;41;-5.71;8;8
20.06.2025 12:15:00;20.06.2025 12:30:00;347;527;0;15;-5.71;6.6;6.6
20.06.2025 12:30:00;20.06.2025 12:45:00;347;528;0;0;-5.71;-5.71;-5.71
20.06.2025 12:45:00;20.06.2025 13:00:00;347;526;0;0;-5.71;-5.71;-1
20.06.2025 13:00:00;20.06.2025 13:15:00;350;523;0;15;-6.75;8;8
20.06.2025 13:15:00;20.06.2025 13:30:00;350;525;0;0;-6.75;-6.75;-6.75
20.06.2025 13:30:00;20.06.2025 13:45:00;345;526;15;0;-7;-7;-6.75
20.06.2025 13:45:00;20.06.2025 14:00:00;341;525;115;0;-13.41;-13.41;-6.75
20.06.2025 14:00:00;20.06.2025 14:15:00;346;534;117;0;-20;-20;-6.29
20.06.2025 14:15:00;20.06.2025 14:30:00;346;535;93;0;-10;-10;-6.29
20.06.2025 14:30:00;20.06.2025 14:45:00;346;535;115;0;-13.41;-13.41;-6.29
20.06.2025 14:45:00;20.06.2025 15:00:00;345;533;114;0;-13.4;-13.4;-6.29
20.06.2025 15:00:00;20.06.2025 15:15:00;318;550;74;0;-11;-11;-2.8
20.06.2025 15:15:00;20.06.2025 15:30:00;318;550;96;0;-13.4;-13.4;-2.8
20.06.2025 15:30:00;20.06.2025 15:45:00;319;548;97;0;-13.41;-13.41;-2.8
20.06.2025 15:45:00;20.06.2025 16:00:00;318;547;59;0;-6;-6;-2.8
20.06.2025 16:00:00;20.06.2025 16:15:00;314;527;61;0;-6;-6;3.68
20.06.2025 16:15:00;20.06.2025 16:30:00;313;527;25;0;1.86;1.86;3.68
20.06.2025 16:30:00;20.06.2025 16:45:00;313;527;0;26;3.68;8;8
20.06.2025 16:45:00;20.06.2025 17:00:00;348;506;25;0;1.86;1.86;3.68
20.06.2025 17:00:00;20.06.2025 17:15:00;337;473;42;0;1;1;5
20.06.2025 17:15:00;20.06.2025 17:30:00;347;473;62;0;-5.5;-5.5;5
20.06.2025 17:30:00;20.06.2025 17:45:00;347;473;163;0;-30;-30;5
20.06.2025 17:45:00;20.06.2025 18:00:00;347;472;142;0;-13.41;-13.41;5
20.06.2025 18:00:00;20.06.2025 18:15:00;475;381;249;0;-53.31;-53.31;7.44
20.06.2025 18:15:00;20.06.2025 18:30:00;477;381;189;0;-28.24;-28.24;7.44
20.06.2025 18:30:00;20.06.2025 18:45:00;477;381;170;0;-20;-20;7.44
20.06.2025 18:45:00;20.06.2025 19:00:00;476;381;164;0;-20;-20;7.44
20.06.2025 19:00:00;20.06.2025 19:15:00;474;380;292;0;-60.67;-60.67;8.35
20.06.2025 19:15:00;20.06.2025 19:30:00;474;380;285;0;-60.67;-60.67;8.35
20.06.2025 19:30:00;20.06.2025 19:45:00;474;380;396;0;-77.04;-77.04;8.35
20.06.2025 19:45:00;20.06.2025 20:00:00;471;380;393;0;-68;-68;8.35
20.06.2025 20:00:00;20.06.2025 20:15:00;470;381;340;0;-65;-65;12.11
20.06.2025 20:15:00;20.06.2025 20:30:00;468;381;298;0;-60.67;-60.67;12.11
20.06.2025 20:30:00;20.06.2025 20:45:00;467;381;388;0;-77.02;-77.02;12.11
20.06.2025 20:45:00;20.06.2025 21:00:00;466;381;387;0;-76.94;-76.94;12.11
20.06.2025 21:00:00;20.06.2025 21:15:00;458;380;386;0;-105.01;-105.01;6.65
20.06.2025 21:15:00;20.06.2025 21:30:00;458;380;438;0;-160;-160;6.65
20.06.2025 21:30:00;20.06.2025 21:45:00;458;380;463;0;-550;-550;6.65
20.06.2025 21:45:00;20.06.2025 22:00:00;538;380;538;0;-2552.45;-2552.45;6.65
20.06.2025 22:00:00;20.06.2025 22:15:00;480;380;515;0;-500;-500;7.35
20.06.2025 22:15:00;20.06.2025 22:30:00;480;380;560;0;-4749.66;-4749.66;7.35
20.06.2025 22:30:00;20.06.2025 22:45:00;482;380;562;0;-4749.66;-4749.66;7.35
20.06.2025 22:45:00;20.06.2025 23:00:00;482;380;563;0;-4749.66;-4749.66;7.35
20.06.2025 23:00:00;20.06.2025 23:15:00;515;381;503;0;-116.51;-116.51;6.21
20.06.2025 23:15:00;20.06.2025 23:30:00;517;381;502;0;-90;-90;6.21
20.06.2025 23:30:00;20.06.2025 23:45:00;518;381;443;0;-60.68;-60.68;6.21
20.06.2025 23:45:00;21.06.2025 00:00:00;495;380;575;0;-2552.45;-2552.45;6.21
21.06.2025 00:00:00;21.06.2025 00:15:00;410;532;137;0;-34;-34;3.4
21.06.2025 00:15:00;21.06.2025 00:30:00;327;533;137;0;-36.12;-36.12;3.4
21.06.2025 00:30:00;21.06.2025 00:45:00;327;535;94;0;-7;-7;3.4
21.06.2025 00:45:00;21.06.2025 01:00:00;327;537;137;0;-27.45;-27.45;3.4
21.06.2025 01:00:00;21.06.2025 01:15:00;346;540;105;0;-3;-3;3.09
21.06.2025 01:15:00;21.06.2025 01:30:00;346;541;24;0;-0.26;-0.26;3.09
21.06.2025 01:30:00;21.06.2025 01:45:00;346;544;105;0;-1.93;-1.93;3.09
21.06.2025 01:45:00;21.06.2025 02:00:00;336;546;134;0;-20.4;-20.4;3.09
21.06.2025 02:00:00;21.06.2025 02:15:00;349;554;222;0;-48.1;-48.1;2.63
21.06.2025 02:15:00;21.06.2025 02:30:00;349;556;220;0;-26;-26;2.63
21.06.2025 02:30:00;21.06.2025 02:45:00;349;560;177;0;-7;-7;2.63
21.06.2025 02:45:00;21.06.2025 03:00:00;327;563;224;0;-60;-60;2.63
21.06.2025 03:00:00;21.06.2025 03:15:00;380;561;350;0;-120;-120;-0.01
21.06.2025 03:15:00;21.06.2025 03:30:00;330;562;318;0;-80.87;-80.87;-0.01
21.06.2025 03:30:00;21.06.2025 03:45:00;330;564;318;0;-68;-68;-0.01
21.06.2025 03:45:00;21.06.2025 04:00:00;328;564;316;0;-70;-70;-0.01
21.06.2025 04:00:00;21.06.2025 04:15:00;365;557;163;0;-15;-15;-0.01
21.06.2025 04:15:00;21.06.2025 04:30:00;365;559;139;0;-11.45;-11.45;-0.01
21.06.2025 04:30:00;21.06.2025 04:45:00;365;560;93;0;-2.01;-2.01;-0.01
21.06.2025 04:45:00;21.06.2025 05:00:00;354;560;120;0;-15;-15;-0.01
21.06.2025 05:00:00;21.06.2025 05:15:00;334;538;89;0;-2;-2;0.7
21.06.2025 05:15:00;21.06.2025 05:30:00;334;539;128;0;-22;-22;0.7
21.06.2025 05:30:00;21.06.2025 05:45:00;334;541;147;0;-27.44;-27.44;0.7
21.06.2025 05:45:00;21.06.2025 06:00:00;326;540;139;0;-33;-33;0.7
21.06.2025 06:00:00;21.06.2025 06:15:00;323;563;118;0;-20;-20;0.73
21.06.2025 06:15:00;21.06.2025 06:30:00;323;531;79;0;-7;-7;0.73
21.06.2025 06:30:00;21.06.2025 06:45:00;323;536;20;0;-1;-1;0.73
21.06.2025 06:45:00;21.06.2025 07:00:00;323;540;79;0;-2;-2;0.73
21.06.2025 07:00:00;21.06.2025 07:15:00;333;580;82;0;-4.5;-4.5;0.53
21.06.2025 07:15:00;21.06.2025 07:30:00;333;584;97;0;-10;-10;0.53
21.06.2025 07:30:00;21.06.2025 07:45:00;333;587;97;0;-10;-10;0.53
