Delivery Start (CET);Delivery End (CET);SE2 Accepted Down Volume (MW);SE2 Accepted Up Volume (MW);SE2 Activated Down Volume (MW);SE2 Activated Up Volume (MW);SE2 Down Price (EUR);SE2 Imbalance Price (EUR);SE2 Up Price (EUR)
01.01.2025 00:00:00;01.01.2025 01:00:00;1061;837;5;0;2;2;4.55
01.01.2025 01:00:00;01.01.2025 02:00:00;1001;896;5;0;2;2;3.69
01.01.2025 02:00:00;01.01.2025 03:00:00;1025;881;5;0;2;2;3.55
01.01.2025 03:00:00;01.01.2025 04:00:00;867;1020;0;0;3;3;3.19
01.01.2025 04:00:00;01.01.2025 05:00:00;910;982;0;0;3;3;3.15
01.01.2025 05:00:00;01.01.2025 06:00:00;986;895;0;0;3.68;3.68;3.68
01.01.2025 06:00:00;01.01.2025 07:00:00;1020;887;2;0;2;2;3.21
01.01.2025 07:00:00;01.01.2025 08:00:00;1066;877;93;0;-1.98;-1.98;3.48
01.01.2025 08:00:00;01.01.2025 09:00:00;1176;783;156;0;-1;-1;4.32
01.01.2025 09:00:00;01.01.2025 10:00:00;1415;534;187;0;0;0;4.77
01.01.2025 10:00:00;01.01.2025 11:00:00;1416;541;325;0;-2;-2;5.89
01.01.2025 11:00:00;01.01.2025 12:00:00;1571;538;285;0;-1;-1;5.98
01.01.2025 12:00:00;01.01.2025 13:00:00;1625;556;7;0;2;2;5.9
01.01.2025 13:00:00;01.01.2025 14:00:00;1670;472;0;0;5.94;5.94;5.94
01.01.2025 14:00:00;01.01.2025 15:00:00;1638;436;2;0;4.5;4.5;7.28
01.01.2025 15:00:00;01.01.2025 16:00:00;1909;209;22;0;4.5;4.5;12.37
01.01.2025 16:00:00;01.01.2025 17:00:00;1907;180;404;0;-2;-2;17.85
01.01.2025 17:00:00;01.01.2025 18:00:00;1910;179;680;0;-4.83;-4.83;18.87
01.01.2025 18:00:00;01.01.2025 19:00:00;1816;417;505;0;-3.62;-3.62;14.98
01.01.2025 19:00:00;01.01.2025 20:00:00;1764;430;425;0;-3.62;-3.62;9.78
01.01.2025 20:00:00;01.01.2025 21:00:00;1686;329;405;0;-3.57;-3.57;8.21
01.01.2025 21:00:00;01.01.2025 22:00:00;1792;286;618;0;-6.85;-6.85;7.19
01.01.2025 22:00:00;01.01.2025 23:00:00;1785;310;362;0;-5;-5;9.26
01.01.2025 23:00:00;02.01.2025 00:00:00;1611;385;343;0;-2;-2;7.1
02.01.2025 00:00:00;02.01.2025 01:00:00;1276;547;36;0;-2;-2;4.55
02.01.2025 01:00:00;02.01.2025 02:00:00;1248;576;65;0;1;1;4.41
02.01.2025 02:00:00;02.01.2025 03:00:00;1271;593;55;0;1;1;4.88
02.01.2025 03:00:00;02.01.2025 04:00:00;1315;533;391;0;-7.91;-7.91;6.2
02.01.2025 04:00:00;02.01.2025 05:00:00;1295;538;376;0;-7.91;-7.91;5.89
02.01.2025 05:00:00;02.01.2025 06:00:00;1266;514;178;0;-2.52;-2.52;5.96
02.01.2025 06:00:00;02.01.2025 07:00:00;1429;419;35;0;1;1;6.62
02.01.2025 07:00:00;02.01.2025 08:00:00;1352;435;78;0;1;1;5.94
02.01.2025 08:00:00;02.01.2025 09:00:00;1357;446;144;0;-1;-1;6.01
02.01.2025 09:00:00;02.01.2025 10:00:00;1361;495;393;0;-6.46;-6.46;6.03
02.01.2025 10:00:00;02.01.2025 11:00:00;1368;521;187;0;-5.52;-5.52;5.56
02.01.2025 11:00:00;02.01.2025 12:00:00;1325;558;153;0;-1;-1;5.6
02.01.2025 12:00:00;02.01.2025 13:00:00;1353;524;208;0;-5;-5;5.66
02.01.2025 13:00:00;02.01.2025 14:00:00;1405;500;486;0;-7;-7;5.39
02.01.2025 14:00:00;02.01.2025 15:00:00;1322;515;349;0;-7;-7;5.33
02.01.2025 15:00:00;02.01.2025 16:00:00;1433;493;282;0;-6.52;-6.52;5.2
02.01.2025 16:00:00;02.01.2025 17:00:00;1493;471;299;0;-6;-6;5.55
02.01.2025 17:00:00;02.01.2025 18:00:00;1538;441;266;0;-3;-3;5.4
02.01.2025 18:00:00;02.01.2025 19:00:00;1461;430;81;0;0;0;5.33
02.01.2025 19:00:00;02.01.2025 20:00:00;1497;434;86;0;0;0;5.39
02.01.2025 20:00:00;02.01.2025 21:00:00;1485;452;86;0;0;0;5.38
02.01.2025 21:00:00;02.01.2025 22:00:00;1465;442;86;0;0;0;5.34
02.01.2025 22:00:00;02.01.2025 23:00:00;1634;375;160;0;0;0;7.28
02.01.2025 23:00:00;03.01.2025 00:00:00;1560;368;21;0;1;1;7.44
03.01.2025 00:00:00;03.01.2025 01:00:00;1420;345;18;0;0.5;0.5;5.69
03.01.2025 01:00:00;03.01.2025 02:00:00;1404;372;23;0;0.5;0.5;5.98
03.01.2025 02:00:00;03.01.2025 03:00:00;1493;318;33;0;0.5;0.5;6.39
03.01.2025 03:00:00;03.01.2025 04:00:00;1762;203;68;0;0.5;0.5;9.1
03.01.2025 04:00:00;03.01.2025 05:00:00;1843;199;102;0;0.5;0.5;14.43
03.01.2025 05:00:00;03.01.2025 06:00:00;1816;140;119;0;0.5;0.5;15.7
03.01.2025 06:00:00;03.01.2025 07:00:00;1822;112;58;0;3;3;16.65
03.01.2025 07:00:00;03.01.2025 08:00:00;1935;140;30;0;4;4;16.5
03.01.2025 08:00:00;03.01.2025 09:00:00;1977;150;30;0;4;4;16.58
03.01.2025 09:00:00;03.01.2025 10:00:00;1960;169;30;0;4;4;24.2
03.01.2025 10:00:00;03.01.2025 11:00:00;1947;185;30;0;4;4;15.3
03.01.2025 11:00:00;03.01.2025 12:00:00;1938;166;90;0;-0.5;-0.5;19.45
03.01.2025 12:00:00;03.01.2025 13:00:00;1872;243;154;0;-3.39;-3.39;13.23
03.01.2025 13:00:00;03.01.2025 14:00:00;1767;254;289;0;-3.39;-3.39;14.11
03.01.2025 14:00:00;03.01.2025 15:00:00;1747;221;349;0;-5;-5;11.36
03.01.2025 15:00:00;03.01.2025 16:00:00;1681;256;893;0;-14.04;-14.04;12.28
03.01.2025 16:00:00;03.01.2025 17:00:00;1676;251;758;0;-14.05;-14.05;13.46
03.01.2025 17:00:00;03.01.2025 18:00:00;1657;266;680;0;-8;-8;9.45
03.01.2025 18:00:00;03.01.2025 19:00:00;1631;392;643;0;-8;-8;9.05
03.01.2025 19:00:00;03.01.2025 20:00:00;1582;365;437;0;-7;-7;7.49
03.01.2025 20:00:00;03.01.2025 21:00:00;1471;399;348;0;-7;-7;5.91
03.01.2025 21:00:00;03.01.2025 22:00:00;1389;508;242;0;-5;-5;5.93
03.01.2025 22:00:00;03.01.2025 23:00:00;1373;509;353;0;-9.81;-9.81;5.38
03.01.2025 23:00:00;04.01.2025 00:00:00;1357;499;790;0;-13;-13;5
04.01.2025 00:00:00;04.01.2025 01:00:00;1198;933;158;0;-7;-7;5
04.01.2025 01:00:00;04.01.2025 02:00:00;1182;941;90;0;-1;-1;5.03
04.01.2025 02:00:00;04.01.2025 03:00:00;1180;938;118;0;-1;-1;4.99
04.01.2025 03:00:00;04.01.2025 04:00:00;1177;879;119;0;-1;-1;4.96
04.01.2025 04:00:00;04.01.2025 05:00:00;1200;880;105;0;-1;-1;5.01
04.01.2025 05:00:00;04.01.2025 06:00:00;1220;824;104;0;-1;-1;5.2
04.01.2025 06:00:00;04.01.2025 07:00:00;1318;687;138;0;-2;-2;4.69
04.01.2025 07:00:00;04.01.2025 08:00:00;1347;617;94;0;-1.5;-1.5;5.19
04.01.2025 08:00:00;04.01.2025 09:00:00;1341;595;85;0;-1.5;-1.5;5.67
04.01.2025 09:00:00;04.01.2025 10:00:00;1316;643;19;0;1;1;5.57
04.01.2025 10:00:00;04.01.2025 11:00:00;1311;443;0;62;5.75;15.3;15.3
04.01.2025 11:00:00;04.01.2025 12:00:00;1464;484;0;55;6.01;12.96;12.96
04.01.2025 12:00:00;04.01.2025 13:00:00;1521;357;0;0;6.79;6.79;6.79
04.01.2025 13:00:00;04.01.2025 14:00:00;1538;456;0;0;6.42;6.42;6.42
04.01.2025 14:00:00;04.01.2025 15:00:00;1453;461;0;128;6.37;13.68;13.68
04.01.2025 15:00:00;04.01.2025 16:00:00;1424;421;0;145;6.41;13.68;13.68
04.01.2025 16:00:00;04.01.2025 17:00:00;1345;442;0;89;5.96;10.5;10.5
04.01.2025 17:00:00;04.01.2025 18:00:00;1538;388;0;0;6.96;6.96;6.96
04.01.2025 18:00:00;04.01.2025 19:00:00;1543;418;0;0;6.42;6.42;6.42
04.01.2025 19:00:00;04.01.2025 20:00:00;1562;387;0;0;6.87;6.87;6.87
04.01.2025 20:00:00;04.01.2025 21:00:00;1394;372;0;0;6.97;6.97;6.97
04.01.2025 21:00:00;04.01.2025 22:00:00;1475;402;0;8;6.84;9.83;9.83
04.01.2025 22:00:00;04.01.2025 23:00:00;1486;402;0;19;6.96;11.96;11.96
04.01.2025 23:00:00;05.01.2025 00:00:00;1484;404;0;72;6.98;11.5;11.5
05.01.2025 00:00:00;05.01.2025 01:00:00;1449;274;0;74;14.99;19.31;19.31
05.01.2025 01:00:00;05.01.2025 02:00:00;1446;323;0;0;15.56;15.56;15.56
05.01.2025 02:00:00;05.01.2025 03:00:00;1452;358;0;0;15.38;15.38;15.38
05.01.2025 03:00:00;05.01.2025 04:00:00;1529;296;0;0;13.98;13.98;13.98
05.01.2025 04:00:00;05.01.2025 05:00:00;1623;183;0;0;13.81;13.81;13.81
05.01.2025 05:00:00;05.01.2025 06:00:00;1652;154;0;0;12.49;12.49;12.49
05.01.2025 06:00:00;05.01.2025 07:00:00;1606;168;0;0;13.17;13.17;13.17
05.01.2025 07:00:00;05.01.2025 08:00:00;1451;168;0;0;14.45;14.45;14.45
05.01.2025 08:00:00;05.01.2025 09:00:00;1451;94;55;0;3;3;14.14
05.01.2025 09:00:00;05.01.2025 10:00:00;1555;80;29;0;3.5;3.5;15.53
05.01.2025 10:00:00;05.01.2025 11:00:00;1569;75;75;0;3.5;3.5;16.06
05.01.2025 11:00:00;05.01.2025 12:00:00;1700;59;36;0;3.5;3.5;16.64
05.01.2025 12:00:00;05.01.2025 13:00:00;1501;52;0;0;17.89;17.89;17.89
05.01.2025 13:00:00;05.01.2025 14:00:00;1498;52;0;0;17.86;17.86;17.86
05.01.2025 14:00:00;05.01.2025 15:00:00;1515;52;0;0;19.6;19.6;19.6
05.01.2025 15:00:00;05.01.2025 16:00:00;1489;52;0;0;24.88;24.88;24.88
05.01.2025 16:00:00;05.01.2025 17:00:00;1472;52;0;0;52.36;52.36;52.36
05.01.2025 17:00:00;05.01.2025 18:00:00;1467;50;0;0;67.08;67.08;67.08
05.01.2025 18:00:00;05.01.2025 19:00:00;1537;50;0;0;64.48;64.48;64.48
05.01.2025 19:00:00;05.01.2025 20:00:00;1530;49;0;0;50.62;50.62;50.62
05.01.2025 20:00:00;05.01.2025 21:00:00;1530;49;0;0;37.2;37.2;37.2
05.01.2025 21:00:00;05.01.2025 22:00:00;1498;76;0;0;37.63;37.63;37.63
05.01.2025 22:00:00;05.01.2025 23:00:00;1512;76;0;0;35.14;35.14;35.14
05.01.2025 23:00:00;06.01.2025 00:00:00;1568;81;0;0;27.36;27.36;27.36
06.01.2025 00:00:00;06.01.2025 01:00:00;1642;355;0;0;26.53;26.53;26.53
06.01.2025 01:00:00;06.01.2025 02:00:00;1564;429;0;59;22.86;24;24
06.01.2025 02:00:00;06.01.2025 03:00:00;1427;437;0;164;19.37;31;31
06.01.2025 03:00:00;06.01.2025 04:00:00;1424;500;0;219;16.91;31;31
06.01.2025 04:00:00;06.01.2025 05:00:00;1437;424;0;142;15.75;30.83;30.83
06.01.2025 05:00:00;06.01.2025 06:00:00;1517;277;0;131;15.41;29;29
06.01.2025 06:00:00;06.01.2025 07:00:00;1494;194;0;7;23.95;25.06;25.06
06.01.2025 07:00:00;06.01.2025 08:00:00;1498;187;0;47;29.32;36;36
06.01.2025 08:00:00;06.01.2025 09:00:00;1558;132;0;46;36.83;43.5;43.5
06.01.2025 09:00:00;06.01.2025 10:00:00;1684;90;0;8;34.56;41;41
06.01.2025 10:00:00;06.01.2025 11:00:00;1578;122;0;20;33.88;42.5;42.5
06.01.2025 11:00:00;06.01.2025 12:00:00;1550;120;0;10;32.11;42;42
06.01.2025 12:00:00;06.01.2025 13:00:00;1562;137;0;25;30.1;42;42
06.01.2025 13:00:00;06.01.2025 14:00:00;1556;161;0;20;27.55;36;36
06.01.2025 14:00:00;06.01.2025 15:00:00;1513;162;0;42;23.17;36;36
06.01.2025 15:00:00;06.01.2025 16:00:00;1503;162;0;35;24.03;35;35
06.01.2025 16:00:00;06.01.2025 17:00:00;1453;213;0;30;24.77;39;39
06.01.2025 17:00:00;06.01.2025 18:00:00;1444;213;0;30;23.54;40;40
06.01.2025 18:00:00;06.01.2025 19:00:00;1464;117;0;102;17.08;42;42
06.01.2025 19:00:00;06.01.2025 20:00:00;1502;133;0;111;16.51;42.5;42.5
06.01.2025 20:00:00;06.01.2025 21:00:00;1380;193;0;106;19.45;41;41
06.01.2025 21:00:00;06.01.2025 22:00:00;1377;183;0;88;11.1;41;41
06.01.2025 22:00:00;06.01.2025 23:00:00;1355;285;0;71;12.21;23;23
06.01.2025 23:00:00;07.01.2025 00:00:00;1420;284;0;91;7.81;22.74;22.74
07.01.2025 00:00:00;07.01.2025 01:00:00;1312;377;0;84;9.32;22.73;22.73
07.01.2025 01:00:00;07.01.2025 02:00:00;1224;540;0;146;6.95;18;18
07.01.2025 02:00:00;07.01.2025 03:00:00;1228;609;0;186;5.68;20;20
07.01.2025 03:00:00;07.01.2025 04:00:00;1067;645;0;232;4.8;20;20
07.01.2025 04:00:00;07.01.2025 05:00:00;1054;657;0;364;5.28;24.5;24.5
07.01.2025 05:00:00;07.01.2025 06:00:00;1096;653;0;490;5.82;29;29
07.01.2025 06:00:00;07.01.2025 07:00:00;1167;569;0;340;7.76;25;25
07.01.2025 07:00:00;07.01.2025 08:00:00;1253;310;0;195;6.67;36;36
07.01.2025 08:00:00;07.01.2025 09:00:00;1290;393;0;333;7.2;43;43
07.01.2025 09:00:00;07.01.2025 10:00:00;1309;361;0;302;7.53;42.5;42.5
07.01.2025 10:00:00;07.01.2025 11:00:00;1318;358;0;164;7.54;24;24
07.01.2025 11:00:00;07.01.2025 12:00:00;1241;365;0;189;6.8;24;24
07.01.2025 12:00:00;07.01.2025 13:00:00;1237;359;0;151;6.97;24;24
07.01.2025 13:00:00;07.01.2025 14:00:00;1254;359;0;26;6.55;9;9
07.01.2025 14:00:00;07.01.2025 15:00:00;1307;342;0;16;7.17;9;9
07.01.2025 15:00:00;07.01.2025 16:00:00;1271;341;0;0;6.9;6.9;6.9
07.01.2025 16:00:00;07.01.2025 17:00:00;1293;299;0;0;6.88;6.88;6.88
07.01.2025 17:00:00;07.01.2025 18:00:00;1295;297;0;0;6.2;6.2;6.2
07.01.2025 18:00:00;07.01.2025 19:00:00;1323;343;0;0;6.93;6.93;6.93
07.01.2025 19:00:00;07.01.2025 20:00:00;1330;325;79;0;3.5;3.5;7.14
07.01.2025 20:00:00;07.01.2025 21:00:00;1190;439;42;0;3.5;3.5;5.99
07.01.2025 21:00:00;07.01.2025 22:00:00;1218;437;0;0;5.98;5.98;5.98
07.01.2025 22:00:00;07.01.2025 23:00:00;1119;431;0;64;5.08;9.59;9.59
07.01.2025 23:00:00;08.01.2025 00:00:00;1050;496;23;53;1;1;9.59
08.01.2025 00:00:00;08.01.2025 01:00:00;826;863;125;0;0;0;1.94
08.01.2025 01:00:00;08.01.2025 02:00:00;823;818;122;0;0;0;2
08.01.2025 02:00:00;08.01.2025 03:00:00;838;844;145;0;0;0;1.91
08.01.2025 03:00:00;08.01.2025 04:00:00;834;778;121;0;-0.5;-0.5;2.06
08.01.2025 04:00:00;08.01.2025 05:00:00;959;619;112;0;-0.5;-0.5;2.63
08.01.2025 05:00:00;08.01.2025 06:00:00;990;575;16;0;1;1;4.14
08.01.2025 06:00:00;08.01.2025 07:00:00;1251;405;114;0;1;1;5.74
08.01.2025 07:00:00;08.01.2025 08:00:00;1209;533;0;0;7.2;7.2;7.2
08.01.2025 08:00:00;08.01.2025 09:00:00;1303;549;0;0;8.97;8.97;8.97
08.01.2025 09:00:00;08.01.2025 10:00:00;1345;431;0;0;10.5;10.5;10.5
08.01.2025 10:00:00;08.01.2025 11:00:00;1382;426;0;0;12.07;12.07;12.07
08.01.2025 11:00:00;08.01.2025 12:00:00;1362;313;0;0;13.71;13.71;13.71
08.01.2025 12:00:00;08.01.2025 13:00:00;1345;458;0;11;14.15;17.63;17.63
08.01.2025 13:00:00;08.01.2025 14:00:00;1364;411;0;92;14.7;17.63;17.63
08.01.2025 14:00:00;08.01.2025 15:00:00;1371;392;0;65;14.29;17.64;17.64
08.01.2025 15:00:00;08.01.2025 16:00:00;1323;335;0;0;13.89;13.89;13.89
08.01.2025 16:00:00;08.01.2025 17:00:00;1454;452;0;89;13.36;19.5;19.5
08.01.2025 17:00:00;08.01.2025 18:00:00;1426;334;0;120;11.68;19.5;19.5
08.01.2025 18:00:00;08.01.2025 19:00:00;1469;208;0;44;9.38;29.23;29.23
08.01.2025 19:00:00;08.01.2025 20:00:00;1473;214;0;50;9.59;34.85;34.85
08.01.2025 20:00:00;08.01.2025 21:00:00;1488;272;0;108;7.87;34.85;34.85
08.01.2025 21:00:00;08.01.2025 22:00:00;1491;260;0;96;8.36;35.19;35.19
08.01.2025 22:00:00;08.01.2025 23:00:00;1489;449;0;96;9.59;35.02;35.02
08.01.2025 23:00:00;09.01.2025 00:00:00;1492;449;0;96;9.34;35.02;35.02
09.01.2025 00:00:00;09.01.2025 01:00:00;1155;426;0;48;25.8;39;39
09.01.2025 01:00:00;09.01.2025 02:00:00;1157;432;0;128;27.08;45;45
09.01.2025 02:00:00;09.01.2025 03:00:00;1165;397;0;116;27.74;45;45
09.01.2025 03:00:00;09.01.2025 04:00:00;1179;373;0;112;28.32;45;45
09.01.2025 04:00:00;09.01.2025 05:00:00;1188;393;0;88;30.3;45;45
09.01.2025 05:00:00;09.01.2025 06:00:00;1199;331;0;75;42.04;51.42;51.42
09.01.2025 06:00:00;09.01.2025 07:00:00;1307;285;0;166;32.17;200;200
09.01.2025 07:00:00;09.01.2025 08:00:00;1414;220;0;208;18.19;300;300
09.01.2025 08:00:00;09.01.2025 09:00:00;1547;186;0;44;40.37;139;139
09.01.2025 09:00:00;09.01.2025 10:00:00;1588;188;0;48;58.38;143;143
09.01.2025 10:00:00;09.01.2025 11:00:00;1590;180;0;39;88.05;142;142
09.01.2025 11:00:00;09.01.2025 12:00:00;1605;77;1;6;95;133.63;133.63
09.01.2025 12:00:00;09.01.2025 13:00:00;1557;157;5;0;90;90;126.86
09.01.2025 13:00:00;09.01.2025 14:00:00;1591;129;5;0;95.9;95.9;119.79
09.01.2025 14:00:00;09.01.2025 15:00:00;1591;127;5;0;95;95;122.58
09.01.2025 15:00:00;09.01.2025 16:00:00;1603;122;2;12;95;135;135
09.01.2025 16:00:00;09.01.2025 17:00:00;1601;92;0;78;129.49;300;300
09.01.2025 17:00:00;09.01.2025 18:00:00;1606;103;0;103;133.76;300;300
09.01.2025 18:00:00;09.01.2025 19:00:00;1631;93;0;93;138.28;300;300
09.01.2025 19:00:00;09.01.2025 20:00:00;1625;87;0;77;124.07;300;300
09.01.2025 20:00:00;09.01.2025 21:00:00;1508;87;0;5;120.98;140;140
09.01.2025 21:00:00;09.01.2025 22:00:00;1563;93;2;0;70;70;102.75
09.01.2025 22:00:00;09.01.2025 23:00:00;1528;93;5;0;70;70;95.11
09.01.2025 23:00:00;10.01.2025 00:00:00;1535;118;0;0;66.58;66.58;66.58
10.01.2025 00:00:00;10.01.2025 01:00:00;1363;60;0;0;65.58;65.58;65.58
10.01.2025 01:00:00;10.01.2025 02:00:00;1361;60;0;0;47;47;55.93
10.01.2025 02:00:00;10.01.2025 03:00:00;1357;60;0;0;40;40;52.59
10.01.2025 03:00:00;10.01.2025 04:00:00;1356;60;0;0;40;40;48.82
10.01.2025 04:00:00;10.01.2025 05:00:00;1366;55;0;0;40;40;50.63
10.01.2025 05:00:00;10.01.2025 06:00:00;1414;50;0;0;38;38;60.08
10.01.2025 06:00:00;10.01.2025 07:00:00;1468;101;0;0;40;40;96.99
10.01.2025 07:00:00;10.01.2025 08:00:00;1567;110;0;0;125.7;125.7;125.7
10.01.2025 08:00:00;10.01.2025 09:00:00;1518;40;0;0;141.41;141.41;141.41
10.01.2025 09:00:00;10.01.2025 10:00:00;1507;45;0;0;137.47;137.47;137.47
10.01.2025 10:00:00;10.01.2025 11:00:00;1524;45;0;0;124.88;124.88;124.88
10.01.2025 11:00:00;10.01.2025 12:00:00;1515;35;0;0;115.21;119;119
10.01.2025 12:00:00;10.01.2025 13:00:00;1509;35;8;0;63;63;109.64
10.01.2025 13:00:00;10.01.2025 14:00:00;1500;45;4;0;75;75;105.82
10.01.2025 14:00:00;10.01.2025 15:00:00;1500;45;0;0;110.18;110.18;110.18
10.01.2025 15:00:00;10.01.2025 16:00:00;1476;45;214;0;5.22;5.22;125.96
10.01.2025 16:00:00;10.01.2025 17:00:00;1492;45;214;0;5.22;5.22;130.33
10.01.2025 17:00:00;10.01.2025 18:00:00;1472;45;214;0;5.22;5.22;137.88
10.01.2025 18:00:00;10.01.2025 19:00:00;1437;153;214;0;5.22;5.22;134.54
10.01.2025 19:00:00;10.01.2025 20:00:00;1430;96;214;0;4.78;4.78;96.69
10.01.2025 20:00:00;10.01.2025 21:00:00;1371;158;190;0;4.78;4.78;53.53
10.01.2025 21:00:00;10.01.2025 22:00:00;1344;175;190;0;4.78;4.78;44.85
10.01.2025 22:00:00;10.01.2025 23:00:00;1355;148;190;0;4.78;4.78;39.09
10.01.2025 23:00:00;11.01.2025 00:00:00;1366;149;190;0;4.78;4.78;31.37
11.01.2025 00:00:00;11.01.2025 01:00:00;1572;149;94;0;4;4;16.7
11.01.2025 01:00:00;11.01.2025 02:00:00;1572;227;134;0;2.5;2.5;8.29
11.01.2025 02:00:00;11.01.2025 03:00:00;1492;270;247;0;0;0;7.52
11.01.2025 03:00:00;11.01.2025 04:00:00;1371;393;229;0;0;0;7.01
11.01.2025 04:00:00;11.01.2025 05:00:00;1313;492;229;0;0;0;6.19
11.01.2025 05:00:00;11.01.2025 06:00:00;1289;506;211;0;0;0;6
11.01.2025 06:00:00;11.01.2025 07:00:00;1162;460;211;0;0;0;7
11.01.2025 07:00:00;11.01.2025 08:00:00;1070;501;211;0;0;0;6.82
11.01.2025 08:00:00;11.01.2025 09:00:00;1058;534;165;0;0;0;6.74
11.01.2025 09:00:00;11.01.2025 10:00:00;1063;534;165;0;0;0;6.93
11.01.2025 10:00:00;11.01.2025 11:00:00;1046;535;209;0;-1.5;-1.5;6.55
11.01.2025 11:00:00;11.01.2025 12:00:00;1047;537;228;0;-2;-2;6.1
11.01.2025 12:00:00;11.01.2025 13:00:00;1055;524;227;0;-2;-2;5.75
11.01.2025 13:00:00;11.01.2025 14:00:00;1162;480;272;0;-2;-2;5.96
11.01.2025 14:00:00;11.01.2025 15:00:00;1225;350;370;0;-3;-3;6.7
11.01.2025 15:00:00;11.01.2025 16:00:00;1242;303;385;0;-3;-3;7.06
11.01.2025 16:00:00;11.01.2025 17:00:00;1231;286;347;0;-3;-3;7.58
11.01.2025 17:00:00;11.01.2025 18:00:00;1294;301;250;0;-0.5;-0.5;7.59
11.01.2025 18:00:00;11.01.2025 19:00:00;1362;298;199;0;0.1;0.1;7.76
11.01.2025 19:00:00;11.01.2025 20:00:00;1364;303;140;0;2;2;7.68
11.01.2025 20:00:00;11.01.2025 21:00:00;1374;303;140;0;2;2;10.1
11.01.2025 21:00:00;11.01.2025 22:00:00;1346;302;140;0;2;2;8.41
11.01.2025 22:00:00;11.01.2025 23:00:00;1340;358;153;0;1;1;7.29
11.01.2025 23:00:00;12.01.2025 00:00:00;1260;397;278;0;0;0;7.32
12.01.2025 00:00:00;12.01.2025 01:00:00;1497;366;321;0;-0.5;-0.5;6.93
12.01.2025 01:00:00;12.01.2025 02:00:00;1443;638;319;0;-0.5;-0.5;5.28
12.01.2025 02:00:00;12.01.2025 03:00:00;1399;738;295;0;0;0;4.78
12.01.2025 03:00:00;12.01.2025 04:00:00;1307;729;287;0;-0.5;-0.5;4.57
12.01.2025 04:00:00;12.01.2025 05:00:00;1248;764;278;0;-0.5;-0.5;4.25
12.01.2025 05:00:00;12.01.2025 06:00:00;1217;846;281;0;-1.5;-1.5;4.14
12.01.2025 06:00:00;12.01.2025 07:00:00;1139;909;207;0;-1.5;-1.5;4.22
12.01.2025 07:00:00;12.01.2025 08:00:00;1055;818;207;0;-1.5;-1.5;4.16
12.01.2025 08:00:00;12.01.2025 09:00:00;1016;869;199;0;0;0;3.29
12.01.2025 09:00:00;12.01.2025 10:00:00;1024;920;130;0;1.5;1.5;2.76
12.01.2025 10:00:00;12.01.2025 11:00:00;1028;890;132;0;1.5;1.5;2.82
12.01.2025 11:00:00;12.01.2025 12:00:00;1101;834;205;0;0;0;3.35
12.01.2025 12:00:00;12.01.2025 13:00:00;1068;951;207;0;0;0;3.05
12.01.2025 13:00:00;12.01.2025 14:00:00;1074;873;207;0;-0.97;-0.97;2.92
12.01.2025 14:00:00;12.01.2025 15:00:00;1079;897;220;0;-1;-1;3
12.01.2025 15:00:00;12.01.2025 16:00:00;1092;865;178;0;0.5;0.5;2.9
12.01.2025 16:00:00;12.01.2025 17:00:00;1098;807;64;0;2.5;2.5;3.29
12.01.2025 17:00:00;12.01.2025 18:00:00;1129;813;0;0;3;3;3.16
12.01.2025 18:00:00;12.01.2025 19:00:00;1105;788;81;0;2.5;2.5;3.4
12.01.2025 19:00:00;12.01.2025 20:00:00;1102;783;0;0;3.59;3.59;3.59
12.01.2025 20:00:00;12.01.2025 21:00:00;1097;793;36;0;2.5;2.5;3.63
12.01.2025 21:00:00;12.01.2025 22:00:00;1076;793;103;0;2.5;2.5;3.55
12.01.2025 22:00:00;12.01.2025 23:00:00;1156;744;99;0;2.5;2.5;3.07
12.01.2025 23:00:00;13.01.2025 00:00:00;1158;711;100;0;2.5;2.5;3.23
13.01.2025 00:00:00;13.01.2025 01:00:00;1558;574;0;0;2.97;2.97;2.97
13.01.2025 01:00:00;13.01.2025 02:00:00;1621;575;0;0;3.08;3.08;3.08
13.01.2025 02:00:00;13.01.2025 03:00:00;1742;536;200;0;-1.5;-1.5;3.68
13.01.2025 03:00:00;13.01.2025 04:00:00;1688;639;411;0;-6;-6;3.33
13.01.2025 04:00:00;13.01.2025 05:00:00;1554;721;540;0;-6;-6;2.89
13.01.2025 05:00:00;13.01.2025 06:00:00;1449;921;316;0;-3.59;-3.59;2.68
13.01.2025 06:00:00;13.01.2025 07:00:00;1446;930;321;0;-2;-2;2.69
13.01.2025 07:00:00;13.01.2025 08:00:00;1330;1009;247;0;-2;-2;2.23
13.01.2025 08:00:00;13.01.2025 09:00:00;1443;884;283;0;-2;-2;2.76
13.01.2025 09:00:00;13.01.2025 10:00:00;1433;882;179;0;0;0;2.72
13.01.2025 10:00:00;13.01.2025 11:00:00;1434;886;0;0;2.77;2.77;2.77
13.01.2025 11:00:00;13.01.2025 12:00:00;1334;958;0;18;2.71;8;8
13.01.2025 12:00:00;13.01.2025 13:00:00;1315;922;0;68;2.7;10;10
13.01.2025 13:00:00;13.01.2025 14:00:00;1306;909;0;15;2.71;10;10
13.01.2025 14:00:00;13.01.2025 15:00:00;1294;913;0;145;2.74;14.5;14.5
13.01.2025 15:00:00;13.01.2025 16:00:00;1300;891;58;1;-0.4;-0.4;7
13.01.2025 16:00:00;13.01.2025 17:00:00;1287;910;269;0;-2.69;-2.69;2.51
