"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"26/08/2025 04:00 - 26/08/2025 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 05:00 - 26/08/2025 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 05:00 - 26/08/2025 06:00","MBA|NO1","aFRR","N/A","3.42","N/A","13.60"
"26/08/2025 05:00 - 26/08/2025 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 05:00 - 26/08/2025 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 06:00 - 26/08/2025 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 06:00 - 26/08/2025 07:00","MBA|NO1","aFRR","N/A","0.00","N/A","21.53"
"26/08/2025 06:00 - 26/08/2025 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 06:00 - 26/08/2025 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 07:00 - 26/08/2025 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 07:00 - 26/08/2025 08:00","MBA|NO1","aFRR","N/A","0.20","N/A","0.57"
"26/08/2025 07:00 - 26/08/2025 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 07:00 - 26/08/2025 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 08:00 - 26/08/2025 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 08:00 - 26/08/2025 09:00","MBA|NO1","aFRR","N/A","4.22","N/A","2.81"
"26/08/2025 08:00 - 26/08/2025 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 08:00 - 26/08/2025 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 09:00 - 26/08/2025 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 09:00 - 26/08/2025 10:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 09:00 - 26/08/2025 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 09:00 - 26/08/2025 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 10:00 - 26/08/2025 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 10:00 - 26/08/2025 11:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 10:00 - 26/08/2025 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 10:00 - 26/08/2025 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 11:00 - 26/08/2025 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 11:00 - 26/08/2025 12:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 11:00 - 26/08/2025 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 11:00 - 26/08/2025 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 12:00 - 26/08/2025 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 12:00 - 26/08/2025 13:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 12:00 - 26/08/2025 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 12:00 - 26/08/2025 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 13:00 - 26/08/2025 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 13:00 - 26/08/2025 14:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 13:00 - 26/08/2025 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 13:00 - 26/08/2025 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 14:00 - 26/08/2025 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 14:00 - 26/08/2025 15:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 14:00 - 26/08/2025 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 14:00 - 26/08/2025 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 15:00 - 26/08/2025 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 15:00 - 26/08/2025 16:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"26/08/2025 15:00 - 26/08/2025 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 15:00 - 26/08/2025 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 16:00 - 26/08/2025 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 16:00 - 26/08/2025 17:00","MBA|NO1","aFRR","N/A","14.96","N/A","3.92"
"26/08/2025 16:00 - 26/08/2025 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 16:00 - 26/08/2025 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 17:00 - 26/08/2025 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 17:00 - 26/08/2025 18:00","MBA|NO1","aFRR","N/A","8.39","N/A","13.25"
"26/08/2025 17:00 - 26/08/2025 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 17:00 - 26/08/2025 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 18:00 - 26/08/2025 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 18:00 - 26/08/2025 19:00","MBA|NO1","aFRR","N/A","6.84","N/A","7.30"
"26/08/2025 18:00 - 26/08/2025 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 18:00 - 26/08/2025 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 19:00 - 26/08/2025 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 19:00 - 26/08/2025 20:00","MBA|NO1","aFRR","N/A","1.18","N/A","4.74"
"26/08/2025 19:00 - 26/08/2025 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 19:00 - 26/08/2025 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 20:00 - 26/08/2025 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 20:00 - 26/08/2025 21:00","MBA|NO1","aFRR","N/A","0.56","N/A","30.05"
"26/08/2025 20:00 - 26/08/2025 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 20:00 - 26/08/2025 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 21:00 - 26/08/2025 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 21:00 - 26/08/2025 22:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.15"
"26/08/2025 21:00 - 26/08/2025 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 21:00 - 26/08/2025 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 22:00 - 26/08/2025 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 22:00 - 26/08/2025 23:00","MBA|NO1","aFRR","N/A","2.93","N/A","0.00"
"26/08/2025 22:00 - 26/08/2025 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 22:00 - 26/08/2025 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"26/08/2025 23:00 - 27/08/2025 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"26/08/2025 23:00 - 27/08/2025 00:00","MBA|NO1","aFRR","N/A","2.28","N/A","0.00"
"26/08/2025 23:00 - 27/08/2025 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"26/08/2025 23:00 - 27/08/2025 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 00:00 - 27/08/2025 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 00:00 - 27/08/2025 01:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 00:00 - 27/08/2025 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 00:00 - 27/08/2025 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 01:00 - 27/08/2025 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 01:00 - 27/08/2025 02:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 01:00 - 27/08/2025 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 01:00 - 27/08/2025 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 02:00 - 27/08/2025 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 02:00 - 27/08/2025 03:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 02:00 - 27/08/2025 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 02:00 - 27/08/2025 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 03:00 - 27/08/2025 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 03:00 - 27/08/2025 04:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 03:00 - 27/08/2025 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 03:00 - 27/08/2025 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 04:00 - 27/08/2025 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 04:00 - 27/08/2025 05:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 04:00 - 27/08/2025 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 04:00 - 27/08/2025 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 05:00 - 27/08/2025 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 05:00 - 27/08/2025 06:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 05:00 - 27/08/2025 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 05:00 - 27/08/2025 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 06:00 - 27/08/2025 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 06:00 - 27/08/2025 07:00","MBA|NO1","aFRR","N/A","0.32","N/A","0.00"
"27/08/2025 06:00 - 27/08/2025 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 06:00 - 27/08/2025 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 07:00 - 27/08/2025 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 07:00 - 27/08/2025 08:00","MBA|NO1","aFRR","N/A","3.79","N/A","0.00"
"27/08/2025 07:00 - 27/08/2025 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 07:00 - 27/08/2025 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 08:00 - 27/08/2025 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 08:00 - 27/08/2025 09:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 08:00 - 27/08/2025 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 08:00 - 27/08/2025 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 09:00 - 27/08/2025 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 09:00 - 27/08/2025 10:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 09:00 - 27/08/2025 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 09:00 - 27/08/2025 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 10:00 - 27/08/2025 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 10:00 - 27/08/2025 11:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 10:00 - 27/08/2025 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 10:00 - 27/08/2025 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 11:00 - 27/08/2025 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 11:00 - 27/08/2025 12:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 11:00 - 27/08/2025 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 11:00 - 27/08/2025 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 12:00 - 27/08/2025 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 12:00 - 27/08/2025 13:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 12:00 - 27/08/2025 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 12:00 - 27/08/2025 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 13:00 - 27/08/2025 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 13:00 - 27/08/2025 14:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 13:00 - 27/08/2025 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 13:00 - 27/08/2025 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 14:00 - 27/08/2025 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 14:00 - 27/08/2025 15:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 14:00 - 27/08/2025 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 14:00 - 27/08/2025 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 15:00 - 27/08/2025 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 15:00 - 27/08/2025 16:00","MBA|NO1","aFRR","N/A","6.05","N/A","0.00"
"27/08/2025 15:00 - 27/08/2025 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 15:00 - 27/08/2025 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 16:00 - 27/08/2025 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 16:00 - 27/08/2025 17:00","MBA|NO1","aFRR","N/A","0.02","N/A","14.02"
"27/08/2025 16:00 - 27/08/2025 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 16:00 - 27/08/2025 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 17:00 - 27/08/2025 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 17:00 - 27/08/2025 18:00","MBA|NO1","aFRR","N/A","0.00","N/A","13.70"
"27/08/2025 17:00 - 27/08/2025 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 17:00 - 27/08/2025 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 18:00 - 27/08/2025 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 18:00 - 27/08/2025 19:00","MBA|NO1","aFRR","N/A","0.00","N/A","1.70"
"27/08/2025 18:00 - 27/08/2025 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 18:00 - 27/08/2025 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 19:00 - 27/08/2025 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 19:00 - 27/08/2025 20:00","MBA|NO1","aFRR","N/A","0.00","N/A","13.65"
"27/08/2025 19:00 - 27/08/2025 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 19:00 - 27/08/2025 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 20:00 - 27/08/2025 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 20:00 - 27/08/2025 21:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.07"
"27/08/2025 20:00 - 27/08/2025 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 20:00 - 27/08/2025 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 21:00 - 27/08/2025 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 21:00 - 27/08/2025 22:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 21:00 - 27/08/2025 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 21:00 - 27/08/2025 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 22:00 - 27/08/2025 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 22:00 - 27/08/2025 23:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"27/08/2025 22:00 - 27/08/2025 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 22:00 - 27/08/2025 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"27/08/2025 23:00 - 28/08/2025 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"27/08/2025 23:00 - 28/08/2025 00:00","MBA|NO1","aFRR","N/A","3.18","N/A","0.00"
"27/08/2025 23:00 - 28/08/2025 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"27/08/2025 23:00 - 28/08/2025 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 00:00 - 28/08/2025 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 00:00 - 28/08/2025 01:00","MBA|NO1","aFRR","N/A","1.43","N/A","0.00"
"28/08/2025 00:00 - 28/08/2025 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 00:00 - 28/08/2025 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 01:00 - 28/08/2025 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 01:00 - 28/08/2025 02:00","MBA|NO1","aFRR","N/A","0.64","N/A","0.00"
"28/08/2025 01:00 - 28/08/2025 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 01:00 - 28/08/2025 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 02:00 - 28/08/2025 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 02:00 - 28/08/2025 03:00","MBA|NO1","aFRR","N/A","0.30","N/A","0.00"
"28/08/2025 02:00 - 28/08/2025 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 02:00 - 28/08/2025 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 03:00 - 28/08/2025 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 03:00 - 28/08/2025 04:00","MBA|NO1","aFRR","N/A","1.69","N/A","0.00"
"28/08/2025 03:00 - 28/08/2025 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 03:00 - 28/08/2025 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 04:00 - 28/08/2025 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 04:00 - 28/08/2025 05:00","MBA|NO1","aFRR","N/A","9.10","N/A","7.72"
"28/08/2025 04:00 - 28/08/2025 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 04:00 - 28/08/2025 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 05:00 - 28/08/2025 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 05:00 - 28/08/2025 06:00","MBA|NO1","aFRR","N/A","2.10","N/A","15.59"
"28/08/2025 05:00 - 28/08/2025 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 05:00 - 28/08/2025 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 06:00 - 28/08/2025 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 06:00 - 28/08/2025 07:00","MBA|NO1","aFRR","N/A","1.32","N/A","18.63"
"28/08/2025 06:00 - 28/08/2025 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 06:00 - 28/08/2025 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 07:00 - 28/08/2025 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 07:00 - 28/08/2025 08:00","MBA|NO1","aFRR","N/A","8.77","N/A","8.57"
"28/08/2025 07:00 - 28/08/2025 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 07:00 - 28/08/2025 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 08:00 - 28/08/2025 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 08:00 - 28/08/2025 09:00","MBA|NO1","aFRR","N/A","12.53","N/A","1.27"
"28/08/2025 08:00 - 28/08/2025 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 08:00 - 28/08/2025 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 09:00 - 28/08/2025 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 09:00 - 28/08/2025 10:00","MBA|NO1","aFRR","N/A","4.34","N/A","0.00"
"28/08/2025 09:00 - 28/08/2025 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 09:00 - 28/08/2025 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 10:00 - 28/08/2025 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 10:00 - 28/08/2025 11:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 10:00 - 28/08/2025 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 10:00 - 28/08/2025 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 11:00 - 28/08/2025 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 11:00 - 28/08/2025 12:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 11:00 - 28/08/2025 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 11:00 - 28/08/2025 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 12:00 - 28/08/2025 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 12:00 - 28/08/2025 13:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 12:00 - 28/08/2025 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 12:00 - 28/08/2025 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 13:00 - 28/08/2025 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 13:00 - 28/08/2025 14:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 13:00 - 28/08/2025 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 13:00 - 28/08/2025 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 14:00 - 28/08/2025 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 14:00 - 28/08/2025 15:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 14:00 - 28/08/2025 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 14:00 - 28/08/2025 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 15:00 - 28/08/2025 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 15:00 - 28/08/2025 16:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 15:00 - 28/08/2025 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 15:00 - 28/08/2025 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 16:00 - 28/08/2025 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 16:00 - 28/08/2025 17:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 16:00 - 28/08/2025 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 16:00 - 28/08/2025 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 17:00 - 28/08/2025 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 17:00 - 28/08/2025 18:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 17:00 - 28/08/2025 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 17:00 - 28/08/2025 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 18:00 - 28/08/2025 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 18:00 - 28/08/2025 19:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 18:00 - 28/08/2025 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 18:00 - 28/08/2025 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 19:00 - 28/08/2025 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 19:00 - 28/08/2025 20:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
"28/08/2025 19:00 - 28/08/2025 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"28/08/2025 19:00 - 28/08/2025 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"28/08/2025 20:00 - 28/08/2025 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"28/08/2025 20:00 - 28/08/2025 21:00","MBA|NO1","aFRR","N/A","0.00","N/A","0.00"
