"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"11/04/2024 17:00 - 11/04/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 17:00 - 11/04/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"11/04/2024 18:00 - 11/04/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"11/04/2024 18:00 - 11/04/2024 19:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"11/04/2024 18:00 - 11/04/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 18:00 - 11/04/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"11/04/2024 19:00 - 11/04/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"11/04/2024 19:00 - 11/04/2024 20:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"11/04/2024 19:00 - 11/04/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 19:00 - 11/04/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"11/04/2024 20:00 - 11/04/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"11/04/2024 20:00 - 11/04/2024 21:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"11/04/2024 20:00 - 11/04/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 20:00 - 11/04/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"11/04/2024 21:00 - 11/04/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"11/04/2024 21:00 - 11/04/2024 22:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"11/04/2024 21:00 - 11/04/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 21:00 - 11/04/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"11/04/2024 22:00 - 11/04/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"11/04/2024 22:00 - 11/04/2024 23:00","MBA|NO1","aFRR","15.00","4.53","0.00","0.00"
"11/04/2024 22:00 - 11/04/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 22:00 - 11/04/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"11/04/2024 23:00 - 12/04/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"11/04/2024 23:00 - 12/04/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"11/04/2024 23:00 - 12/04/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"11/04/2024 23:00 - 12/04/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 00:00 - 12/04/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 00:00 - 12/04/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/04/2024 00:00 - 12/04/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 00:00 - 12/04/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 01:00 - 12/04/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 01:00 - 12/04/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/04/2024 01:00 - 12/04/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 01:00 - 12/04/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 02:00 - 12/04/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 02:00 - 12/04/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/04/2024 02:00 - 12/04/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 02:00 - 12/04/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 03:00 - 12/04/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 03:00 - 12/04/2024 04:00","MBA|NO1","aFRR","15.00","4.11","0.00","0.00"
"12/04/2024 03:00 - 12/04/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 03:00 - 12/04/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 04:00 - 12/04/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 04:00 - 12/04/2024 05:00","MBA|NO1","aFRR","15.00","8.93","0.00","0.00"
"12/04/2024 04:00 - 12/04/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 04:00 - 12/04/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 05:00 - 12/04/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 05:00 - 12/04/2024 06:00","MBA|NO1","aFRR","15.00","11.11","0.00","0.00"
"12/04/2024 05:00 - 12/04/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 05:00 - 12/04/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 06:00 - 12/04/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 06:00 - 12/04/2024 07:00","MBA|NO1","aFRR","15.00","7.42","0.00","0.00"
"12/04/2024 06:00 - 12/04/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 06:00 - 12/04/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 07:00 - 12/04/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 07:00 - 12/04/2024 08:00","MBA|NO1","aFRR","15.00","0.02","0.00","0.00"
"12/04/2024 07:00 - 12/04/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 07:00 - 12/04/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 08:00 - 12/04/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 08:00 - 12/04/2024 09:00","MBA|NO1","aFRR","15.00","0.37","0.00","0.00"
"12/04/2024 08:00 - 12/04/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 08:00 - 12/04/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 09:00 - 12/04/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 09:00 - 12/04/2024 10:00","MBA|NO1","aFRR","15.00","0.02","0.00","0.00"
"12/04/2024 09:00 - 12/04/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 09:00 - 12/04/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 10:00 - 12/04/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 10:00 - 12/04/2024 11:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"12/04/2024 10:00 - 12/04/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 10:00 - 12/04/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 11:00 - 12/04/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 11:00 - 12/04/2024 12:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"12/04/2024 11:00 - 12/04/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 11:00 - 12/04/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 12:00 - 12/04/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 12:00 - 12/04/2024 13:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"12/04/2024 12:00 - 12/04/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 12:00 - 12/04/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 13:00 - 12/04/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 13:00 - 12/04/2024 14:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"12/04/2024 13:00 - 12/04/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 13:00 - 12/04/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 14:00 - 12/04/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 14:00 - 12/04/2024 15:00","MBA|NO1","aFRR","15.00","4.42","0.00","0.00"
"12/04/2024 14:00 - 12/04/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 14:00 - 12/04/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 15:00 - 12/04/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 15:00 - 12/04/2024 16:00","MBA|NO1","aFRR","15.00","0.10","0.00","0.00"
"12/04/2024 15:00 - 12/04/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 15:00 - 12/04/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 16:00 - 12/04/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 16:00 - 12/04/2024 17:00","MBA|NO1","aFRR","15.00","1.61","0.00","0.00"
"12/04/2024 16:00 - 12/04/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 16:00 - 12/04/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 17:00 - 12/04/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 17:00 - 12/04/2024 18:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"12/04/2024 17:00 - 12/04/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 17:00 - 12/04/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 18:00 - 12/04/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 18:00 - 12/04/2024 19:00","MBA|NO1","aFRR","15.00","3.26","0.00","0.00"
"12/04/2024 18:00 - 12/04/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 18:00 - 12/04/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 19:00 - 12/04/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 19:00 - 12/04/2024 20:00","MBA|NO1","aFRR","15.00","4.70","0.00","0.00"
"12/04/2024 19:00 - 12/04/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 19:00 - 12/04/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 20:00 - 12/04/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 20:00 - 12/04/2024 21:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"12/04/2024 20:00 - 12/04/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 20:00 - 12/04/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 21:00 - 12/04/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 21:00 - 12/04/2024 22:00","MBA|NO1","aFRR","15.00","9.61","0.00","0.00"
"12/04/2024 21:00 - 12/04/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 21:00 - 12/04/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 22:00 - 12/04/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 22:00 - 12/04/2024 23:00","MBA|NO1","aFRR","15.00","8.44","0.00","0.00"
"12/04/2024 22:00 - 12/04/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 22:00 - 12/04/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"12/04/2024 23:00 - 13/04/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"12/04/2024 23:00 - 13/04/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"12/04/2024 23:00 - 13/04/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"12/04/2024 23:00 - 13/04/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 00:00 - 13/04/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 00:00 - 13/04/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 00:00 - 13/04/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 00:00 - 13/04/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 01:00 - 13/04/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 01:00 - 13/04/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 01:00 - 13/04/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 01:00 - 13/04/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 02:00 - 13/04/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 02:00 - 13/04/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 02:00 - 13/04/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 02:00 - 13/04/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 03:00 - 13/04/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 03:00 - 13/04/2024 04:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 03:00 - 13/04/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 03:00 - 13/04/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 04:00 - 13/04/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 04:00 - 13/04/2024 05:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 04:00 - 13/04/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 04:00 - 13/04/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 05:00 - 13/04/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 05:00 - 13/04/2024 06:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 05:00 - 13/04/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 05:00 - 13/04/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 06:00 - 13/04/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 06:00 - 13/04/2024 07:00","MBA|NO1","aFRR","15.00","13.96","0.00","0.00"
"13/04/2024 06:00 - 13/04/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 06:00 - 13/04/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 07:00 - 13/04/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 07:00 - 13/04/2024 08:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 07:00 - 13/04/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 07:00 - 13/04/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 08:00 - 13/04/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 08:00 - 13/04/2024 09:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 08:00 - 13/04/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 08:00 - 13/04/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 09:00 - 13/04/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 09:00 - 13/04/2024 10:00","MBA|NO1","aFRR","15.00","7.71","0.00","0.00"
"13/04/2024 09:00 - 13/04/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 09:00 - 13/04/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 10:00 - 13/04/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 10:00 - 13/04/2024 11:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 10:00 - 13/04/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 10:00 - 13/04/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 11:00 - 13/04/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 11:00 - 13/04/2024 12:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 11:00 - 13/04/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 11:00 - 13/04/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 12:00 - 13/04/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 12:00 - 13/04/2024 13:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 12:00 - 13/04/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 12:00 - 13/04/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 13:00 - 13/04/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 13:00 - 13/04/2024 14:00","MBA|NO1","aFRR","15.00","7.56","0.00","0.00"
"13/04/2024 13:00 - 13/04/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 13:00 - 13/04/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 14:00 - 13/04/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 14:00 - 13/04/2024 15:00","MBA|NO1","aFRR","15.00","0.11","0.00","0.00"
"13/04/2024 14:00 - 13/04/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 14:00 - 13/04/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 15:00 - 13/04/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 15:00 - 13/04/2024 16:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 15:00 - 13/04/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 15:00 - 13/04/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 16:00 - 13/04/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 16:00 - 13/04/2024 17:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 16:00 - 13/04/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 16:00 - 13/04/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 17:00 - 13/04/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 17:00 - 13/04/2024 18:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 17:00 - 13/04/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 17:00 - 13/04/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 18:00 - 13/04/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 18:00 - 13/04/2024 19:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 18:00 - 13/04/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 18:00 - 13/04/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 19:00 - 13/04/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 19:00 - 13/04/2024 20:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 19:00 - 13/04/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 19:00 - 13/04/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 20:00 - 13/04/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 20:00 - 13/04/2024 21:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 20:00 - 13/04/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 20:00 - 13/04/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 21:00 - 13/04/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 21:00 - 13/04/2024 22:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 21:00 - 13/04/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 21:00 - 13/04/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 22:00 - 13/04/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 22:00 - 13/04/2024 23:00","MBA|NO1","aFRR","15.00","0.00","0.00","0.00"
"13/04/2024 22:00 - 13/04/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 22:00 - 13/04/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"13/04/2024 23:00 - 14/04/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"13/04/2024 23:00 - 14/04/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"13/04/2024 23:00 - 14/04/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"13/04/2024 23:00 - 14/04/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 00:00 - 14/04/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 00:00 - 14/04/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"14/04/2024 00:00 - 14/04/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 00:00 - 14/04/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 01:00 - 14/04/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 01:00 - 14/04/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"14/04/2024 01:00 - 14/04/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 01:00 - 14/04/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 02:00 - 14/04/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 02:00 - 14/04/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"14/04/2024 02:00 - 14/04/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 02:00 - 14/04/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 03:00 - 14/04/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 03:00 - 14/04/2024 04:00","MBA|NO1","aFRR","15.00","0.00","15.00","0.00"
"14/04/2024 03:00 - 14/04/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 03:00 - 14/04/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 04:00 - 14/04/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 04:00 - 14/04/2024 05:00","MBA|NO1","aFRR","15.00","0.00","15.00","0.00"
"14/04/2024 04:00 - 14/04/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 04:00 - 14/04/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 05:00 - 14/04/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 05:00 - 14/04/2024 06:00","MBA|NO1","aFRR","15.00","0.00","15.00","0.00"
"14/04/2024 05:00 - 14/04/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 05:00 - 14/04/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 06:00 - 14/04/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 06:00 - 14/04/2024 07:00","MBA|NO1","aFRR","15.00","1.51","15.00","0.00"
"14/04/2024 06:00 - 14/04/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 06:00 - 14/04/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 07:00 - 14/04/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 07:00 - 14/04/2024 08:00","MBA|NO1","aFRR","15.00","2.05","15.00","4.18"
"14/04/2024 07:00 - 14/04/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 07:00 - 14/04/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 08:00 - 14/04/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/04/2024 08:00 - 14/04/2024 09:00","MBA|NO1","aFRR","15.00","3.67","15.00","0.93"
"14/04/2024 08:00 - 14/04/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/04/2024 08:00 - 14/04/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/04/2024 09:00 - 14/04/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
