Delivery Start (CET);Delivery End (CET);NO1 NO1->NO2 Export (MW);NO1 NO2->NO1 Import (MW);NO1 NO1->NO3 Export (MW);NO1 NO3->NO1 Import (MW);NO1 NO1->NO5 Export (MW);NO1 NO5->NO1 Import (MW);NO1 NO1->SE3 Export (MW);NO1 SE3->NO1 Import (MW);NO1 Total Export (MW);NO1 Total Import (MW);NO1 Total Net Position (MW)
01.02.2025 21:00:00;01.02.2025 22:00:00;0;184.2;0;408.8;0;2913.8;470.5;0;470.5;3506.8;3036.3
01.02.2025 22:00:00;01.02.2025 23:00:00;0;250.2;0;410.1;0;2983.4;546.5;0;546.5;3643.7;3097.2
01.02.2025 23:00:00;02.02.2025 00:00:00;0;295.2;0;414.6;0;2971.1;641.4;0;641.4;3680.9;3039.5
02.02.2025 00:00:00;02.02.2025 01:00:00;0;37.7;0;503.3;0;2951.7;510.9;0;510.9;3492.7;2981.8
02.02.2025 01:00:00;02.02.2025 02:00:00;0;74;0;517.4;0;2787.2;500.2;0;500.2;3378.6;2878.4
02.02.2025 02:00:00;02.02.2025 03:00:00;0;89.6;0;518.6;0;2739.3;488;0;488;3347.5;2859.5
02.02.2025 03:00:00;02.02.2025 04:00:00;0;138.2;0;526.2;0;2786.3;455.6;0;455.6;3450.7;2995.1
02.02.2025 04:00:00;02.02.2025 05:00:00;0;106.3;0;552;0;2747.3;450.3;0;450.3;3405.6;2955.3
02.02.2025 05:00:00;02.02.2025 06:00:00;0;100.4;0;537.2;0;2957.4;602.4;0;602.4;3595;2992.6
02.02.2025 06:00:00;02.02.2025 07:00:00;0;138.6;0;505.6;0;3076.4;691.9;0;691.9;3720.6;3028.7
02.02.2025 07:00:00;02.02.2025 08:00:00;0;216.1;0;456.8;0;3085;874.9;0;874.9;3757.9;2883
02.02.2025 08:00:00;02.02.2025 09:00:00;0;651.6;0;464.3;0;3035.1;1058.9;0;1058.9;4151;3092.1
02.02.2025 09:00:00;02.02.2025 10:00:00;0;696;0;451.9;0;3224.2;1137.1;0;1137.1;4372.1;3235
02.02.2025 10:00:00;02.02.2025 11:00:00;0;744.8;0;447.9;0;3239;1233.2;0;1233.2;4431.7;3198.5
02.02.2025 11:00:00;02.02.2025 12:00:00;0;666.9;0;430.8;0;3273.3;1227.2;0;1227.2;4371;3143.8
02.02.2025 12:00:00;02.02.2025 13:00:00;0;702.7;0;432.3;0;3268.7;1246.9;0;1246.9;4403.7;3156.8
02.02.2025 13:00:00;02.02.2025 14:00:00;0;542.9;0;421.8;0;3292;1230.9;0;1230.9;4256.7;3025.8
02.02.2025 14:00:00;02.02.2025 15:00:00;0;662;0;422.7;0;3316.3;1316.8;0;1316.8;4401;3084.2
02.02.2025 15:00:00;02.02.2025 16:00:00;0;982.8;0;430.8;0;3145.8;1395.9;0;1395.9;4559.4;3163.5
02.02.2025 16:00:00;02.02.2025 17:00:00;0;1078.1;0;475;0;3450.2;1642;0;1642;5003.3;3361.3
02.02.2025 17:00:00;02.02.2025 18:00:00;0;1206.5;0;455.2;0;3381.9;1640;0;1640;5043.6;3403.6
02.02.2025 18:00:00;02.02.2025 19:00:00;0;1272.2;0;453.6;0;3250;1565.2;0;1565.2;4975.8;3410.6
02.02.2025 19:00:00;02.02.2025 20:00:00;0;841.5;0;432.5;0;3193.2;1105.3;0;1105.3;4467.2;3361.9
02.02.2025 20:00:00;02.02.2025 21:00:00;0;834.4;0;428.2;0;3232.5;1191.2;0;1191.2;4495.1;3303.9
02.02.2025 21:00:00;02.02.2025 22:00:00;0;692.2;0;428.1;0;3265.2;1183.5;0;1183.5;4385.5;3202
02.02.2025 22:00:00;02.02.2025 23:00:00;0;790.2;0;418;0;3047;1242.9;0;1242.9;4255.2;3012.3
02.02.2025 23:00:00;03.02.2025 00:00:00;0;485.6;0;418.7;0;3108.1;1099.9;0;1099.9;4012.4;2912.5
03.02.2025 00:00:00;03.02.2025 01:00:00;0;199.9;0;443;0;3163.9;701.1;0;701.1;3806.8;3105.7
03.02.2025 01:00:00;03.02.2025 02:00:00;0;415.7;0;496.5;0;2734;652.4;0;652.4;3646.2;2993.8
03.02.2025 02:00:00;03.02.2025 03:00:00;0;399.4;0;485.4;0;2659.2;634.7;0;634.7;3544;2909.3
03.02.2025 03:00:00;03.02.2025 04:00:00;0;372.6;0;495.2;0;2619;629.6;0;629.6;3486.8;2857.2
03.02.2025 04:00:00;03.02.2025 05:00:00;0;360.8;0;492.5;0;2750.6;715.8;0;715.8;3603.9;2888.1
03.02.2025 05:00:00;03.02.2025 06:00:00;0;420.9;0;404.5;0;3140;957.8;0;957.8;3965.4;3007.6
03.02.2025 06:00:00;03.02.2025 07:00:00;0;1063.6;0;411.1;0;3083;1311;0;1311;4557.7;3246.7
03.02.2025 07:00:00;03.02.2025 08:00:00;0;1383.3;0;434.6;0;3033.8;1272.5;0;1272.5;4851.7;3579.2
03.02.2025 08:00:00;03.02.2025 09:00:00;0;1716.2;0;452.3;0;3057;1497.3;0;1497.3;5225.5;3728.2
03.02.2025 09:00:00;03.02.2025 10:00:00;0;1792.1;0;447.6;0;3072.7;1543.9;0;1543.9;5312.4;3768.5
03.02.2025 10:00:00;03.02.2025 11:00:00;0;2112.2;0;467.3;0;3124.1;1946;0;1946;5703.6;3757.6
03.02.2025 11:00:00;03.02.2025 12:00:00;0;1943;0;460.9;0;3146.4;1829.6;0;1829.6;5550.3;3720.7
03.02.2025 12:00:00;03.02.2025 13:00:00;0;1738.8;0;457.1;0;3057.7;1546.5;0;1546.5;5253.6;3707.1
03.02.2025 13:00:00;03.02.2025 14:00:00;0;1607.5;0;447.3;0;3003.1;1384.8;0;1384.8;5057.9;3673.1
03.02.2025 14:00:00;03.02.2025 15:00:00;0;1732.6;0;441.7;0;3083.4;1599.4;0;1599.4;5257.7;3658.3
03.02.2025 15:00:00;03.02.2025 16:00:00;0;1668.5;0;439.5;0;3137.5;1616.9;0;1616.9;5245.5;3628.6
03.02.2025 16:00:00;03.02.2025 17:00:00;0;1733.3;0;437.7;0;3123.8;1640.5;0;1640.5;5294.8;3654.3
03.02.2025 17:00:00;03.02.2025 18:00:00;0;1399.2;0;459.9;0;3133.2;1361.6;0;1361.6;4992.3;3630.7
03.02.2025 18:00:00;03.02.2025 19:00:00;0;1467;0;461.2;0;3198;1545.1;0;1545.1;5126.2;3581.1
03.02.2025 19:00:00;03.02.2025 20:00:00;0;1388.3;0;444.2;0;3098.8;1429.9;0;1429.9;4931.3;3501.4
03.02.2025 20:00:00;03.02.2025 21:00:00;0;1309.4;0;437.7;0;3090.1;1486.9;0;1486.9;4837.2;3350.3
03.02.2025 21:00:00;03.02.2025 22:00:00;0;1005.4;0;423.3;0;3094;1321.1;0;1321.1;4522.7;3201.6
03.02.2025 22:00:00;03.02.2025 23:00:00;0;501.9;0;470.7;0;3151.7;1106.5;0;1106.5;4124.3;3017.8
03.02.2025 23:00:00;04.02.2025 00:00:00;0;224.8;0;473.1;0;2988;799.9;0;799.9;3685.9;2886
04.02.2025 00:00:00;04.02.2025 01:00:00;6.6;0;0;476.8;0;2808.2;620.4;0;627;3285;2658
04.02.2025 01:00:00;04.02.2025 02:00:00;0;86.3;0;534.2;0;2232.2;374.5;0;374.5;2852.7;2478.2
04.02.2025 02:00:00;04.02.2025 03:00:00;75.6;0;0;540.4;0;2057.2;232.3;0;307.9;2597.6;2289.7
04.02.2025 03:00:00;04.02.2025 04:00:00;131.7;0;0;551.2;0;2008.5;183;0;314.7;2559.7;2245
04.02.2025 04:00:00;04.02.2025 05:00:00;12.2;0;0;557.1;0;1904;224.5;0;236.7;2461.1;2224.4
04.02.2025 05:00:00;04.02.2025 06:00:00;0;59.5;0;533.2;0;2195;385.5;0;385.5;2787.7;2402.2
04.02.2025 06:00:00;04.02.2025 07:00:00;0;645.9;0;432;0;2958.8;1279.2;0;1279.2;4036.7;2757.5
04.02.2025 07:00:00;04.02.2025 08:00:00;0;752.3;0;451.6;0;3105.5;1199;0;1199;4309.4;3110.4
04.02.2025 08:00:00;04.02.2025 09:00:00;0;748;0;463.5;0;3035.5;1021.8;0;1021.8;4247;3225.2
04.02.2025 09:00:00;04.02.2025 10:00:00;0;846.3;0;469.6;0;3115.1;1204.5;0;1204.5;4431;3226.5
04.02.2025 10:00:00;04.02.2025 11:00:00;0;959.8;0;447.9;0;3067.4;1276.8;0;1276.8;4475.1;3198.3
04.02.2025 11:00:00;04.02.2025 12:00:00;0;1130.1;0;451.5;0;3186.3;1601.8;0;1601.8;4767.9;3166.1
04.02.2025 12:00:00;04.02.2025 13:00:00;0;818.7;0;477.9;0;3141.6;1336.8;0;1336.8;4438.2;3101.4
04.02.2025 13:00:00;04.02.2025 14:00:00;0;1084.4;0;459.6;0;3060.4;1539.4;0;1539.4;4604.4;3065
04.02.2025 14:00:00;04.02.2025 15:00:00;0;1091.3;0;510.7;0;2623.8;1118.4;0;1118.4;4225.8;3107.4
04.02.2025 15:00:00;04.02.2025 16:00:00;0;804.5;0;542.7;0;2714.7;937.9;0;937.9;4061.9;3124
04.02.2025 16:00:00;04.02.2025 17:00:00;0;951.7;0;511.5;0;2756.6;972.5;0;972.5;4219.8;3247.3
04.02.2025 17:00:00;04.02.2025 18:00:00;0;991;0;475.2;0;2835.9;1061.5;0;1061.5;4302.1;3240.6
04.02.2025 18:00:00;04.02.2025 19:00:00;0;1082.4;0;492.9;0;2543.7;920.2;0;920.2;4119;3198.8
04.02.2025 19:00:00;04.02.2025 20:00:00;0;994.4;0;541.3;0;2083.7;470.5;0;470.5;3619.4;3148.9
04.02.2025 20:00:00;04.02.2025 21:00:00;0;800.4;0;578.4;0;1677.9;0;48.7;0;3105.4;3105.4
04.02.2025 21:00:00;04.02.2025 22:00:00;0;381.2;0;599;0;1439.8;0;536.7;0;2956.7;2956.7
04.02.2025 22:00:00;04.02.2025 23:00:00;520.9;0;0;605.6;0;1782.8;0;1014.4;520.9;3402.8;2881.9
04.02.2025 23:00:00;05.02.2025 00:00:00;968.9;0;0;604.5;0;1511;0;1481.1;968.9;3596.6;2627.7
05.02.2025 00:00:00;05.02.2025 01:00:00;1168.3;0;0;581.6;0;1120.8;0;1718.8;1168.3;3421.2;2252.9
05.02.2025 01:00:00;05.02.2025 02:00:00;1305.5;0;0;572.1;0;973.1;0;1878.2;1305.5;3423.4;2117.9
05.02.2025 02:00:00;05.02.2025 03:00:00;1381.2;0;0;591.4;0;909.3;0;1882;1381.2;3382.7;2001.5
05.02.2025 03:00:00;05.02.2025 04:00:00;1444.1;0;0;590.9;0;925.6;0;1876.5;1444.1;3393;1948.9
05.02.2025 04:00:00;05.02.2025 05:00:00;1400.1;0;0;587.7;0;934.2;0;1871.7;1400.1;3393.6;1993.5
05.02.2025 05:00:00;05.02.2025 06:00:00;1384.6;0;0;595.2;0;1071.4;0;1852.3;1384.6;3518.9;2134.3
05.02.2025 06:00:00;05.02.2025 07:00:00;884.3;0;0;624.4;0;1547.2;0;1225.8;884.3;3397.4;2513.1
05.02.2025 07:00:00;05.02.2025 08:00:00;267.8;0;0;644.9;0;2011.3;0;553.4;267.8;3209.6;2941.8
05.02.2025 08:00:00;05.02.2025 09:00:00;0;73.8;0;635.9;0;2045.2;0;348.5;0;3103.4;3103.4
05.02.2025 09:00:00;05.02.2025 10:00:00;0;104.4;0;642.1;0;2113.9;0;337.8;0;3198.2;3198.2
05.02.2025 10:00:00;05.02.2025 11:00:00;0;240.8;0;624.6;0;2127.6;0;258;0;3251;3251
05.02.2025 11:00:00;05.02.2025 12:00:00;0;89.7;0;621.4;0;2094.1;0;303.6;0;3108.8;3108.8
05.02.2025 12:00:00;05.02.2025 13:00:00;71.8;0;0;631.8;0;2101.1;0;435.5;71.8;3168.4;3096.6
05.02.2025 13:00:00;05.02.2025 14:00:00;191.5;0;0;639.7;0;2176.2;0;447.6;191.5;3263.5;3072
05.02.2025 14:00:00;05.02.2025 15:00:00;359.2;0;0;637.9;0;2231;0;468.4;359.2;3337.3;2978.1
05.02.2025 15:00:00;05.02.2025 16:00:00;289.9;0;0;643;0;2341.9;0;340.4;289.9;3325.3;3035.4
05.02.2025 16:00:00;05.02.2025 17:00:00;132.1;0;0;633.1;0;2425;0;181;132.1;3239.1;3107
05.02.2025 17:00:00;05.02.2025 18:00:00;174.5;0;0;601.6;0;2596.2;25.1;0;199.6;3197.8;2998.2
05.02.2025 18:00:00;05.02.2025 19:00:00;248.4;0;0;587.8;0;2675.9;10.7;0;259.1;3263.7;3004.6
05.02.2025 19:00:00;05.02.2025 20:00:00;321.2;0;0;650.8;0;2528.5;0;215.8;321.2;3395.1;3073.9
05.02.2025 20:00:00;05.02.2025 21:00:00;412.8;0;0;650.9;0;2568.1;0;263.3;412.8;3482.3;3069.5
05.02.2025 21:00:00;05.02.2025 22:00:00;234.1;0;0;634.7;0;2137.5;0;503.2;234.1;3275.4;3041.3
05.02.2025 22:00:00;05.02.2025 23:00:00;661.9;0;0;641.1;0;2239.7;0;744.1;661.9;3624.9;2963
05.02.2025 23:00:00;06.02.2025 00:00:00;814.7;0;0;639;0;2259.1;0;706.2;814.7;3604.3;2789.6
06.02.2025 00:00:00;06.02.2025 01:00:00;976.7;0;0;647.4;0;2154.5;0;790.3;976.7;3592.2;2615.5
06.02.2025 01:00:00;06.02.2025 02:00:00;1029.7;0;0;642;0;2072.1;0;798.8;1029.7;3512.9;2483.2
06.02.2025 02:00:00;06.02.2025 03:00:00;987.8;0;0;642.4;0;2114.5;0;685.8;987.8;3442.7;2454.9
06.02.2025 03:00:00;06.02.2025 04:00:00;980.2;0;0;646.3;0;2189.7;0;585;980.2;3421;2440.8
06.02.2025 04:00:00;06.02.2025 05:00:00;817.7;0;0;654.5;0;2293.4;0;394.7;817.7;3342.6;2524.9
06.02.2025 05:00:00;06.02.2025 06:00:00;409.5;0;0;642.8;0;2252.7;0;171.6;409.5;3067.1;2657.6
06.02.2025 06:00:00;06.02.2025 07:00:00;0;300.8;0;581.3;0;3016.3;670.5;0;670.5;3898.4;3227.9
06.02.2025 07:00:00;06.02.2025 08:00:00;0;497.8;0;537.3;0;3114;630.7;0;630.7;4149.1;3518.4
06.02.2025 08:00:00;06.02.2025 09:00:00;0;820.1;0;537.1;0;3085.8;792.7;0;792.7;4443;3650.3
06.02.2025 09:00:00;06.02.2025 10:00:00;0;789.7;0;558.2;0;3128.4;811.1;0;811.1;4476.3;3665.2
06.02.2025 10:00:00;06.02.2025 11:00:00;0;824.3;0;558.1;0;3143.3;927.5;0;927.5;4525.7;3598.2
06.02.2025 11:00:00;06.02.2025 12:00:00;0;440.1;0;566.7;0;3022.5;555.6;0;555.6;4029.3;3473.7
06.02.2025 12:00:00;06.02.2025 13:00:00;0;434.5;0;567.2;0;3014.6;585.2;0;585.2;4016.3;3431.1
06.02.2025 13:00:00;06.02.2025 14:00:00;0;333.7;0;572.4;0;2941.1;436.4;0;436.4;3847.2;3410.8
06.02.2025 14:00:00;06.02.2025 15:00:00;0;311.1;0;547.9;0;2927;419.3;0;419.3;3786;3366.7
06.02.2025 15:00:00;06.02.2025 16:00:00;0;331.1;0;525.5;0;3049.4;592.4;0;592.4;3906;3313.6
06.02.2025 16:00:00;06.02.2025 17:00:00;0;586.4;0;527.6;0;3069.4;737.4;0;737.4;4183.4;3446
06.02.2025 17:00:00;06.02.2025 18:00:00;0;694;0;537.5;0;3098;774.9;0;774.9;4329.5;3554.6
06.02.2025 18:00:00;06.02.2025 19:00:00;0;528.2;0;541.2;0;3096;577.8;0;577.8;4165.4;3587.6
06.02.2025 19:00:00;06.02.2025 20:00:00;0;296.6;0;562.1;0;3082.1;413.6;0;413.6;3940.8;3527.2
06.02.2025 20:00:00;06.02.2025 21:00:00;0;339.8;0;566.2;0;3120.7;528.6;0;528.6;4026.7;3498.1
06.02.2025 21:00:00;06.02.2025 22:00:00;0;74.3;0;573.3;0;3141.3;360.4;0;360.4;3788.9;3428.5
06.02.2025 22:00:00;06.02.2025 23:00:00;129.1;0;0;567.3;0;2981.3;101.2;0;230.3;3548.6;3318.3
06.02.2025 23:00:00;07.02.2025 00:00:00;304.9;0;0;576.2;0;2747.4;0;117.9;304.9;3441.5;3136.6
07.02.2025 00:00:00;07.02.2025 01:00:00;367.3;0;0;562.4;0;2437.4;0;289.6;367.3;3289.4;2922.1
07.02.2025 01:00:00;07.02.2025 02:00:00;328.4;0;0;634.4;0;2175.4;0;340.5;328.4;3150.3;2821.9
07.02.2025 02:00:00;07.02.2025 03:00:00;302.6;0;0;623.6;0;2112.9;0;322.9;302.6;3059.4;2756.8
07.02.2025 03:00:00;07.02.2025 04:00:00;310.7;0;0;618.7;0;2082.1;0;363.5;310.7;3064.3;2753.6
07.02.2025 04:00:00;07.02.2025 05:00:00;273.1;0;0;617;0;2126.3;0;347;273.1;3090.3;2817.2
07.02.2025 05:00:00;07.02.2025 06:00:00;21.5;0;0;574.4;0;2381.5;0;51.2;21.5;3007.1;2985.6
07.02.2025 06:00:00;07.02.2025 07:00:00;0;32.8;0;498.9;0;3048.3;288.3;0;288.3;3580;3291.7
07.02.2025 07:00:00;07.02.2025 08:00:00;110;0;0;545.9;0;3041.2;0;406.5;110;3993.6;3883.6
07.02.2025 08:00:00;07.02.2025 09:00:00;0;165.8;0;556.6;0;3058.3;0;259.7;0;4040.4;4040.4
07.02.2025 09:00:00;07.02.2025 10:00:00;0;217;0;550.3;0;3099.3;0;155.3;0;4021.9;4021.9
07.02.2025 10:00:00;07.02.2025 11:00:00;0;460.1;0;547.7;0;3177;304.2;0;304.2;4184.8;3880.6
07.02.2025 11:00:00;07.02.2025 12:00:00;0;237.7;0;540.9;0;3118.2;225;0;225;3896.8;3671.8
07.02.2025 12:00:00;07.02.2025 13:00:00;0;286.4;0;538;0;2962.2;253.6;0;253.6;3786.6;3533
07.02.2025 13:00:00;07.02.2025 14:00:00;96.8;0;0;555.4;0;2753.3;0;347.1;96.8;3655.8;3559
07.02.2025 14:00:00;07.02.2025 15:00:00;0;45.2;0;551.6;0;2763.3;0;145.5;0;3505.6;3505.6
07.02.2025 15:00:00;07.02.2025 16:00:00;0;333.8;0;540.3;0;2822.3;189.9;0;189.9;3696.4;3506.5
07.02.2025 16:00:00;07.02.2025 17:00:00;0;429.9;0;531.3;0;2924.7;421.8;0;421.8;3885.9;3464.1
07.02.2025 17:00:00;07.02.2025 18:00:00;0;244;0;535.5;0;3081.4;324;0;324;3860.9;3536.9
07.02.2025 18:00:00;07.02.2025 19:00:00;0;25.1;0;555.8;0;3042.3;66.5;0;66.5;3623.2;3556.7
07.02.2025 19:00:00;07.02.2025 20:00:00;0;430.1;0;551.6;0;2981.1;332.8;0;332.8;3962.8;3630
07.02.2025 20:00:00;07.02.2025 21:00:00;0;296.6;0;577.3;0;2554.1;0;120.5;0;3548.5;3548.5
07.02.2025 21:00:00;07.02.2025 22:00:00;266.6;0;0;629.6;0;2212.3;0;855.6;266.6;3697.5;3430.9
07.02.2025 22:00:00;07.02.2025 23:00:00;581.2;0;0;659.4;0;2042.6;0;1186.5;581.2;3888.5;3307.3
07.02.2025 23:00:00;08.02.2025 00:00:00;272.4;0;0;645.4;0;1706.5;0;1053.1;272.4;3405;3132.6
08.02.2025 00:00:00;08.02.2025 01:00:00;243.6;0;0;591.4;0;1126.5;0;1418.1;243.6;3136;2892.4
08.02.2025 01:00:00;08.02.2025 02:00:00;369.4;0;0;606.7;0;1067.1;0;1445.9;369.4;3119.7;2750.3
08.02.2025 02:00:00;08.02.2025 03:00:00;520.9;0;0;594.1;0;1059.8;0;1525.7;520.9;3179.6;2658.7
08.02.2025 03:00:00;08.02.2025 04:00:00;731.4;0;0;604.8;0;1023.3;0;1690.7;731.4;3318.8;2587.4
08.02.2025 04:00:00;08.02.2025 05:00:00;820.9;0;0;613.8;0;1007.2;0;1774.2;820.9;3395.2;2574.3
08.02.2025 05:00:00;08.02.2025 06:00:00;794.1;0;0;599.9;0;990.1;0;1796.4;794.1;3386.4;2592.3
08.02.2025 06:00:00;08.02.2025 07:00:00;398.5;0;0;602.1;0;1053.1;0;1448.3;398.5;3103.5;2705
08.02.2025 07:00:00;08.02.2025 08:00:00;55.2;0;0;612.4;0;1112.8;0;1213.9;55.2;2939.1;2883.9
08.02.2025 08:00:00;08.02.2025 09:00:00;0;345.3;0;609;0;1230.1;0;899.2;0;3083.6;3083.6
08.02.2025 09:00:00;08.02.2025 10:00:00;0;370.5;0;627.5;0;1708.3;0;568.8;0;3275.1;3275.1
08.02.2025 10:00:00;08.02.2025 11:00:00;0;587.7;0;629.3;0;1815.5;0;324.2;0;3356.7;3356.7
08.02.2025 11:00:00;08.02.2025 12:00:00;0;801.3;0;625.8;0;1711.8;0;186.8;0;3325.7;3325.7
08.02.2025 12:00:00;08.02.2025 13:00:00;0;905.2;0;620.3;0;1683.4;0;80.9;0;3289.8;3289.8
08.02.2025 13:00:00;08.02.2025 14:00:00;0;723.4;0;614.5;0;1762;0;126.2;0;3226.1;3226.1
08.02.2025 14:00:00;08.02.2025 15:00:00;0;471.4;0;618.8;0;1940;0;174.6;0;3204.8;3204.8
08.02.2025 15:00:00;08.02.2025 16:00:00;0;391.8;0;615.3;0;2475.8;193.3;0;193.3;3482.9;3289.6
08.02.2025 16:00:00;08.02.2025 17:00:00;0;321.3;0;566.8;0;2777.3;409.2;0;409.2;3665.4;3256.2
08.02.2025 17:00:00;08.02.2025 18:00:00;0;441.1;0;546.6;0;2863.7;585.1;0;585.1;3851.4;3266.3
08.02.2025 18:00:00;08.02.2025 19:00:00;0;414;0;554;0;2847;539.4;0;539.4;3815;3275.6
08.02.2025 19:00:00;08.02.2025 20:00:00;0;308.9;0;568.6;0;2696;362;0;362;3573.5;3211.5
08.02.2025 20:00:00;08.02.2025 21:00:00;0;226.8;0;556.8;0;2634.8;343.5;0;343.5;3418.4;3074.9
08.02.2025 21:00:00;08.02.2025 22:00:00;0;108.7;0;587.2;0;2622.6;191.8;0;191.8;3318.5;3126.7
08.02.2025 22:00:00;08.02.2025 23:00:00;0;46.6;0;561.1;0;2454.1;18;0;18;3061.8;3043.8
08.02.2025 23:00:00;09.02.2025 00:00:00;0;40.1;0;579.8;0;2170;0;143.9;0;2933.8;2933.8
09.02.2025 00:00:00;09.02.2025 01:00:00;178.5;0;0;629.8;0;2174.4;0;330.9;178.5;3135.1;2956.6
09.02.2025 01:00:00;09.02.2025 02:00:00;248.2;0;0;623.5;0;2095;0;399.2;248.2;3117.7;2869.5
09.02.2025 02:00:00;09.02.2025 03:00:00;307;0;0;620.1;0;2092.2;0;409;307;3121.3;2814.3
09.02.2025 03:00:00;09.02.2025 04:00:00;358.3;0;0;618.8;0;2118.2;0;419.2;358.3;3156.2;2797.9
09.02.2025 04:00:00;09.02.2025 05:00:00;328.3;0;0;623.5;0;2187.5;0;316.3;328.3;3127.3;2799
09.02.2025 05:00:00;09.02.2025 06:00:00;287.3;0;0;629.1;0;2388;0;137.1;287.3;3154.2;2866.9
09.02.2025 06:00:00;09.02.2025 07:00:00;93.4;0;0;624.4;0;2553.3;84.4;0;177.8;3177.7;2999.9
09.02.2025 07:00:00;09.02.2025 08:00:00;0;24.5;0;598;0;2891.7;394.2;0;394.2;3514.2;3120
09.02.2025 08:00:00;09.02.2025 09:00:00;0;250.5;0;607.3;0;2901.1;478.7;0;478.7;3758.9;3280.2
09.02.2025 09:00:00;09.02.2025 10:00:00;0;216.2;0;584.2;0;2857.8;334;0;334;3658.2;3324.2
09.02.2025 10:00:00;09.02.2025 11:00:00;0;258;0;604.9;0;2837.1;186.3;0;186.3;3700;3513.7
09.02.2025 11:00:00;09.02.2025 12:00:00;0;179.1;0;606.5;0;2815.7;86.1;0;86.1;3601.3;3515.2
09.02.2025 12:00:00;09.02.2025 13:00:00;0;278.5;0;603.1;0;2849.2;302.6;0;302.6;3730.8;3428.2
09.02.2025 13:00:00;09.02.2025 14:00:00;0;217;0;617.5;0;2755.5;227.9;0;227.9;3590;3362.1
09.02.2025 14:00:00;09.02.2025 15:00:00;0;460.4;0;612.8;0;2893.9;602.7;0;602.7;3967.1;3364.4
09.02.2025 15:00:00;09.02.2025 16:00:00;0;369.2;0;619.3;0;2844.8;423.6;0;423.6;3833.3;3409.7
09.02.2025 16:00:00;09.02.2025 17:00:00;0;200.9;0;614.1;0;2826.1;300;0;300;3641.1;3341.1
09.02.2025 17:00:00;09.02.2025 18:00:00;0;446.9;0;616.7;0;3056;618.4;0;618.4;4119.6;3501.2
09.02.2025 18:00:00;09.02.2025 19:00:00;0;180.4;0;631;0;3004.9;146.9;0;146.9;3816.3;3669.4
09.02.2025 19:00:00;09.02.2025 20:00:00;0;227.8;0;630.3;0;2998.4;69.3;0;69.3;3856.5;3787.2
09.02.2025 20:00:00;09.02.2025 21:00:00;0;243.1;0;638.8;0;2883.1;35.8;0;35.8;3765;3729.2
09.02.2025 21:00:00;09.02.2025 22:00:00;0;477.6;0;635;0;2714.4;149.7;0;149.7;3827;3677.3
09.02.2025 22:00:00;09.02.2025 23:00:00;0;625.2;0;646.5;0;2378.9;36.9;0;36.9;3650.6;3613.7
09.02.2025 23:00:00;10.02.2025 00:00:00;0;336.5;0;649;0;2213.1;0;272.5;0;3471.1;3471.1
10.02.2025 00:00:00;10.02.2025 01:00:00;0;464.5;0;615;0;1797.9;0;488.6;0;3366;3366
10.02.2025 01:00:00;10.02.2025 02:00:00;0;300.1;0;623.5;0;1665.1;0;612.8;0;3201.5;3201.5
10.02.2025 02:00:00;10.02.2025 03:00:00;0;386.3;0;597.8;0;1483;0;655.6;0;3122.7;3122.7
10.02.2025 03:00:00;10.02.2025 04:00:00;0;278;0;610;0;1415.2;0;806.3;0;3109.5;3109.5
10.02.2025 04:00:00;10.02.2025 05:00:00;0;350;0;612.4;0;1423.6;0;774.5;0;3160.5;3160.5
10.02.2025 05:00:00;10.02.2025 06:00:00;0;511.6;0;599.9;0;1633.7;0;563.3;0;3308.5;3308.5
10.02.2025 06:00:00;10.02.2025 07:00:00;0;357.4;0;624.7;0;2566.1;0;269.2;0;3817.4;3817.4
10.02.2025 07:00:00;10.02.2025 08:00:00;0;66.2;0;612.2;0;2847.4;0;481.8;0;4007.6;4007.6
10.02.2025 08:00:00;10.02.2025 09:00:00;0;244.3;0;594.1;0;2802.8;0;369.5;0;4010.7;4010.7
10.02.2025 09:00:00;10.02.2025 10:00:00;0;357.3;0;599.3;0;2863.4;0;253.8;0;4073.8;4073.8
10.02.2025 10:00:00;10.02.2025 11:00:00;0;317.5;0;606.2;0;2929.9;0;384;0;4237.6;4237.6
10.02.2025 11:00:00;10.02.2025 12:00:00;37.6;0;0;611.3;0;2842.7;0;674.3;37.6;4128.3;4090.7
10.02.2025 12:00:00;10.02.2025 13:00:00;0;505.8;0;571;0;2707.3;0;190.8;0;3974.9;3974.9
10.02.2025 13:00:00;10.02.2025 14:00:00;77.8;0;0;605.8;0;2444.4;0;887.7;77.8;3937.9;3860.1
10.02.2025 14:00:00;10.02.2025 15:00:00;0;439.9;0;548.1;0;2460.1;0;281.3;0;3729.4;3729.4
10.02.2025 15:00:00;10.02.2025 16:00:00;0;107.1;0;569.6;0;2411.4;0;638.2;0;3726.3;3726.3
10.02.2025 16:00:00;10.02.2025 17:00:00;0;327.5;0;553.1;0;2532.8;0;481.9;0;3895.3;3895.3
10.02.2025 17:00:00;10.02.2025 18:00:00;0;400.4;0;514.4;0;2745;0;96.5;0;3756.3;3756.3
10.02.2025 18:00:00;10.02.2025 19:00:00;0;443.6;0;528.6;0;2789.6;0;107.8;0;3869.6;3869.6
10.02.2025 19:00:00;10.02.2025 20:00:00;0;367.5;0;558.9;0;2462.9;0;467.3;0;3856.6;3856.6
