"MTU (UTC)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"09/07/2024 02:00:00 - 09/07/2024 03:00:00","BZN|NO2","21.74","n/e","17.00","2.32"
"09/07/2024 03:00:00 - 09/07/2024 04:00:00","BZN|NO2","17.49","n/e","13.00","2.89"
"09/07/2024 04:00:00 - 09/07/2024 05:00:00","BZN|NO2","18.32","n/e","14.00","3.55"
"09/07/2024 05:00:00 - 09/07/2024 06:00:00","BZN|NO2","18.80","n/e","15.00","2.89"
"09/07/2024 06:00:00 - 09/07/2024 07:00:00","BZN|NO2","14.10","n/e","11.00","2.98"
"09/07/2024 07:00:00 - 09/07/2024 08:00:00","BZN|NO2","10.40","n/e","6.00","3.69"
"09/07/2024 08:00:00 - 09/07/2024 09:00:00","BZN|NO2","10.74","n/e","7.00","5.23"
"09/07/2024 09:00:00 - 09/07/2024 10:00:00","BZN|NO2","11.62","n/e","10.00","7.51"
"09/07/2024 10:00:00 - 09/07/2024 11:00:00","BZN|NO2","14.16","n/e","16.00","13.48"
"09/07/2024 11:00:00 - 09/07/2024 12:00:00","BZN|NO2","21.39","n/e","25.00","31.01"
"09/07/2024 12:00:00 - 09/07/2024 13:00:00","BZN|NO2","29.00","n/e","39.00","58.78"
"09/07/2024 13:00:00 - 09/07/2024 14:00:00","BZN|NO2","35.08","n/e","59.00","89.50"
"09/07/2024 14:00:00 - 09/07/2024 15:00:00","BZN|NO2","43.36","n/e","76.00","116.09"
"09/07/2024 15:00:00 - 09/07/2024 16:00:00","BZN|NO2","45.37","n/e","84.00","98.37"
"09/07/2024 16:00:00 - 09/07/2024 17:00:00","BZN|NO2","49.57","n/e","93.00","83.60"
"09/07/2024 17:00:00 - 09/07/2024 18:00:00","BZN|NO2","48.19","n/e","93.00","94.39"
"09/07/2024 18:00:00 - 09/07/2024 19:00:00","BZN|NO2","61.37","n/e","108.00","84.12"
"09/07/2024 19:00:00 - 09/07/2024 20:00:00","BZN|NO2","90.73","n/e","146.00","125.03"
"09/07/2024 20:00:00 - 09/07/2024 21:00:00","BZN|NO2","155.31","n/e","228.00","242.08"
"09/07/2024 21:00:00 - 09/07/2024 22:00:00","BZN|NO2","251.78","n/e","340.00","465.74"
"09/07/2024 22:00:00 - 09/07/2024 23:00:00","BZN|NO2","512.15","n/e","535.00","595.76"
"09/07/2024 23:00:00 - 10/07/2024 00:00:00","BZN|NO2","664.68","n/e","699.00","792.71"
"10/07/2024 00:00:00 - 10/07/2024 01:00:00","BZN|NO2","804.77","n/e","823.00","1004.59"
"10/07/2024 01:00:00 - 10/07/2024 02:00:00","BZN|NO2","938.31","n/e","984.00","1042.09"
"10/07/2024 02:00:00 - 10/07/2024 03:00:00","BZN|NO2","1020.72","n/e","1070.00","1102.74"
"10/07/2024 03:00:00 - 10/07/2024 04:00:00","BZN|NO2","1097.06","n/e","1117.00","1150.92"
"10/07/2024 04:00:00 - 10/07/2024 05:00:00","BZN|NO2","1151.09","n/e","1145.00","1171.21"
"10/07/2024 05:00:00 - 10/07/2024 06:00:00","BZN|NO2","1149.78","n/e","1114.00","1210.47"
"10/07/2024 06:00:00 - 10/07/2024 07:00:00","BZN|NO2","1142.58","n/e","1085.00","1151.10"
"10/07/2024 07:00:00 - 10/07/2024 08:00:00","BZN|NO2","1130.62","n/e","1066.00","1068.79"
"10/07/2024 08:00:00 - 10/07/2024 09:00:00","BZN|NO2","1112.21","n/e","1033.00","959.94"
"10/07/2024 09:00:00 - 10/07/2024 10:00:00","BZN|NO2","1089.48","n/e","955.00","870.08"
"10/07/2024 10:00:00 - 10/07/2024 11:00:00","BZN|NO2","1046.83","n/e","857.00","743.91"
"10/07/2024 11:00:00 - 10/07/2024 12:00:00","BZN|NO2","955.39","n/e","756.00","605.48"
"10/07/2024 12:00:00 - 10/07/2024 13:00:00","BZN|NO2","838.23","n/e","585.00","449.68"
"10/07/2024 13:00:00 - 10/07/2024 14:00:00","BZN|NO2","721.16","n/e","460.00","304.36"
"10/07/2024 14:00:00 - 10/07/2024 15:00:00","BZN|NO2","623.65","n/e","334.00","183.38"
"10/07/2024 15:00:00 - 10/07/2024 16:00:00","BZN|NO2","590.31","n/e","247.00","137.54"
"10/07/2024 16:00:00 - 10/07/2024 17:00:00","BZN|NO2","596.03","n/e","248.00","149.47"
"10/07/2024 17:00:00 - 10/07/2024 18:00:00","BZN|NO2","545.07","n/e","269.00","243.72"
"10/07/2024 18:00:00 - 10/07/2024 19:00:00","BZN|NO2","541.86","n/e","302.00","303.80"
"10/07/2024 19:00:00 - 10/07/2024 20:00:00","BZN|NO2","536.91","n/e","356.00","309.46"
"10/07/2024 20:00:00 - 10/07/2024 21:00:00","BZN|NO2","535.69","n/e","345.00","324.27"
"10/07/2024 21:00:00 - 10/07/2024 22:00:00","BZN|NO2","528.60","n/e","364.00","374.26"
"10/07/2024 22:00:00 - 10/07/2024 23:00:00","BZN|NO2","435.53","n/e","371.00","454.69"
"10/07/2024 23:00:00 - 11/07/2024 00:00:00","BZN|NO2","446.20","n/e","380.00","387.76"
"11/07/2024 00:00:00 - 11/07/2024 01:00:00","BZN|NO2","383.43","n/e","350.00","335.21"
"11/07/2024 01:00:00 - 11/07/2024 02:00:00","BZN|NO2","337.08","n/e","322.00","305.35"
"11/07/2024 02:00:00 - 11/07/2024 03:00:00","BZN|NO2","272.76","n/e","312.00","332.15"
"11/07/2024 03:00:00 - 11/07/2024 04:00:00","BZN|NO2","234.02","n/e","307.00","293.79"
"11/07/2024 04:00:00 - 11/07/2024 05:00:00","BZN|NO2","228.93","n/e","315.00","239.07"
"11/07/2024 05:00:00 - 11/07/2024 06:00:00","BZN|NO2","233.47","n/e","295.00","234.39"
"11/07/2024 06:00:00 - 11/07/2024 07:00:00","BZN|NO2","217.72","n/e","264.00","225.08"
"11/07/2024 07:00:00 - 11/07/2024 08:00:00","BZN|NO2","227.12","n/e","282.00","218.78"
"11/07/2024 08:00:00 - 11/07/2024 09:00:00","BZN|NO2","231.95","n/e","263.00","191.35"
"11/07/2024 09:00:00 - 11/07/2024 10:00:00","BZN|NO2","206.50","n/e","236.00","189.40"
"11/07/2024 10:00:00 - 11/07/2024 11:00:00","BZN|NO2","194.36","n/e","200.00","214.98"
"11/07/2024 11:00:00 - 11/07/2024 12:00:00","BZN|NO2","200.38","n/e","223.00","231.96"
"11/07/2024 12:00:00 - 11/07/2024 13:00:00","BZN|NO2","163.04","n/e","210.00","242.56"
"11/07/2024 13:00:00 - 11/07/2024 14:00:00","BZN|NO2","132.10","n/e","208.00","212.83"
"11/07/2024 14:00:00 - 11/07/2024 15:00:00","BZN|NO2","100.18","n/e","178.00","215.86"
"11/07/2024 15:00:00 - 11/07/2024 16:00:00","BZN|NO2","71.53","n/e","173.00","203.00"
"11/07/2024 16:00:00 - 11/07/2024 17:00:00","BZN|NO2","48.77","n/e","151.00","159.89"
"11/07/2024 17:00:00 - 11/07/2024 18:00:00","BZN|NO2","34.71","n/e","101.00","118.67"
"11/07/2024 18:00:00 - 11/07/2024 19:00:00","BZN|NO2","27.66","n/e","80.00","107.68"
"11/07/2024 19:00:00 - 11/07/2024 20:00:00","BZN|NO2","23.37","n/e","70.00","87.86"
"11/07/2024 20:00:00 - 11/07/2024 21:00:00","BZN|NO2","20.70","n/e","61.00","90.57"
"11/07/2024 21:00:00 - 11/07/2024 22:00:00","BZN|NO2","19.00","n/e","68.00","73.86"
"11/07/2024 22:00:00 - 11/07/2024 23:00:00","BZN|NO2","52.74","n/e","59.00","52.26"
"11/07/2024 23:00:00 - 12/07/2024 00:00:00","BZN|NO2","53.01","n/e","82.00","35.09"
"12/07/2024 00:00:00 - 12/07/2024 01:00:00","BZN|NO2","49.87","n/e","63.00","18.77"
"12/07/2024 01:00:00 - 12/07/2024 02:00:00","BZN|NO2","40.83","n/e","60.00","17.29"
"12/07/2024 02:00:00 - 12/07/2024 03:00:00","BZN|NO2","35.92","n/e","48.00","17.07"
"12/07/2024 03:00:00 - 12/07/2024 04:00:00","BZN|NO2","31.87","n/e","40.00","13.33"
"12/07/2024 04:00:00 - 12/07/2024 05:00:00","BZN|NO2","31.43","n/e","33.00","14.41"
"12/07/2024 05:00:00 - 12/07/2024 06:00:00","BZN|NO2","25.31","n/e","27.00","10.47"
"12/07/2024 06:00:00 - 12/07/2024 07:00:00","BZN|NO2","21.89","n/e","24.00","6.17"
"12/07/2024 07:00:00 - 12/07/2024 08:00:00","BZN|NO2","22.50","n/e","24.00","9.26"
"12/07/2024 08:00:00 - 12/07/2024 09:00:00","BZN|NO2","22.73","n/e","23.00","18.54"
"12/07/2024 09:00:00 - 12/07/2024 10:00:00","BZN|NO2","23.23","n/e","21.00","36.68"
"12/07/2024 10:00:00 - 12/07/2024 11:00:00","BZN|NO2","28.18","n/e","26.00","30.62"
"12/07/2024 11:00:00 - 12/07/2024 12:00:00","BZN|NO2","39.11","n/e","38.00","28.67"
"12/07/2024 12:00:00 - 12/07/2024 13:00:00","BZN|NO2","40.03","n/e","42.00","28.18"
"12/07/2024 13:00:00 - 12/07/2024 14:00:00","BZN|NO2","36.33","n/e","41.00","41.24"
"12/07/2024 14:00:00 - 12/07/2024 15:00:00","BZN|NO2","36.39","n/e","34.00","42.06"
"12/07/2024 15:00:00 - 12/07/2024 16:00:00","BZN|NO2","29.69","n/e","31.00","43.52"
"12/07/2024 16:00:00 - 12/07/2024 17:00:00","BZN|NO2","17.59","n/e","24.00","37.66"
"12/07/2024 17:00:00 - 12/07/2024 18:00:00","BZN|NO2","14.74","n/e","23.00","12.15"
"12/07/2024 18:00:00 - 12/07/2024 19:00:00","BZN|NO2","14.13","n/e","22.00","15.03"
"12/07/2024 19:00:00 - 12/07/2024 20:00:00","BZN|NO2","16.27","n/e","25.00","73.39"
"12/07/2024 20:00:00 - 12/07/2024 21:00:00","BZN|NO2","19.47","n/e","44.00","81.45"
"12/07/2024 21:00:00 - 12/07/2024 22:00:00","BZN|NO2","25.23","n/e","75.00","94.83"
"12/07/2024 22:00:00 - 12/07/2024 23:00:00","BZN|NO2","46.44","n/e","85.00","132.24"
"12/07/2024 23:00:00 - 13/07/2024 00:00:00","BZN|NO2","71.36","n/e","93.00","198.28"
"13/07/2024 00:00:00 - 13/07/2024 01:00:00","BZN|NO2","127.96","n/e","138.00","300.83"
"13/07/2024 01:00:00 - 13/07/2024 02:00:00","BZN|NO2","224.83","n/e","234.00","367.62"
"13/07/2024 02:00:00 - 13/07/2024 03:00:00","BZN|NO2","309.40","n/e","308.00","402.14"
"13/07/2024 03:00:00 - 13/07/2024 04:00:00","BZN|NO2","367.79","n/e","369.00","431.21"
"13/07/2024 04:00:00 - 13/07/2024 05:00:00","BZN|NO2","415.95","n/e","426.00","507.12"
"13/07/2024 05:00:00 - 13/07/2024 06:00:00","BZN|NO2","437.60","n/e","453.00","574.98"
"13/07/2024 06:00:00 - 13/07/2024 07:00:00","BZN|NO2","450.95","n/e","478.00","558.98"
"13/07/2024 07:00:00 - 13/07/2024 08:00:00","BZN|NO2","449.76","n/e","475.00","531.62"
"13/07/2024 08:00:00 - 13/07/2024 09:00:00","BZN|NO2","444.33","n/e","474.00","483.33"
"13/07/2024 09:00:00 - 13/07/2024 10:00:00","BZN|NO2","437.75","n/e","465.00","475.04"
"13/07/2024 10:00:00 - 13/07/2024 11:00:00","BZN|NO2","415.43","n/e","433.00","420.12"
"13/07/2024 11:00:00 - 13/07/2024 12:00:00","BZN|NO2","377.56","n/e","328.00","308.58"
"13/07/2024 12:00:00 - 13/07/2024 13:00:00","BZN|NO2","375.76","n/e","330.00","284.57"
"13/07/2024 13:00:00 - 13/07/2024 14:00:00","BZN|NO2","342.77","n/e","260.00","223.09"
"13/07/2024 14:00:00 - 13/07/2024 15:00:00","BZN|NO2","313.02","n/e","230.00","138.32"
"13/07/2024 15:00:00 - 13/07/2024 16:00:00","BZN|NO2","300.29","n/e","212.00","158.72"
"13/07/2024 16:00:00 - 13/07/2024 17:00:00","BZN|NO2","276.73","n/e","182.00","125.23"
"13/07/2024 17:00:00 - 13/07/2024 18:00:00","BZN|NO2","293.72","n/e","163.00","70.97"
"13/07/2024 18:00:00 - 13/07/2024 19:00:00","BZN|NO2","270.95","n/e","145.00","91.49"
"13/07/2024 19:00:00 - 13/07/2024 20:00:00","BZN|NO2","260.32","n/e","140.00","67.33"
"13/07/2024 20:00:00 - 13/07/2024 21:00:00","BZN|NO2","273.03","n/e","157.00","34.65"
"13/07/2024 21:00:00 - 13/07/2024 22:00:00","BZN|NO2","288.30","n/e","152.00","27.72"
"13/07/2024 22:00:00 - 13/07/2024 23:00:00","BZN|NO2","238.06","n/e","191.00","95.12"
"13/07/2024 23:00:00 - 14/07/2024 00:00:00","BZN|NO2","259.01","n/e","206.00","135.94"
"14/07/2024 00:00:00 - 14/07/2024 01:00:00","BZN|NO2","250.74","n/e","229.00","168.03"
"14/07/2024 01:00:00 - 14/07/2024 02:00:00","BZN|NO2","254.06","n/e","225.00","155.08"
"14/07/2024 02:00:00 - 14/07/2024 03:00:00","BZN|NO2","289.26","n/e","262.00","173.96"
"14/07/2024 03:00:00 - 14/07/2024 04:00:00","BZN|NO2","293.60","n/e","244.00","271.03"
"14/07/2024 04:00:00 - 14/07/2024 05:00:00","BZN|NO2","276.92","n/e","214.00","212.28"
"14/07/2024 05:00:00 - 14/07/2024 06:00:00","BZN|NO2","239.26","n/e","200.00","142.50"
"14/07/2024 06:00:00 - 14/07/2024 07:00:00","BZN|NO2","198.93","n/e","165.00","116.59"
"14/07/2024 07:00:00 - 14/07/2024 08:00:00","BZN|NO2","166.98","n/e","120.00","114.69"
"14/07/2024 08:00:00 - 14/07/2024 09:00:00","BZN|NO2","128.78","n/e","108.00","83.09"
"14/07/2024 09:00:00 - 14/07/2024 10:00:00","BZN|NO2","97.59","n/e","87.00","62.32"
"14/07/2024 10:00:00 - 14/07/2024 11:00:00","BZN|NO2","82.26","n/e","76.00","40.18"
"14/07/2024 11:00:00 - 14/07/2024 12:00:00","BZN|NO2","72.40","n/e","67.00","50.80"
"14/07/2024 12:00:00 - 14/07/2024 13:00:00","BZN|NO2","68.52","n/e","58.00","48.28"
"14/07/2024 13:00:00 - 14/07/2024 14:00:00","BZN|NO2","68.16","n/e","56.00","34.76"
"14/07/2024 14:00:00 - 14/07/2024 15:00:00","BZN|NO2","50.68","n/e","40.00","81.77"
"14/07/2024 15:00:00 - 14/07/2024 16:00:00","BZN|NO2","46.18","n/e","38.00","49.59"
"14/07/2024 16:00:00 - 14/07/2024 17:00:00","BZN|NO2","35.35","n/e","34.00","30.04"
"14/07/2024 17:00:00 - 14/07/2024 18:00:00","BZN|NO2","37.80","n/e","35.00","30.36"
"14/07/2024 18:00:00 - 14/07/2024 19:00:00","BZN|NO2","39.22","n/e","30.00","13.68"
"14/07/2024 19:00:00 - 14/07/2024 20:00:00","BZN|NO2","38.80","n/e","32.00","9.52"
"14/07/2024 20:00:00 - 14/07/2024 21:00:00","BZN|NO2","40.25","n/e","42.00","25.00"
"14/07/2024 21:00:00 - 14/07/2024 22:00:00","BZN|NO2","46.71","n/e","63.00","50.68"
"14/07/2024 22:00:00 - 14/07/2024 23:00:00","BZN|NO2","81.40","n/e","88.00","84.37"
"14/07/2024 23:00:00 - 15/07/2024 00:00:00","BZN|NO2","100.03","n/e","105.00","134.78"
"15/07/2024 00:00:00 - 15/07/2024 01:00:00","BZN|NO2","112.00","n/e","124.00","173.39"
"15/07/2024 01:00:00 - 15/07/2024 02:00:00","BZN|NO2","120.75","n/e","147.00","235.29"
"15/07/2024 02:00:00 - 15/07/2024 03:00:00","BZN|NO2","130.15","n/e","150.00","244.06"
"15/07/2024 03:00:00 - 15/07/2024 04:00:00","BZN|NO2","125.61","n/e","149.00","204.88"
"15/07/2024 04:00:00 - 15/07/2024 05:00:00","BZN|NO2","118.07","n/e","133.00","166.47"
"15/07/2024 05:00:00 - 15/07/2024 06:00:00","BZN|NO2","98.53","n/e","116.00","135.89"
"15/07/2024 06:00:00 - 15/07/2024 07:00:00","BZN|NO2","63.89","n/e","75.00","72.24"
"15/07/2024 07:00:00 - 15/07/2024 08:00:00","BZN|NO2","43.21","n/e","58.00","33.41"
"15/07/2024 08:00:00 - 15/07/2024 09:00:00","BZN|NO2","31.26","n/e","38.00","18.78"
"15/07/2024 09:00:00 - 15/07/2024 10:00:00","BZN|NO2","26.04","n/e","29.00","12.41"
"15/07/2024 10:00:00 - 15/07/2024 11:00:00","BZN|NO2","27.42","n/e","24.00","37.05"
"15/07/2024 11:00:00 - 15/07/2024 12:00:00","BZN|NO2","34.41","n/e","27.00","42.24"
"15/07/2024 12:00:00 - 15/07/2024 13:00:00","BZN|NO2","47.47","n/e","45.00","73.33"
"15/07/2024 13:00:00 - 15/07/2024 14:00:00","BZN|NO2","63.21","n/e","49.00","87.71"
"15/07/2024 14:00:00 - 15/07/2024 15:00:00","BZN|NO2","74.10","n/e","64.00","55.93"
"15/07/2024 15:00:00 - 15/07/2024 16:00:00","BZN|NO2","75.49","n/e","70.00","23.93"
"15/07/2024 16:00:00 - 15/07/2024 17:00:00","BZN|NO2","68.13","n/e","60.00","39.22"
"15/07/2024 17:00:00 - 15/07/2024 18:00:00","BZN|NO2","57.88","n/e","57.00","42.59"
"15/07/2024 18:00:00 - 15/07/2024 19:00:00","BZN|NO2","57.46","n/e","62.00","82.91"
"15/07/2024 19:00:00 - 15/07/2024 20:00:00","BZN|NO2","45.50","n/e","45.00","54.18"
"15/07/2024 20:00:00 - 15/07/2024 21:00:00","BZN|NO2","41.06","n/e","49.00","20.17"
"15/07/2024 21:00:00 - 15/07/2024 22:00:00","BZN|NO2","31.19","n/e","46.00","46.38"
"15/07/2024 22:00:00 - 15/07/2024 23:00:00","BZN|NO2","62.92","n/e","63.00","105.27"
"15/07/2024 23:00:00 - 16/07/2024 00:00:00","BZN|NO2","75.20","n/e","87.00","174.62"
"16/07/2024 00:00:00 - 16/07/2024 01:00:00","BZN|NO2","79.04","n/e","105.00","156.48"
"16/07/2024 01:00:00 - 16/07/2024 02:00:00","BZN|NO2","81.79","n/e","118.00","151.25"
"16/07/2024 02:00:00 - 16/07/2024 03:00:00","BZN|NO2","88.74","n/e","125.00","116.17"
"16/07/2024 03:00:00 - 16/07/2024 04:00:00","BZN|NO2","96.33","n/e","119.00","121.44"
"16/07/2024 04:00:00 - 16/07/2024 05:00:00","BZN|NO2","120.88","n/e","119.00","136.35"
"16/07/2024 05:00:00 - 16/07/2024 06:00:00","BZN|NO2","142.11","n/e","153.00","195.14"
"16/07/2024 06:00:00 - 16/07/2024 07:00:00","BZN|NO2","176.44","n/e","193.00","278.93"
"16/07/2024 07:00:00 - 16/07/2024 08:00:00","BZN|NO2","226.88","n/e","243.00","281.20"
"16/07/2024 08:00:00 - 16/07/2024 09:00:00","BZN|NO2","257.89","n/e","278.00","291.50"
"16/07/2024 09:00:00 - 16/07/2024 10:00:00","BZN|NO2","284.14","n/e","271.00","345.57"
"16/07/2024 10:00:00 - 16/07/2024 11:00:00","BZN|NO2","296.29","n/e","266.00","297.84"
"16/07/2024 11:00:00 - 16/07/2024 12:00:00","BZN|NO2","286.13","n/e","261.00","275.72"
"16/07/2024 12:00:00 - 16/07/2024 13:00:00","BZN|NO2","265.54","n/e","267.00","231.27"
"16/07/2024 13:00:00 - 16/07/2024 14:00:00","BZN|NO2","254.19","n/e","227.00","248.64"
"16/07/2024 14:00:00 - 16/07/2024 15:00:00","BZN|NO2","249.09","n/e","207.00","198.84"
"16/07/2024 15:00:00 - 16/07/2024 16:00:00","BZN|NO2","271.39","n/e","223.00","150.76"
"16/07/2024 16:00:00 - 16/07/2024 17:00:00","BZN|NO2","302.14","n/e","253.00","173.17"
"16/07/2024 17:00:00 - 16/07/2024 18:00:00","BZN|NO2","347.09","n/e","283.00","163.14"
"16/07/2024 18:00:00 - 16/07/2024 19:00:00","BZN|NO2","368.56","n/e","304.00","176.73"
"16/07/2024 19:00:00 - 16/07/2024 20:00:00","BZN|NO2","369.11","n/e","310.00","192.95"
"16/07/2024 20:00:00 - 16/07/2024 21:00:00","BZN|NO2","364.91","n/e","297.00","218.89"
"16/07/2024 21:00:00 - 16/07/2024 22:00:00","BZN|NO2","338.27","n/e","266.00","217.46"
"16/07/2024 22:00:00 - 16/07/2024 23:00:00","BZN|NO2","244.53","n/e","206.00","203.29"
"16/07/2024 23:00:00 - 17/07/2024 00:00:00","BZN|NO2","209.21","n/e","181.00","180.64"
"17/07/2024 00:00:00 - 17/07/2024 01:00:00","BZN|NO2","172.93","n/e","163.00","181.00"
"17/07/2024 01:00:00 - 17/07/2024 02:00:00","BZN|NO2","138.31","n/e","130.00","145.22"
"17/07/2024 02:00:00 - 17/07/2024 03:00:00","BZN|NO2","111.63","n/e","128.00","117.44"
"17/07/2024 03:00:00 - 17/07/2024 04:00:00","BZN|NO2","92.06","n/e","116.00","93.59"
"17/07/2024 04:00:00 - 17/07/2024 05:00:00","BZN|NO2","80.32","n/e","103.00","72.53"
"17/07/2024 05:00:00 - 17/07/2024 06:00:00","BZN|NO2","72.59","n/e","89.00","53.41"
"17/07/2024 06:00:00 - 17/07/2024 07:00:00","BZN|NO2","74.93","n/e","86.00","73.51"
"17/07/2024 07:00:00 - 17/07/2024 08:00:00","BZN|NO2","89.95","n/e","86.00","81.08"
"17/07/2024 08:00:00 - 17/07/2024 09:00:00","BZN|NO2","126.73","n/e","112.00","103.10"
"17/07/2024 09:00:00 - 17/07/2024 10:00:00","BZN|NO2","190.79","n/e","175.00","126.12"
"17/07/2024 10:00:00 - 17/07/2024 11:00:00","BZN|NO2","281.20","n/e","253.00","232.75"
"17/07/2024 11:00:00 - 17/07/2024 12:00:00","BZN|NO2","394.58","n/e","371.00","430.89"
"17/07/2024 12:00:00 - 17/07/2024 13:00:00","BZN|NO2","503.48","n/e","474.00","511.97"
"17/07/2024 13:00:00 - 17/07/2024 14:00:00","BZN|NO2","589.16","n/e","586.00","527.24"
"17/07/2024 14:00:00 - 17/07/2024 15:00:00","BZN|NO2","654.71","n/e","610.00","604.78"
"17/07/2024 15:00:00 - 17/07/2024 16:00:00","BZN|NO2","706.90","n/e","625.00","720.65"
"17/07/2024 16:00:00 - 17/07/2024 17:00:00","BZN|NO2","721.31","n/e","637.00","746.73"
"17/07/2024 17:00:00 - 17/07/2024 18:00:00","BZN|NO2","714.59","n/e","641.00","697.29"
"17/07/2024 18:00:00 - 17/07/2024 19:00:00","BZN|NO2","676.72","n/e","626.00","614.06"
"17/07/2024 19:00:00 - 17/07/2024 20:00:00","BZN|NO2","636.80","n/e","613.00","640.03"
"17/07/2024 20:00:00 - 17/07/2024 21:00:00","BZN|NO2","623.07","n/e","582.00","593.40"
"17/07/2024 21:00:00 - 17/07/2024 22:00:00","BZN|NO2","595.60","n/e","553.00","560.87"
"17/07/2024 22:00:00 - 17/07/2024 23:00:00","BZN|NO2","523.32","n/e","527.00","607.65"
"17/07/2024 23:00:00 - 18/07/2024 00:00:00","BZN|NO2","517.98","n/e","514.00","524.25"
"18/07/2024 00:00:00 - 18/07/2024 01:00:00","BZN|NO2","507.37","n/e","528.00","502.23"
"18/07/2024 01:00:00 - 18/07/2024 02:00:00","BZN|NO2","482.34","n/e","456.00","397.36"
"18/07/2024 02:00:00 - 18/07/2024 03:00:00","BZN|NO2","447.38","n/e","425.00","339.97"
"18/07/2024 03:00:00 - 18/07/2024 04:00:00","BZN|NO2","399.04","n/e","351.00","319.98"
"18/07/2024 04:00:00 - 18/07/2024 05:00:00","BZN|NO2","353.49","n/e","302.00","263.19"
"18/07/2024 05:00:00 - 18/07/2024 06:00:00","BZN|NO2","311.84","n/e","279.00","235.85"
"18/07/2024 06:00:00 - 18/07/2024 07:00:00","BZN|NO2","261.41","n/e","245.00","199.23"
"18/07/2024 07:00:00 - 18/07/2024 08:00:00","BZN|NO2","236.03","n/e","228.00","222.11"
"18/07/2024 08:00:00 - 18/07/2024 09:00:00","BZN|NO2","224.48","n/e","221.00","216.75"
"18/07/2024 09:00:00 - 18/07/2024 10:00:00","BZN|NO2","220.77","n/e","201.00","197.96"
"18/07/2024 10:00:00 - 18/07/2024 11:00:00","BZN|NO2","230.61","n/e","199.00","225.80"
"18/07/2024 11:00:00 - 18/07/2024 12:00:00","BZN|NO2","248.66","n/e","221.00","245.45"
"18/07/2024 12:00:00 - 18/07/2024 13:00:00","BZN|NO2","246.10","n/e","239.00","259.63"
"18/07/2024 13:00:00 - 18/07/2024 14:00:00","BZN|NO2","228.76","n/e","246.00","278.69"
"18/07/2024 14:00:00 - 18/07/2024 15:00:00","BZN|NO2","213.67","n/e","236.00","224.20"
"18/07/2024 15:00:00 - 18/07/2024 16:00:00","BZN|NO2","190.98","n/e","213.00","200.99"
"18/07/2024 16:00:00 - 18/07/2024 17:00:00","BZN|NO2","151.92","n/e","162.00","177.65"
"18/07/2024 17:00:00 - 18/07/2024 18:00:00","BZN|NO2","125.01","n/e","138.00","138.06"
"18/07/2024 18:00:00 - 18/07/2024 19:00:00","BZN|NO2","102.21","n/e","126.00","102.09"
"18/07/2024 19:00:00 - 18/07/2024 20:00:00","BZN|NO2","98.71","n/e","123.00","79.15"
"18/07/2024 20:00:00 - 18/07/2024 21:00:00","BZN|NO2","82.29","n/e","102.00","70.97"
"18/07/2024 21:00:00 - 18/07/2024 22:00:00","BZN|NO2","70.67","n/e","93.00","87.52"
"18/07/2024 22:00:00 - 18/07/2024 23:00:00","BZN|NO2","93.13","n/e","99.00","72.94"
"18/07/2024 23:00:00 - 19/07/2024 00:00:00","BZN|NO2","81.38","n/e","84.00","60.04"
"19/07/2024 00:00:00 - 19/07/2024 01:00:00","BZN|NO2","77.16","n/e","80.00","54.40"
"19/07/2024 01:00:00 - 19/07/2024 02:00:00","BZN|NO2","73.91","n/e","75.00","54.60"
"19/07/2024 02:00:00 - 19/07/2024 03:00:00","BZN|NO2","70.24","n/e","67.00","46.41"
"19/07/2024 03:00:00 - 19/07/2024 04:00:00","BZN|NO2","68.06","n/e","66.00","58.70"
"19/07/2024 04:00:00 - 19/07/2024 05:00:00","BZN|NO2","69.59","n/e","69.00","68.63"
"19/07/2024 05:00:00 - 19/07/2024 06:00:00","BZN|NO2","66.66","n/e","68.00","78.54"
"19/07/2024 06:00:00 - 19/07/2024 07:00:00","BZN|NO2","61.21","n/e","69.00","81.69"
"19/07/2024 07:00:00 - 19/07/2024 08:00:00","BZN|NO2","63.11","n/e","76.00","86.52"
"19/07/2024 08:00:00 - 19/07/2024 09:00:00","BZN|NO2","69.35","n/e","98.00","104.21"
"19/07/2024 09:00:00 - 19/07/2024 10:00:00","BZN|NO2","80.80","n/e","119.00","113.53"
"19/07/2024 10:00:00 - 19/07/2024 11:00:00","BZN|NO2","91.42","n/e","129.00","116.09"
"19/07/2024 11:00:00 - 19/07/2024 12:00:00","BZN|NO2","97.92","n/e","133.00","116.25"
"19/07/2024 12:00:00 - 19/07/2024 13:00:00","BZN|NO2","101.49","n/e","131.00","110.88"
"19/07/2024 13:00:00 - 19/07/2024 14:00:00","BZN|NO2","109.80","n/e","133.00","110.38"
"19/07/2024 14:00:00 - 19/07/2024 15:00:00","BZN|NO2","119.33","n/e","131.00","122.18"
"19/07/2024 15:00:00 - 19/07/2024 16:00:00","BZN|NO2","129.62","n/e","133.00","114.53"
"19/07/2024 16:00:00 - 19/07/2024 17:00:00","BZN|NO2","141.08","n/e","133.00","137.03"
"19/07/2024 17:00:00 - 19/07/2024 18:00:00","BZN|NO2","147.67","n/e","139.00","133.68"
"19/07/2024 18:00:00 - 19/07/2024 19:00:00","BZN|NO2","167.80","n/e","161.00","161.83"
