Delivery Start (CET);Delivery End (CET);NO2 Fossil Gas (MW);NO2 Hydro Pumped Storage (MW);NO2 Hydro Run Of River And Poundage (MW);NO2 Hydro Water Reservoir (MW);NO2 Waste (MW);NO2 Wind Offshore (MW);NO2 Wind Onshore (MW);NO2 Total (MW)
06.11.2025 22:00:00;06.11.2025 22:15:00;0;206.93;1029.31;5051.1;5;3.5;475.07;6770.91
06.11.2025 22:15:00;06.11.2025 22:30:00;0;207.14;1028.61;4819.79;5;3.5;468.52;6532.56
06.11.2025 22:30:00;06.11.2025 22:45:00;0;207.05;1028.4;4688.83;4.93;3.5;448.41;6381.12
06.11.2025 22:45:00;06.11.2025 23:00:00;0;207.17;1028.88;4639.07;4.62;3.5;436.01;6319.25
06.11.2025 23:00:00;06.11.2025 23:15:00;0;206.52;1025.43;4576.23;4.76;3.11;419.01;6235.06
06.11.2025 23:15:00;06.11.2025 23:30:00;0;206.09;1023.93;4561.36;4.65;3.1;400.69;6199.82
06.11.2025 23:30:00;06.11.2025 23:45:00;0;206.2;1024.85;4596.83;4.59;3.1;431.23;6266.8
06.11.2025 23:45:00;07.11.2025 00:00:00;0;205.82;1021.72;4612.16;4.22;3.1;456.9;6303.92
07.11.2025 00:00:00;07.11.2025 00:15:00;0;64.13;1019.05;4678.72;4.11;2.31;452.36;6220.68
07.11.2025 00:15:00;07.11.2025 00:30:00;0;52.19;1017.12;4654.41;4;2.3;483.66;6213.68
07.11.2025 00:30:00;07.11.2025 00:45:00;0;52.06;1017.73;4657.01;3.95;2.3;492.93;6225.98
07.11.2025 00:45:00;07.11.2025 01:00:00;0;52.11;1017.31;4613.89;3.93;2.3;501.02;6190.56
07.11.2025 01:00:00;07.11.2025 01:15:00;0;51.8;1013.39;4447.61;3.92;2;507.14;6025.86
07.11.2025 01:15:00;07.11.2025 01:30:00;0;51.6;1009.6;4406.99;3.75;2;524.44;5998.38
07.11.2025 01:30:00;07.11.2025 01:45:00;0;51.77;1012;4457.48;3.75;2;498.37;6025.37
07.11.2025 01:45:00;07.11.2025 02:00:00;0;52.17;1013.84;4464.64;3.9;2;477.5;6014.05
07.11.2025 02:00:00;07.11.2025 02:15:00;0;52.03;1014.93;4487.97;3.99;1.4;471.64;6031.96
07.11.2025 02:15:00;07.11.2025 02:30:00;0;52.36;1015.86;4378.3;4;1.4;474.83;5926.75
07.11.2025 02:30:00;07.11.2025 02:45:00;0;52.02;1014;4320.61;4.08;1.4;465.7;5857.81
07.11.2025 02:45:00;07.11.2025 03:00:00;0;51.57;1014.38;4537.71;4.08;1.4;484.46;6093.6
07.11.2025 03:00:00;07.11.2025 03:15:00;0;52.04;1015.51;4414.9;4.2;1;503.65;5991.3
07.11.2025 03:15:00;07.11.2025 03:30:00;0;51.29;1015.37;4334.82;4.15;1;529.28;5935.91
07.11.2025 03:30:00;07.11.2025 03:45:00;0;51.44;1013.14;4307.11;4.08;1;524.09;5900.86
07.11.2025 03:45:00;07.11.2025 04:00:00;0;51.28;1010.71;4284.08;4.01;1;526.81;5877.89
07.11.2025 04:00:00;07.11.2025 04:15:00;0;51.51;1010.01;4313.1;4.35;0.7;536.47;5916.14
07.11.2025 04:15:00;07.11.2025 04:30:00;0;51.56;1014.97;4298.37;4.17;0.7;557.91;5927.68
07.11.2025 04:30:00;07.11.2025 04:45:00;0;51.37;1014.14;4274.11;4.13;0.7;578.67;5923.12
07.11.2025 04:45:00;07.11.2025 05:00:00;0;51.62;1015.4;4261.62;4.03;0.7;574.35;5907.72
07.11.2025 05:00:00;07.11.2025 05:15:00;0;52.18;1012.32;4316.61;4.08;0.5;564.26;5949.95
07.11.2025 05:15:00;07.11.2025 05:30:00;0;52.37;1010.22;4342.69;4.1;0.5;574.66;5984.54
07.11.2025 05:30:00;07.11.2025 05:45:00;0;51.97;1009.15;4478.19;4.17;0.5;587.03;6131.01
07.11.2025 05:45:00;07.11.2025 06:00:00;0;52.33;1007.13;4528.92;4.08;0.5;615.4;6208.36
07.11.2025 06:00:00;07.11.2025 06:15:00;0;52.72;1012.23;4747.89;4.17;0.3;648;6465.31
07.11.2025 06:15:00;07.11.2025 06:30:00;0;52.66;1012.33;5013.25;4.22;0.3;679.71;6762.47
07.11.2025 06:30:00;07.11.2025 06:45:00;0;52.51;1011.42;5193.38;4.15;0.3;677.86;6939.62
07.11.2025 06:45:00;07.11.2025 07:00:00;0;52.4;1005.62;5162.26;4.13;0.3;662.38;6887.09
07.11.2025 07:00:00;07.11.2025 07:15:00;0;53.96;1004.9;5091.01;4.54;0.1;631.68;6786.19
07.11.2025 07:15:00;07.11.2025 07:30:00;0;119.15;1002.03;5069.93;4.68;0.1;607.56;6803.45
07.11.2025 07:30:00;07.11.2025 07:45:00;0;249;1000.8;5042.51;4.88;0.1;605.74;6903.03
07.11.2025 07:45:00;07.11.2025 08:00:00;0;259.17;997.68;5176.19;4.66;0.1;602.58;7040.38
07.11.2025 08:00:00;07.11.2025 08:15:00;0;262.75;993.69;5192.08;4.68;0;560.55;7013.75
07.11.2025 08:15:00;07.11.2025 08:30:00;0;262.83;994.13;5171.33;4.83;0;516.64;6949.76
07.11.2025 08:30:00;07.11.2025 08:45:00;0;262.49;995.78;5137.13;4.79;0;518.97;6919.16
07.11.2025 08:45:00;07.11.2025 09:00:00;0;262.79;995.27;5115.6;4.88;0;550.66;6929.2
07.11.2025 09:00:00;07.11.2025 09:15:00;0;258.76;991.74;5092.07;5;0.1;533.03;6880.7
07.11.2025 09:15:00;07.11.2025 09:30:00;0;258.91;984.82;5007.56;5;0.1;504.84;6761.23
07.11.2025 09:30:00;07.11.2025 09:45:00;0;261.08;985.06;5050.01;5;0.1;496.12;6797.37
07.11.2025 09:45:00;07.11.2025 10:00:00;0;260.9;984.9;5043.84;5;0.1;509.54;6804.28
07.11.2025 10:00:00;07.11.2025 10:15:00;0;272.93;986.45;5090.17;5;0.5;497.09;6852.14
07.11.2025 10:15:00;07.11.2025 10:30:00;0;274.68;984.36;5110.23;5;0.5;488.97;6863.74
07.11.2025 10:30:00;07.11.2025 10:45:00;0;276.84;983.83;5139.04;5;0.5;492.14;6897.35
07.11.2025 10:45:00;07.11.2025 11:00:00;0;275.44;985.24;5125.57;5;0.5;459.08;6850.83
07.11.2025 11:00:00;07.11.2025 11:15:00;0;271.52;984.78;5109.81;5;0.9;427.89;6799.9
07.11.2025 11:15:00;07.11.2025 11:30:00;0;270.73;985.39;5208.36;5.01;0.9;396.91;6867.3
07.11.2025 11:30:00;07.11.2025 11:45:00;0;269.57;994.52;5191.78;5.03;0.9;400.89;6862.69
07.11.2025 11:45:00;07.11.2025 12:00:00;0;272.93;989.89;5168.11;5.02;0.9;380.17;6817.02
07.11.2025 12:00:00;07.11.2025 12:15:00;0;268.71;972.26;5131.87;4.96;1.2;355.03;6734.03
07.11.2025 12:15:00;07.11.2025 12:30:00;0;268.92;968.7;5312.17;5;1.2;335.77;6891.76
07.11.2025 12:30:00;07.11.2025 12:45:00;0;268.35;968.11;5375.76;4.96;1.2;345.3;6963.68
07.11.2025 12:45:00;07.11.2025 13:00:00;0;268.38;965.93;5409.61;4.96;1.2;354.06;7004.14
07.11.2025 13:00:00;07.11.2025 13:15:00;0;267.74;971.77;5392.95;5;1.1;326.89;6965.45
07.11.2025 13:15:00;07.11.2025 13:30:00;0;268.61;969.03;5416.63;5;1.1;336.92;6997.29
07.11.2025 13:30:00;07.11.2025 13:45:00;0;268.3;967.52;5435.02;4.98;1.1;358.82;7035.74
07.11.2025 13:45:00;07.11.2025 14:00:00;0;267.84;968.95;5414.52;5;1.1;337.87;6995.28
07.11.2025 14:00:00;07.11.2025 14:15:00;0;265.33;972.75;5285.76;4.94;0.9;328.63;6858.31
07.11.2025 14:15:00;07.11.2025 14:30:00;0;265;973.2;5308.47;4.82;0.9;359.27;6911.66
07.11.2025 14:30:00;07.11.2025 14:45:00;0;265.71;976.26;5328.23;4.86;0.9;408.31;6984.27
07.11.2025 14:45:00;07.11.2025 15:00:00;0;265.22;980.5;5240.77;4.81;0.9;451.8;6944
07.11.2025 15:00:00;07.11.2025 15:15:00;0;266.14;976.51;5215.48;4.55;1;466.45;6930.13
07.11.2025 15:15:00;07.11.2025 15:30:00;0;266.02;979.56;5286.04;4.75;1;382.94;6920.31
07.11.2025 15:30:00;07.11.2025 15:45:00;0;265.51;979.76;5401.22;4.87;1;325.63;6977.99
07.11.2025 15:45:00;07.11.2025 16:00:00;0;265.43;978.62;5766.03;4.74;1;343.32;7359.14
07.11.2025 16:00:00;07.11.2025 16:15:00;0;257.77;974.16;6003.1;4.56;1.5;399.94;7641.03
07.11.2025 16:15:00;07.11.2025 16:30:00;0;262.58;975.17;6199.11;4.59;1.5;384.66;7827.61
07.11.2025 16:30:00;07.11.2025 16:45:00;0;265.31;975.99;6290.25;4.61;1.5;374.62;7912.28
07.11.2025 16:45:00;07.11.2025 17:00:00;0;265.17;974.79;6298.3;4.56;1.5;326.37;7870.69
07.11.2025 17:00:00;07.11.2025 17:15:00;0;276.13;972.85;6263.65;4.59;2.19;310.02;7829.43
07.11.2025 17:15:00;07.11.2025 17:30:00;0;304.66;971.62;6341.85;4.48;2.2;341.03;7965.84
07.11.2025 17:30:00;07.11.2025 17:45:00;0;304.68;973.28;6349.94;4.34;2.2;376.97;8011.41
07.11.2025 17:45:00;07.11.2025 18:00:00;0;300.99;972.35;6336.59;4.58;2.2;359.78;7976.49
07.11.2025 18:00:00;07.11.2025 18:15:00;0;304.34;967.97;6374.18;4.99;2;334.31;7987.79
07.11.2025 18:15:00;07.11.2025 18:30:00;0;296.55;967.94;6337.88;5;2;332.67;7942.04
07.11.2025 18:30:00;07.11.2025 18:45:00;0;295.8;967.42;6289.02;4.98;2;324.41;7883.63
07.11.2025 18:45:00;07.11.2025 19:00:00;0;293.69;965.08;6249.06;5;2;316.16;7830.99
07.11.2025 19:00:00;07.11.2025 19:15:00;0;295.86;964.73;6274.79;5;2;310.4;7852.78
07.11.2025 19:15:00;07.11.2025 19:30:00;0;292.76;963.62;6196.86;5;2;286.02;7746.26
07.11.2025 19:30:00;07.11.2025 19:45:00;0;291.38;961.37;6076.68;5;2;278.29;7614.72
07.11.2025 19:45:00;07.11.2025 20:00:00;0;291.06;960.47;6041.43;5;2;282.49;7582.45
07.11.2025 20:00:00;07.11.2025 20:15:00;0;295.4;956.29;5926.16;5;2.2;253.24;7438.29
07.11.2025 20:15:00;07.11.2025 20:30:00;0;291.76;959.95;5823.9;5;2.2;218.23;7301.04
07.11.2025 20:30:00;07.11.2025 20:45:00;0;291.26;952.26;5785.62;5;2.2;195.86;7232.2
07.11.2025 20:45:00;07.11.2025 21:00:00;0;284.6;949.43;5779.78;5;2.2;187.94;7208.95
07.11.2025 21:00:00;07.11.2025 21:15:00;0;283.19;938.86;5734.43;5;2;184.07;7147.55
07.11.2025 21:15:00;07.11.2025 21:30:00;0;291.14;937.39;5739.92;5;2;175.33;7150.78
07.11.2025 21:30:00;07.11.2025 21:45:00;0;284.85;937.35;5733.09;5;2;167.51;7129.8
07.11.2025 21:45:00;07.11.2025 22:00:00;0;280.39;935.82;5676.25;5;2;147.64;7047.1
07.11.2025 22:00:00;07.11.2025 22:15:00;0;272.12;935.03;5519.01;5;1.9;140.1;6873.16
07.11.2025 22:15:00;07.11.2025 22:30:00;0;260.97;935.84;5375.33;5;1.9;135.58;6714.62
07.11.2025 22:30:00;07.11.2025 22:45:00;0;162.85;935.1;5417.48;5;1.9;140.11;6662.44
07.11.2025 22:45:00;07.11.2025 23:00:00;0;144.68;933.3;5419.17;5;1.9;138.42;6642.47
07.11.2025 23:00:00;07.11.2025 23:15:00;0;144.08;931.51;5396.06;5;1.6;139.46;6617.71
07.11.2025 23:15:00;07.11.2025 23:30:00;0;143.96;929.4;5346.24;5;1.6;129.19;6555.39
07.11.2025 23:30:00;07.11.2025 23:45:00;0;127.08;928.59;5306.24;5;1.6;121.13;6489.64
07.11.2025 23:45:00;08.11.2025 00:00:00;0;124.95;927.54;5222.29;4.94;1.6;122.82;6404.14
08.11.2025 00:00:00;08.11.2025 00:15:00;0;131.84;924.64;5090.99;5;1.5;113.24;6267.21
08.11.2025 00:15:00;08.11.2025 00:30:00;0;131.42;921.74;5053.67;5.05;1.5;115.12;6228.5
08.11.2025 00:30:00;08.11.2025 00:45:00;0;132.4;921.76;5149.65;4.98;1.5;108.84;6319.13
08.11.2025 00:45:00;08.11.2025 01:00:00;0;132.37;919.77;5266.47;4.95;1.5;100.81;6425.87
08.11.2025 01:00:00;08.11.2025 01:15:00;0;132.23;914.81;5240.52;4.92;1.2;95.25;6388.93
08.11.2025 01:15:00;08.11.2025 01:30:00;0;132.25;916.18;5204;4.93;1.2;93.79;6352.35
08.11.2025 01:30:00;08.11.2025 01:45:00;0;132.57;916.09;5155.08;4.92;1.2;81.3;6291.16
08.11.2025 01:45:00;08.11.2025 02:00:00;0;132.77;917.54;5077.14;4.91;1.2;81.32;6214.88
08.11.2025 02:00:00;08.11.2025 02:15:00;0;132.07;913.28;4931.42;4.82;1.2;77.75;6060.54
08.11.2025 02:15:00;08.11.2025 02:30:00;0;131.85;913.3;4907.02;4.9;1.2;84.06;6042.33
08.11.2025 02:30:00;08.11.2025 02:45:00;0;132.72;915.16;5058.68;4.85;1.2;75.65;6188.26
08.11.2025 02:45:00;08.11.2025 03:00:00;0;132.83;912.78;4969.07;4.83;1.2;67.66;6088.37
08.11.2025 03:00:00;08.11.2025 03:15:00;0;114.33;913.96;4788.44;4.78;1.1;65.98;5888.59
08.11.2025 03:15:00;08.11.2025 03:30:00;0;112.74;911.32;4716.32;4.73;1.1;63.17;5809.38
08.11.2025 03:30:00;08.11.2025 03:45:00;0;113.01;910.66;4592.02;4.79;1.1;57.49;5679.07
08.11.2025 03:45:00;08.11.2025 04:00:00;0;113.07;911.04;4550.17;4.91;1.1;59.89;5640.18
08.11.2025 04:00:00;08.11.2025 04:15:00;0;113.3;911.23;4526.09;4.93;0.9;57.92;5614.37
08.11.2025 04:15:00;08.11.2025 04:30:00;0;113.59;911.37;4528.78;4.82;0.9;54.85;5614.31
08.11.2025 04:30:00;08.11.2025 04:45:00;0;113.67;912.16;4539.3;4.68;0.9;63.37;5634.08
08.11.2025 04:45:00;08.11.2025 05:00:00;0;113.19;911.97;4497.95;4.74;0.9;65.66;5594.41
08.11.2025 05:00:00;08.11.2025 05:15:00;0;113.29;908.49;4489.51;4.6;0.8;60.66;5577.35
08.11.2025 05:15:00;08.11.2025 05:30:00;0;113.54;907.28;4508.91;4.65;0.8;57.54;5592.72
08.11.2025 05:30:00;08.11.2025 05:45:00;0;113.41;906.02;4548.08;4.46;0.8;46.21;5618.98
08.11.2025 05:45:00;08.11.2025 06:00:00;0;121.24;904.84;4591.45;4.61;0.8;36.13;5659.07
08.11.2025 06:00:00;08.11.2025 06:15:00;0;130.49;904.08;4896.39;5;0.7;35.49;5972.15
08.11.2025 06:15:00;08.11.2025 06:30:00;0;131.61;905.14;5021.37;5.01;0.7;35.22;6099.05
08.11.2025 06:30:00;08.11.2025 06:45:00;0;131.99;905.56;5204.91;5.11;0.7;29.03;6277.3
08.11.2025 06:45:00;08.11.2025 07:00:00;0;131.93;905.46;5413.42;5.13;0.7;25.17;6481.81
08.11.2025 07:00:00;08.11.2025 07:15:00;0;132.2;905.88;5281.88;5.19;0.6;22.93;6348.68
08.11.2025 07:15:00;08.11.2025 07:30:00;0;132.21;906.12;5322.33;5.21;0.6;21.51;6387.98
08.11.2025 07:30:00;08.11.2025 07:45:00;0;132.6;905.13;5365.64;5.11;0.6;20.71;6429.79
08.11.2025 07:45:00;08.11.2025 08:00:00;0;132.9;903.83;5458.83;5.06;0.6;21.07;6522.29
08.11.2025 08:00:00;08.11.2025 08:15:00;0;133.08;903.12;5427.77;5.1;0.6;20.76;6490.43
08.11.2025 08:15:00;08.11.2025 08:30:00;0;132.84;902.29;5463.61;5.15;0.6;20.86;6525.35
08.11.2025 08:30:00;08.11.2025 08:45:00;0;132.57;901.96;5516.26;5.13;0.6;17.69;6574.21
08.11.2025 08:45:00;08.11.2025 09:00:00;0;132.33;901.92;5639.17;5.15;0.6;18.26;6697.43
08.11.2025 09:00:00;08.11.2025 09:15:00;0;131.36;898.42;5707.63;5.08;0.6;18.58;6761.67
08.11.2025 09:15:00;08.11.2025 09:30:00;0;131.96;897.48;5822.27;5.03;0.6;18.94;6876.28
08.11.2025 09:30:00;08.11.2025 09:45:00;0;132.61;894.81;5900.34;5;0.6;18.42;6951.78
08.11.2025 09:45:00;08.11.2025 10:00:00;0;133.06;895.96;6011.49;5;0.6;19.09;7065.2
08.11.2025 10:00:00;08.11.2025 10:15:00;0;133.04;896.26;6107.34;5;0.7;19.18;7161.52
08.11.2025 10:15:00;08.11.2025 10:30:00;0;133.04;895.3;6152.42;5;0.7;21.84;7208.3
08.11.2025 10:30:00;08.11.2025 10:45:00;0;132.79;894.99;6199.18;5;0.7;22.21;7254.87
08.11.2025 10:45:00;08.11.2025 11:00:00;0;132.77;897.06;6178.16;5;0.7;22.22;7235.91
08.11.2025 11:00:00;08.11.2025 11:15:00;0;132.72;894.9;6183.72;5;0.6;24.3;7241.24
08.11.2025 11:15:00;08.11.2025 11:30:00;0;132.67;894.49;6193.93;5;0.6;25.44;7252.13
08.11.2025 11:30:00;08.11.2025 11:45:00;0;132.65;893.44;6196.15;5;0.6;27.4;7255.24
08.11.2025 11:45:00;08.11.2025 12:00:00;0;132.6;893.57;6218.47;5;0.6;25.33;7275.57
08.11.2025 12:00:00;08.11.2025 12:15:00;0;132.73;889.89;6124.48;5;0.5;22.65;7175.25
08.11.2025 12:15:00;08.11.2025 12:30:00;0;132.67;890.11;6095.01;5;0.5;19.3;7142.59
08.11.2025 12:30:00;08.11.2025 12:45:00;0;133.03;890.34;6133.25;5;0.5;16.7;7178.82
08.11.2025 12:45:00;08.11.2025 13:00:00;0;132.77;888.97;6097.67;5;0.5;16.91;7141.82
08.11.2025 13:00:00;08.11.2025 13:15:00;0;132.67;888.8;6136.81;5;0.5;18.38;7182.16
08.11.2025 13:15:00;08.11.2025 13:30:00;0;132.84;889.79;6147.2;5;0.5;20.18;7195.51
08.11.2025 13:30:00;08.11.2025 13:45:00;0;132.88;889.77;6189.52;5;0.5;21.32;7238.99
08.11.2025 13:45:00;08.11.2025 14:00:00;0;132.32;888.19;6203.62;5;0.5;24.11;7253.74
08.11.2025 14:00:00;08.11.2025 14:15:00;0;132.4;884.96;6297.08;5;0.5;28.98;7348.92
08.11.2025 14:15:00;08.11.2025 14:30:00;0;132.46;883.62;6312.54;5;0.5;28.15;7362.27
08.11.2025 14:30:00;08.11.2025 14:45:00;0;132.26;882.2;6302.04;5;0.5;26.03;7348.03
08.11.2025 14:45:00;08.11.2025 15:00:00;0;131.92;879.92;6288.38;5;0.5;27.35;7333.07
08.11.2025 15:00:00;08.11.2025 15:15:00;0;132.13;875.99;6213.8;5;0.5;31.21;7258.63
08.11.2025 15:15:00;08.11.2025 15:30:00;0;258.61;877.9;6187.68;5;0.5;34.36;7364.05
08.11.2025 15:30:00;08.11.2025 15:45:00;0;267.58;878.84;6219.8;5;0.5;37.25;7408.97
08.11.2025 15:45:00;08.11.2025 16:00:00;0;271.21;880.29;6310.48;5;0.5;41.61;7509.09
08.11.2025 16:00:00;08.11.2025 16:15:00;0;253.17;883.02;6461.16;4.95;0.6;42.11;7645.01
08.11.2025 16:15:00;08.11.2025 16:30:00;0;251.06;884.76;6450.31;5;0.6;39.31;7631.04
08.11.2025 16:30:00;08.11.2025 16:45:00;0;252.41;889.31;6430.65;5;0.6;38.46;7616.43
08.11.2025 16:45:00;08.11.2025 17:00:00;0;275.67;889.61;6649.84;5;0.6;44.17;7864.89
08.11.2025 17:00:00;08.11.2025 17:15:00;0;293.01;890.07;6866.93;5;0.7;47.9;8103.61
08.11.2025 17:15:00;08.11.2025 17:30:00;0;294.24;882.27;6909.95;5;0.7;43.05;8135.21
08.11.2025 17:30:00;08.11.2025 17:45:00;0;294.61;882.89;6914.16;5;0.7;37.51;8134.87
08.11.2025 17:45:00;08.11.2025 18:00:00;0;300.53;881.96;6883.72;5;0.7;36.61;8108.52
08.11.2025 18:00:00;08.11.2025 18:15:00;0;296.27;878.53;6878.56;5;0.7;40.82;8099.88
08.11.2025 18:15:00;08.11.2025 18:30:00;0;295.64;879.13;6832.78;5;0.7;45.2;8058.45
08.11.2025 18:30:00;08.11.2025 18:45:00;0;296.28;879.59;6646.64;5;0.7;41.5;7869.71
08.11.2025 18:45:00;08.11.2025 19:00:00;0;298.91;878.53;6769.99;5;0.7;34.28;7987.41
08.11.2025 19:00:00;08.11.2025 19:15:00;0;293.26;877;6765.9;5;0.8;31.43;7973.39
08.11.2025 19:15:00;08.11.2025 19:30:00;0;268.55;878.3;6660.16;5;0.8;29.34;7842.15
08.11.2025 19:30:00;08.11.2025 19:45:00;0;256.32;878.66;6660.99;5;0.8;25.4;7827.17
08.11.2025 19:45:00;08.11.2025 20:00:00;0;256.02;879.93;6646.7;5;0.8;20.26;7808.71
08.11.2025 20:00:00;08.11.2025 20:15:00;0;291.92;879.17;6527.47;5;0.8;16.05;7720.41
08.11.2025 20:15:00;08.11.2025 20:30:00;0;295.34;879.18;6482.76;5;0.8;18.31;7681.39
08.11.2025 20:30:00;08.11.2025 20:45:00;0;294.96;884.27;6438.89;5;0.8;17.56;7641.48
08.11.2025 20:45:00;08.11.2025 21:00:00;0;294.64;885.89;6383.39;5;0.8;16.69;7586.41
08.11.2025 21:00:00;08.11.2025 21:15:00;0;296.02;884.99;6307.01;5;0.9;17.58;7511.5
08.11.2025 21:15:00;08.11.2025 21:30:00;0;293.21;886.24;6291.53;5;0.9;18.93;7495.81
08.11.2025 21:30:00;08.11.2025 21:45:00;0;287.48;886.39;6228.84;5;0.9;19.88;7428.49
08.11.2025 21:45:00;08.11.2025 22:00:00;0;284.51;885.16;6175.65;5;0.9;21.76;7372.98
08.11.2025 22:00:00;08.11.2025 22:15:00;0;294.2;886.55;6105.65;5;0.9;20.19;7312.49
08.11.2025 22:15:00;08.11.2025 22:30:00;0;292.43;886.89;6071;5;0.9;22.69;7278.91
08.11.2025 22:30:00;08.11.2025 22:45:00;0;277.48;887.6;6019.09;5;0.9;26.74;7216.81
08.11.2025 22:45:00;08.11.2025 23:00:00;0;255.99;886.77;5920.12;5;0.9;32.59;7101.37
08.11.2025 23:00:00;08.11.2025 23:15:00;0;151.46;878.84;5845.96;5;0.9;36.4;6918.56
08.11.2025 23:15:00;08.11.2025 23:30:00;0;136.14;877.97;5806.14;5;0.9;33.84;6859.99
08.11.2025 23:30:00;08.11.2025 23:45:00;0;138.42;876.46;5809.33;4.85;0.9;34.42;6864.38
08.11.2025 23:45:00;09.11.2025 00:00:00;0;112.4;878.54;5751.1;4.81;0.9;33.35;6781.1
09.11.2025 00:00:00;09.11.2025 00:15:00;0;113.53;876.83;5741.11;4.74;1;33.65;6770.86
09.11.2025 00:15:00;09.11.2025 00:30:00;0;113.56;873.23;5727.14;4.94;1;38.34;6758.21
09.11.2025 00:30:00;09.11.2025 00:45:00;0;112.36;868.7;5784.61;4.95;1;37.3;6808.92
09.11.2025 00:45:00;09.11.2025 01:00:00;0;112.04;869.8;5784.84;4.96;1;34.6;6807.24
09.11.2025 01:00:00;09.11.2025 01:15:00;0;112.01;865.87;5829.61;4.49;0.9;33.91;6846.79
09.11.2025 01:15:00;09.11.2025 01:30:00;0;111.43;867.54;5753.29;4.68;0.9;33.62;6771.46
09.11.2025 01:30:00;09.11.2025 01:45:00;0;111.9;865.98;5655.88;5.01;0.9;31.45;6671.12
09.11.2025 01:45:00;09.11.2025 02:00:00;0;111.81;866.33;5494.49;5.14;0.9;32.04;6510.71
09.11.2025 02:00:00;09.11.2025 02:15:00;0;111.28;862.05;5345.73;4.89;1;31.17;6356.12
09.11.2025 02:15:00;09.11.2025 02:30:00;0;111.47;861.56;5358.04;4.9;1;34.12;6371.09
09.11.2025 02:30:00;09.11.2025 02:45:00;0;111.92;862.45;5366.63;4.95;1;34.48;6381.43
09.11.2025 02:45:00;09.11.2025 03:00:00;0;111.69;860.69;5337.43;5.01;1;35.87;6351.69
09.11.2025 03:00:00;09.11.2025 03:15:00;0;111.21;866.59;5200.77;4.94;1.1;40.52;6225.13
09.11.2025 03:15:00;09.11.2025 03:30:00;0;111.08;865.28;5178.14;4.83;1.1;44.57;6205
09.11.2025 03:30:00;09.11.2025 03:45:00;0;111.22;866.2;5164.06;4.74;1.1;45.29;6192.61
09.11.2025 03:45:00;09.11.2025 04:00:00;0;109.31;864.83;5139.18;4.64;1.1;46.85;6165.91
09.11.2025 04:00:00;09.11.2025 04:15:00;0;109.76;859.67;5171.83;4.81;1.1;43.5;6190.67
09.11.2025 04:15:00;09.11.2025 04:30:00;0;110.41;860.31;5183.56;4.84;1.1;38.89;6199.11
09.11.2025 04:30:00;09.11.2025 04:45:00;0;110.96;860.56;5211.79;4.69;1.1;37.81;6226.91
09.11.2025 04:45:00;09.11.2025 05:00:00;0;111.12;860.37;5218.96;5.09;1.1;40.47;6237.11
09.11.2025 05:00:00;09.11.2025 05:15:00;0;111.23;853.82;5299.01;4.94;1.1;41.09;6311.19
09.11.2025 05:15:00;09.11.2025 05:30:00;0;111.25;852.55;5266.64;5.16;1.1;41.68;6278.38
09.11.2025 05:30:00;09.11.2025 05:45:00;0;111.7;849.39;5260;5.1;1.1;42.47;6269.76
09.11.2025 05:45:00;09.11.2025 06:00:00;0;111.54;850.56;5279.9;5.15;1.1;43.65;6291.9
09.11.2025 06:00:00;09.11.2025 06:15:00;0;111.79;850.24;5362.53;5.41;1.2;41.19;6372.36
09.11.2025 06:15:00;09.11.2025 06:30:00;0;111.65;850.05;5394.77;5.35;1.2;38.11;6401.13
09.11.2025 06:30:00;09.11.2025 06:45:00;0;111.23;852.05;5364.48;5.26;1.2;37.99;6372.21
09.11.2025 06:45:00;09.11.2025 07:00:00;0;109.96;849.13;5416.5;5.25;1.2;38.88;6420.92
09.11.2025 07:00:00;09.11.2025 07:15:00;0;110.43;846.23;5445.14;5.32;1.3;38;6446.42
09.11.2025 07:15:00;09.11.2025 07:30:00;0;110.62;846.8;5470.01;5.3;1.3;43.57;6477.6
09.11.2025 07:30:00;09.11.2025 07:45:00;0;110.86;847.57;5508.28;5.33;1.3;49.59;6522.93
09.11.2025 07:45:00;09.11.2025 08:00:00;0;111.42;846.53;5577.86;5.36;1.3;57.42;6599.89
09.11.2025 08:00:00;09.11.2025 08:15:00;0;111.6;836.46;5567.11;5.3;1.4;69.85;6591.72
09.11.2025 08:15:00;09.11.2025 08:30:00;0;111.62;837.27;5599.89;5.3;1.4;71.31;6626.79
09.11.2025 08:30:00;09.11.2025 08:45:00;0;111.39;836.1;5624.05;5.19;1.4;70.63;6648.76
09.11.2025 08:45:00;09.11.2025 09:00:00;0;111.36;835.06;5693.28;5.15;1.4;70.53;6716.78
09.11.2025 09:00:00;09.11.2025 09:15:00;0;111.46;838.98;5907.06;5.12;1.3;68.14;6932.06
09.11.2025 09:15:00;09.11.2025 09:30:00;0;112.18;841.24;6135.34;5.09;1.3;67.56;7162.71
09.11.2025 09:30:00;09.11.2025 09:45:00;0;111.79;838.47;6197.39;5.07;1.3;75.66;7229.68
09.11.2025 09:45:00;09.11.2025 10:00:00;0;114.21;841.42;6230.29;5.02;1.3;73.62;7265.86
09.11.2025 10:00:00;09.11.2025 10:15:00;0;275.45;845.4;6270.42;5;1.8;78.71;7476.78
09.11.2025 10:15:00;09.11.2025 10:30:00;0;290.78;844.05;6274.48;5;1.8;72.59;7488.7
09.11.2025 10:30:00;09.11.2025 10:45:00;0;297.54;845.02;6253.62;5;1.8;71.43;7474.41
