y_true,y_hat,spread
down,down,11.93
down,down,11.93
up,up,11.35
up,up,11.35
up,up,11.35
up,up,11.43
down,down,5.579999999999998
down,down,5.579999999999998
down,down,5.579999999999998
down,down,3.960000000000001
down,down,6.460000000000001
down,down,6.460000000000001
down,down,6.460000000000001
down,down,6.340000000000003
down,down,6.840000000000003
down,down,6.840000000000003
down,down,6.840000000000003
down,down,4.770000000000003
down,down,9.770000000000003
down,down,9.770000000000003
down,down,9.770000000000003
down,down,9.659999999999997
down,down,13.659999999999997
down,down,13.659999999999997
down,down,13.659999999999997
down,down,16.42
down,down,16.42
down,down,16.42
down,down,16.42
down,down,18.32
down,down,18.32
down,down,18.32
down,down,18.32
down,down,22.39
down,down,18.39
down,down,18.39
down,down,18.39
up,up,3.649999999999999
down,down,-12.080000000000013
down,down,16.89999999999999
down,down,16.89999999999999
down,down,16.89999999999999
down,down,14.989999999999997
down,down,16.299999999999997
down,down,16.299999999999997
down,down,16.299999999999997
down,down,8.850000000000001
down,down,11.57
down,down,11.57
down,down,11.57
down,down,9.519999999999996
down,down,9.519999999999996
down,down,9.519999999999996
down,down,9.519999999999996
down,down,8.490000000000002
down,down,7.770000000000003
down,down,7.770000000000003
down,down,7.770000000000003
down,down,7.030000000000001
down,down,8.030000000000001
down,down,8.030000000000001
down,down,8.030000000000001
down,down,7.560000000000002
down,down,8.560000000000002
down,down,8.560000000000002
down,down,8.560000000000002
down,down,8.280000000000001
down,down,8.280000000000001
down,down,8.280000000000001
down,down,8.280000000000001
down,down,0.2700000000000031
down,down,9.020000000000003
down,down,9.020000000000003
down,down,9.020000000000003
down,down,8.979999999999997
down,down,8.979999999999997
down,down,8.979999999999997
down,down,8.979999999999997
down,down,8.93
down,down,8.93
down,down,8.93
down,down,8.93
down,down,8.990000000000002
down,down,8.990000000000002
down,down,8.990000000000002
down,down,8.990000000000002
down,down,9.420000000000002
down,down,9.420000000000002
down,down,9.420000000000002
down,down,9.420000000000002
down,down,9.450000000000005
down,down,9.450000000000005
down,down,9.450000000000005
down,down,9.450000000000005
down,down,10.11
down,down,8.61
up,up,4.699999999999996
up,up,11.009999999999998
up,up,11.009999999999998
up,up,11.009999999999998
up,up,13.39
up,up,11.39
up,up,11.39
up,up,11.39
down,down,9.700000000000005
down,down,9.700000000000005
down,down,9.700000000000005
down,down,8.719999999999999
down,down,3.719999999999999
down,down,3.719999999999999
down,down,3.719999999999999
down,down,16.08
down,down,16.08
down,down,16.08
down,down,16.08
down,down,13.020000000000003
down,down,13.020000000000003
down,down,13.020000000000003
down,down,13.020000000000003
down,down,10.9
down,down,9.97
down,down,9.97
down,down,9.97
down,down,10.439999999999998
down,down,10.439999999999998
down,down,10.439999999999998
down,down,10.439999999999998
down,down,15.990000000000002
down,down,11.990000000000002
down,down,11.990000000000002
down,down,11.990000000000002
down,down,5.979999999999997
down,down,5.979999999999997
down,down,5.0
down,down,5.0
down,down,5.0
down,down,5.0
down,down,3.869999999999997
down,down,3.869999999999997
down,down,3.869999999999997
down,down,3.869999999999997
down,down,2.369999999999997
down,down,7.479999999999997
down,down,7.479999999999997
down,down,7.479999999999997
down,down,7.850000000000001
down,down,12.590000000000003
down,down,12.590000000000003
down,down,12.590000000000003
down,down,15.690000000000005
down,down,15.910000000000004
down,down,15.910000000000004
down,down,15.910000000000004
down,down,28.07
down,down,24.61
down,down,24.61
down,down,24.61
down,down,32.67
down,down,34.17
down,down,34.17
down,down,34.17
down,down,30.0
down,down,28.5
down,down,28.5
down,down,28.5
down,down,19.980000000000004
down,down,19.67
down,down,19.67
down,down,19.67
down,down,13.339999999999996
down,down,12.65
down,down,12.65
down,down,12.65
down,down,8.950000000000003
down,down,8.950000000000003
up,up,18.58
up,up,18.58
up,up,18.58
up,up,18.58
up,up,18.590000000000003
up,up,15.590000000000003
up,up,15.590000000000003
up,up,15.590000000000003
up,up,3.990000000000002
up,up,3.990000000000002
up,up,2.990000000000002
up,up,2.990000000000002
up,up,0.75
up,up,5.75
up,up,5.75
up,up,5.75
up,up,5.039999999999999
up,up,5.039999999999999
down,down,5.0
down,down,5.0
down,down,5.0
down,down,6.729999999999997
down,down,7.729999999999997
down,down,7.729999999999997
down,down,7.729999999999997
down,down,8.71
down,down,1.5700000000000005
down,down,1.0900000000000034
down,down,1.0900000000000034
down,down,1.0900000000000034
down,down,2.119999999999997
down,down,3.119999999999997
down,down,3.950000000000003
down,down,1.8900000000000008
down,down,10.25
down,down,10.25
down,down,10.25
down,down,9.1
down,down,9.1
down,down,9.1
down,down,9.1
down,down,6.149999999999999
down,down,11.65
down,down,11.65
down,down,11.65
down,down,13.07
down,down,8.57
down,down,8.57
down,down,8.57
down,down,8.740000000000002
down,down,11.240000000000002
down,down,11.240000000000002
down,down,11.240000000000002
down,down,4.909999999999997
down,down,4.909999999999997
down,down,4.909999999999997
down,down,4.909999999999997
down,down,6.25
down,down,6.25
up,up,6.149999999999999
up,up,6.149999999999999
up,up,6.149999999999999
down,down,-2.039999999999999
down,down,9.810000000000002
down,down,9.810000000000002
down,down,9.810000000000002
down,down,11.729999999999997
down,down,11.729999999999997
down,down,11.729999999999997
down,down,11.729999999999997
up,up,-4.490000000000002
up,up,3.93
up,up,3.93
up,up,3.93
up,up,3.0700000000000003
up,up,6.07
up,up,6.07
up,up,6.07
up,up,9.579999999999998
up,up,8.579999999999998
up,up,8.579999999999998
up,up,10.450000000000005
up,up,8.450000000000003
up,up,8.450000000000003
up,up,8.759999999999998
up,up,2.269999999999996
up,up,2.269999999999996
up,up,2.269999999999996
up,up,3.1699999999999946
down,down,7.43
down,down,7.43
down,down,7.770000000000003
down,down,7.770000000000003
down,down,6.990000000000002
down,down,7.990000000000002
down,down,7.990000000000002
down,down,7.990000000000002
down,down,7.460000000000001
down,down,9.46
down,down,9.46
down,down,9.46
down,down,7.039999999999999
down,down,4.079999999999998
down,down,4.079999999999998
down,down,4.079999999999998
down,down,10.29
down,down,10.29
down,down,9.36
down,down,9.36
down,down,9.36
down,down,9.36
down,down,8.82
down,down,10.32
down,down,10.32
down,down,10.32
down,down,9.93
down,down,9.93
down,down,9.93
down,down,9.93
down,down,10.490000000000002
down,down,9.990000000000002
down,down,9.990000000000002
down,down,9.990000000000002
down,down,10.310000000000002
down,down,8.810000000000002
down,down,8.810000000000002
down,down,8.810000000000002
down,down,8.700000000000003
down,down,8.700000000000003
down,down,8.700000000000003
down,down,8.700000000000003
down,down,8.799999999999997
down,down,8.799999999999997
down,down,8.799999999999997
down,down,8.799999999999997
down,down,8.990000000000002
down,down,7.990000000000002
down,down,7.990000000000002
down,down,7.990000000000002
down,down,8.880000000000003
down,down,8.880000000000003
down,down,5.920000000000002
down,down,10.920000000000002
down,down,10.920000000000002
down,down,10.920000000000002
down,down,10.25
down,down,10.75
down,down,10.75
down,down,10.75
down,down,10.71
down,down,10.71
down,down,10.71
down,down,10.71
down,down,11.1
down,down,12.6
down,down,12.6
down,down,12.6
down,down,7.210000000000001
down,down,7.210000000000001
down,down,7.210000000000001
down,down,7.479999999999997
down,down,7.269999999999996
down,down,7.269999999999996
down,down,7.269999999999996
down,down,7.25
down,down,6.980000000000004
down,down,6.980000000000004
down,down,6.980000000000004
down,down,6.880000000000003
down,down,6.899999999999999
down,down,6.899999999999999
down,down,6.759999999999998
down,down,8.68
down,down,8.68
down,down,8.68
down,down,8.719999999999999
down,down,9.22
down,down,9.22
down,down,9.22
down,down,8.61
down,down,10.61
down,down,10.61
down,down,10.61
down,down,10.590000000000003
down,down,10.590000000000003
down,down,10.590000000000003
down,down,10.590000000000003
down,down,11.060000000000002
down,down,11.060000000000002
down,down,11.060000000000002
down,down,11.060000000000002
down,down,11.65
down,down,11.65
down,down,11.65
down,down,11.65
up,up,6.020000000000003
up,up,6.020000000000003
down,down,6.190000000000005
down,down,3.770000000000003
down,down,3.770000000000003
down,down,3.770000000000003
down,down,3.1700000000000017
down,down,3.1700000000000017
down,down,3.1700000000000017
down,down,3.1700000000000017
down,down,3.740000000000002
down,down,3.740000000000002
down,down,3.740000000000002
down,down,3.740000000000002
down,down,16.049999999999997
down,down,22.47
down,down,-6.070000000000007
down,down,7.319999999999993
down,down,7.319999999999993
down,down,7.319999999999993
down,down,7.209999999999994
down,down,7.209999999999994
down,down,7.209999999999994
down,down,7.209999999999994
down,down,8.379999999999995
down,down,9.879999999999995
down,down,9.879999999999995
down,down,9.879999999999995
down,down,11.459999999999994
down,down,11.459999999999994
down,down,11.459999999999994
down,down,11.459999999999994
down,down,18.739999999999995
down,down,18.739999999999995
down,down,18.739999999999995
down,down,18.739999999999995
down,down,38.400000000000006
down,down,38.900000000000006
down,down,38.900000000000006
up,up,13.429999999999993
up,up,20.14
down,down,1.259999999999998
down,down,1.259999999999998
down,down,6.239999999999995
down,down,9.239999999999997
down,down,9.239999999999997
down,down,-4.219999999999999
down,down,5.780000000000001
down,down,5.780000000000001
down,down,5.780000000000001
down,down,18.11
down,down,23.200000000000003
down,down,17.200000000000003
down,down,10.950000000000005
down,down,7.950000000000003
down,down,7.950000000000003
down,down,7.950000000000003
down,down,4.909999999999997
down,down,9.569999999999991
down,down,9.569999999999991
down,down,9.569999999999991
down,down,8.619999999999997
down,down,9.96
down,down,9.96
down,down,9.96
down,down,9.420000000000002
down,down,15.190000000000005
down,down,15.190000000000005
down,down,15.190000000000005
down,down,11.82
down,down,11.82
down,down,11.82
down,down,11.82
down,down,10.990000000000002
down,down,10.72
down,down,10.72
down,down,10.72
down,down,13.130000000000004
down,down,13.0
down,down,13.0
down,down,13.0
down,down,14.43
down,down,14.060000000000002
down,down,14.060000000000002
down,down,14.060000000000002
down,down,14.060000000000002
down,down,11.060000000000002
down,down,11.060000000000002
down,down,11.060000000000002
down,down,9.36
down,down,9.36
down,down,9.36
down,down,9.36
down,down,1.1100000000000063
down,down,14.090000000000003
down,down,14.090000000000003
down,down,14.090000000000003
down,down,13.53
down,down,13.53
down,down,13.53
down,down,13.53
down,down,15.46
down,down,15.46
down,down,15.46
down,down,15.46
down,down,19.17
down,down,13.170000000000002
down,down,13.170000000000002
down,down,13.170000000000002
up,up,6.719999999999999
up,up,6.719999999999999
up,up,6.719999999999999
up,up,6.719999999999999
up,up,8.0
up,up,8.0
up,up,8.0
up,up,8.0
up,up,-0.5700000000000003
up,up,-0.5700000000000003
up,up,-0.5700000000000003
down,down,4.439999999999998
down,down,12.28
down,down,12.28
down,down,12.28
down,down,10.740000000000002
down,down,10.9
down,down,10.9
down,down,10.9
down,down,10.920000000000002
down,down,10.920000000000002
down,down,10.920000000000002
down,down,10.920000000000002
down,down,10.72
down,down,10.72
down,down,10.72
down,down,10.72
down,down,11.950000000000005
down,down,11.950000000000005
down,down,11.060000000000002
down,down,13.560000000000002
down,down,13.560000000000002
down,down,4.18
down,down,4.5
down,down,4.5
down,down,4.5
down,down,4.810000000000002
down,down,6.490000000000002
down,down,6.490000000000002
down,down,6.490000000000002
down,down,8.409999999999997
down,down,10.409999999999997
down,down,10.409999999999997
down,down,10.409999999999997
down,down,12.25
down,down,11.840000000000003
up,up,3.299999999999997
up,up,7.32
up,up,7.32
up,up,7.32
up,up,8.060000000000002
up,up,10.740000000000007
up,up,10.740000000000007
up,up,10.740000000000007
up,up,10.910000000000004
up,up,11.729999999999997
up,up,11.729999999999997
up,up,11.729999999999997
up,up,9.43
up,up,9.93
up,up,9.93
up,up,9.93
up,up,11.310000000000002
up,up,11.310000000000002
up,up,11.310000000000002
up,up,15.130000000000004
up,up,14.830000000000004
up,up,14.830000000000004
up,up,14.830000000000004
down,down,8.96
down,down,9.96
down,down,9.96
down,down,9.96
down,down,4.979999999999997
down,down,7.979999999999997
down,down,7.979999999999997
down,down,7.979999999999997
down,down,5.329999999999998
down,down,5.329999999999998
down,down,5.329999999999998
down,down,5.329999999999998
down,down,5.200000000000003
down,down,7.200000000000003
down,down,7.200000000000003
down,down,7.200000000000003
down,down,6.469999999999999
down,down,7.469999999999999
down,down,7.469999999999999
down,down,7.469999999999999
down,down,9.07
down,down,25.96
down,down,25.96
down,down,25.96
down,down,28.15
down,down,13.259999999999998
down,down,13.259999999999998
down,down,13.259999999999998
down,down,14.259999999999998
down,down,12.22
down,down,12.22
down,down,12.22
up,up,3.289999999999999
up,up,3.289999999999999
up,up,4.770000000000003
up,up,7.770000000000003
up,up,7.770000000000003
up,up,7.770000000000003
up,up,10.159999999999997
up,up,10.159999999999997
down,down,17.4
down,down,0.7700000000000031
down,down,0.7700000000000031
down,down,7.75
down,down,7.75
down,down,6.659999999999997
down,down,6.659999999999997
down,down,6.659999999999997
down,down,6.25
down,down,6.25
down,down,6.25
up,up,0.2299999999999968
up,up,1.2299999999999969
up,up,1.2299999999999969
up,up,1.2299999999999969
up,up,5.149999999999999
up,up,5.149999999999999
up,up,5.149999999999999
up,up,4.020000000000003
up,up,4.020000000000003
up,up,4.020000000000003
up,up,4.020000000000003
down,down,8.909999999999997
down,down,7.909999999999997
down,down,7.909999999999997
down,down,7.909999999999997
up,up,-7.680000000000007
up,up,-7.680000000000007
up,up,8.659999999999997
up,up,6.659999999999997
up,up,3.18
up,up,3.18
up,up,4.100000000000001
up,up,4.600000000000001
up,up,4.600000000000001
up,up,4.600000000000001
down,down,6.060000000000002
down,down,6.060000000000002
down,down,6.060000000000002
down,down,6.060000000000002
down,down,5.520000000000003
down,down,4.520000000000003
down,down,4.520000000000003
down,down,4.520000000000003
down,down,2.530000000000001
down,down,3.030000000000001
down,down,3.030000000000001
down,down,3.030000000000001
down,down,3.3500000000000014
down,down,4.850000000000001
down,down,7.950000000000003
down,down,7.950000000000003
down,down,42.59
up,up,11.939999999999998
up,up,11.439999999999998
up,up,11.439999999999998
down,down,54.010000000000005
down,down,58.45
down,down,13.129999999999995
down,down,0.5200000000000031
down,down,7.030000000000001
down,down,7.030000000000001
down,down,7.030000000000001
down,down,9.009999999999998
up,up,6.880000000000003
up,up,6.880000000000003
up,up,6.880000000000003
up,up,9.35
up,up,-7.090000000000003
up,up,1.6099999999999994
down,down,1.5200000000000031
down,down,7.25
down,down,7.25
down,down,7.25
down,down,5.450000000000003
down,down,5.450000000000003
down,down,5.450000000000003
down,down,5.450000000000003
down,down,5.240000000000002
up,up,3.240000000000002
up,up,3.240000000000002
up,up,3.240000000000002
down,down,6.799999999999997
down,down,6.799999999999997
down,down,6.799999999999997
down,down,7.420000000000002
down,down,7.420000000000002
down,down,7.420000000000002
down,down,7.420000000000002
down,down,12.03
down,down,14.03
down,down,14.03
down,down,14.03
up,up,8.829999999999998
up,up,8.829999999999998
up,up,8.829999999999998
up,up,8.990000000000002
up,up,8.990000000000002
up,up,8.990000000000002
up,up,8.990000000000002
up,up,9.990000000000002
up,up,9.990000000000002
up,up,9.990000000000002
up,up,9.990000000000002
down,down,-1.25
down,down,8.35
down,down,8.35
down,down,8.35
down,down,12.52
down,down,12.52
down,down,12.52
down,down,12.52
down,down,21.96
down,down,21.96
down,down,21.96
down,down,21.96
down,down,27.28
down,down,27.28
down,down,27.28
up,up,-12.89
up,up,-2.890000000000001
up,up,-2.890000000000001
up,up,-2.890000000000001
down,down,22.42
down,down,22.42
down,down,22.42
down,down,22.42
down,down,25.590000000000003
down,down,26.180000000000003
down,down,26.180000000000003
down,down,26.180000000000003
down,down,27.34
down,down,19.25
down,down,19.25
down,down,19.25
down,down,21.23
down,down,17.229999999999997
down,down,17.229999999999997
down,down,17.229999999999997
down,down,18.630000000000003
down,down,23.630000000000003
down,down,23.630000000000003
down,down,23.630000000000003
down,down,23.75
down,down,23.75
down,down,23.75
down,down,23.75
down,down,24.51
down,down,17.119999999999997
down,down,17.119999999999997
down,down,17.119999999999997
down,down,18.6
down,down,18.47
down,down,18.47
down,down,18.47
down,down,21.379999999999995
down,down,21.379999999999995
down,down,21.379999999999995
down,down,21.379999999999995
down,down,5.490000000000002
down,down,9.260000000000003
down,down,9.260000000000003
down,down,9.260000000000003
down,down,9.440000000000005
down,down,9.170000000000002
down,down,9.170000000000002
down,down,9.170000000000002
down,down,11.009999999999998
down,down,11.009999999999998
down,down,11.009999999999998
down,down,11.009999999999998
down,down,13.379999999999995
down,down,10.879999999999995
down,down,10.879999999999995
down,down,10.879999999999995
down,down,20.180000000000007
down,down,19.680000000000007
down,down,19.680000000000007
down,down,19.680000000000007
down,down,30.959999999999997
down,down,30.959999999999997
down,down,30.959999999999997
down,down,30.959999999999997
down,down,56.06999999999999
down,down,56.06999999999999
down,down,56.06999999999999
up,up,3.549999999999997
up,up,4.549999999999997
up,up,4.549999999999997
up,up,4.549999999999997
up,up,6.140000000000001
up,up,5.140000000000001
down,down,8.14
down,down,8.14
down,down,10.89
down,down,12.89
down,down,12.89
up,up,2.259999999999998
up,up,2.259999999999998
up,up,1.5399999999999991
up,up,1.5399999999999991
up,up,1.5399999999999991
up,up,1.5399999999999991
down,down,-2.719999999999999
down,down,6.280000000000001
down,down,6.280000000000001
down,down,6.280000000000001
down,down,4.030000000000001
down,down,4.030000000000001
down,down,4.030000000000001
down,down,4.030000000000001
up,up,5.299999999999997
up,up,11.39
up,up,11.39
up,up,11.39
up,up,15.04
up,up,18.04
up,up,18.04
up,up,18.04
up,up,-0.4600000000000008
up,up,5.68
up,up,5.68
up,up,5.68
down,down,4.840000000000003
down,down,4.840000000000003
down,down,12.0
down,down,12.0
down,down,12.0
down,down,21.21
down,down,20.71
down,down,20.71
down,down,20.71
up,up,3.369999999999997
down,down,6.799999999999997
down,down,6.799999999999997
down,down,6.799999999999997
down,down,6.799999999999997
down,down,7.060000000000002
down,down,5.560000000000002
down,down,5.560000000000002
down,down,5.560000000000002
down,down,5.57
down,down,4.57
down,down,4.57
down,down,4.57
down,down,4.270000000000003
down,down,4.270000000000003
down,down,4.270000000000003
down,down,4.270000000000003
down,down,4.289999999999999
down,down,7.289999999999999
down,down,7.289999999999999
down,down,7.289999999999999
down,down,5.530000000000001
down,down,6.530000000000001
down,down,6.530000000000001
down,down,6.530000000000001
down,down,4.619999999999997
down,down,4.619999999999997
down,down,4.619999999999997
down,down,4.619999999999997
down,down,-0.0
down,down,12.479999999999997
down,down,12.479999999999997
down,down,12.479999999999997
down,down,11.71
down,down,13.310000000000002
down,down,13.310000000000002
down,down,13.310000000000002
down,down,10.940000000000005
down,down,10.940000000000005
down,down,10.940000000000005
down,down,10.940000000000005
down,down,7.060000000000002
up,up,17.090000000000003
up,up,17.090000000000003
up,up,21.67
up,up,21.67
up,up,21.67
up,up,2.3400000000000034
up,up,2.3400000000000034
up,up,2.3400000000000034
up,up,2.6000000000000014
up,up,6.600000000000001
up,up,6.600000000000001
up,up,6.600000000000001
up,up,7.359999999999999
up,up,7.359999999999999
down,down,-4.460000000000001
down,down,4.68
down,down,4.68
down,down,4.68
down,down,1.1499999999999986
down,down,5.149999999999999
down,down,5.149999999999999
down,down,5.149999999999999
down,down,3.039999999999999
down,down,4.539999999999999
down,down,4.539999999999999
down,down,4.539999999999999
down,down,15.32
down,down,16.439999999999998
down,down,16.439999999999998
down,down,16.0
down,down,16.0
down,down,16.0
down,down,6.79
down,down,17.79
down,down,17.79
down,down,17.79
down,down,16.39
down,down,16.39
up,up,1.4099999999999966
up,up,3.950000000000003
up,up,8.04
up,up,14.54
up,up,14.54
up,up,14.54
up,up,10.049999999999995
up,up,10.049999999999995
up,up,10.049999999999995
up,up,10.049999999999995
up,up,10.049999999999995
up,up,13.259999999999998
up,up,13.259999999999998
up,up,13.259999999999998
up,up,11.259999999999998
up,up,11.049999999999995
up,up,11.049999999999995
up,up,11.049999999999995
up,up,10.04
up,up,10.04
up,up,10.04
up,up,10.04
up,up,8.020000000000003
up,up,5.020000000000003
up,up,5.020000000000003
up,up,5.020000000000003
up,up,7.149999999999999
up,up,7.149999999999999
up,up,7.149999999999999
up,up,6.5
up,up,2.5
up,up,2.5
up,up,2.5
up,up,2.1700000000000017
up,up,2.1700000000000017
up,up,2.1700000000000017
up,up,2.1700000000000017
up,up,2.450000000000003
up,up,8.450000000000003
up,up,8.450000000000003
up,up,8.450000000000003
up,up,8.799999999999997
up,up,6.799999999999997
up,up,6.799999999999997
up,up,6.799999999999997
down,down,-0.5900000000000034
down,down,5.079999999999998
down,down,5.079999999999998
down,down,5.079999999999998
down,down,6.07
down,down,6.07
down,down,6.07
down,down,6.07
down,down,7.659999999999997
down,down,7.659999999999997
down,down,7.659999999999997
down,down,7.659999999999997
down,down,47.59
down,down,47.59
down,down,47.59
down,down,47.59
down,down,-10.370000000000005
down,down,40.41
down,down,40.41
down,down,40.41
down,down,24.489999999999995
down,down,37.49
down,down,37.49
down,down,37.49
down,down,5.340000000000003
down,down,5.340000000000003
down,down,5.340000000000003
down,down,8.969999999999999
down,down,13.920000000000002
down,down,34.16
down,down,36.5
down,down,28.26
up,up,2.3500000000000014
up,up,2.3500000000000014
down,down,12.35
down,down,12.35
down,down,12.35
up,up,-2.990000000000002
up,up,12.85
up,up,12.85
up,up,12.85
up,up,9.1
up,up,8.600000000000001
up,up,8.600000000000001
up,up,8.600000000000001
up,up,8.079999999999998
up,up,10.579999999999998
up,up,10.579999999999998
up,up,10.579999999999998
up,up,11.1
up,up,11.6
up,up,11.6
up,up,11.6
up,up,12.270000000000003
up,up,12.270000000000003
up,up,12.270000000000003
up,up,12.270000000000003
up,up,14.32
up,up,12.32
up,up,12.32
up,up,12.32
up,up,16.740000000000002
up,up,11.740000000000002
up,up,11.740000000000002
up,up,11.740000000000002
up,up,12.920000000000002
up,up,7.920000000000002
up,up,7.920000000000002
up,up,7.920000000000002
up,up,7.689999999999998
up,up,11.689999999999998
up,up,11.689999999999998
up,up,11.689999999999998
up,up,10.909999999999997
up,up,10.909999999999997
up,up,10.909999999999997
up,up,10.909999999999997
up,up,9.490000000000002
up,up,7.490000000000002
up,up,7.490000000000002
up,up,7.490000000000002
up,up,6.75
up,up,6.75
up,up,6.75
up,up,6.75
up,up,5.060000000000002
up,up,8.060000000000002
up,up,8.060000000000002
up,up,8.060000000000002
up,up,6.740000000000002
up,up,8.740000000000002
up,up,8.740000000000002
up,up,8.740000000000002
up,up,9.770000000000003
up,up,10.770000000000003
up,up,10.770000000000003
up,up,10.770000000000003
up,up,12.75
up,up,11.75
up,up,11.75
up,up,11.75
up,up,20.880000000000003
up,up,15.880000000000004
up,up,15.880000000000004
up,up,15.880000000000004
up,up,15.009999999999998
up,up,15.009999999999998
up,up,15.009999999999998
up,up,15.009999999999998
up,up,7.450000000000003
up,up,12.170000000000002
down,down,5.0
down,down,5.0
down,down,5.0
down,down,9.02
down,down,9.02
down,down,9.02
down,down,4.45
down,down,4.45
down,down,1.0
down,down,83.85
down,down,83.85
down,down,83.85
down,down,88.80999999999999
down,down,114.96
down,down,114.96
down,down,114.96
down,down,119.84
down,down,1004.88
down,down,1004.88
down,down,1004.88
down,down,36.75
down,down,36.75
down,down,36.75
down,down,48.91
down,down,48.91
down,down,48.91
down,down,56.12
down,down,50.12
down,down,12.57
down,down,12.57
down,down,12.57
down,down,10.75
down,down,11.25
down,down,11.25
down,down,11.25
down,down,10.829999999999998
down,down,37.33
down,down,37.33
down,down,37.33
down,down,40.12
down,down,40.12
down,down,40.12
down,down,40.12
down,down,42.02
down,down,39.02
down,down,39.02
down,down,39.02
down,down,40.2
down,down,29.200000000000003
down,down,29.200000000000003
down,down,29.200000000000003
down,down,32.04
down,down,29.04
down,down,29.04
down,down,29.04
down,down,31.62
down,down,24.62
down,down,24.62
down,down,24.62
down,down,27.73
down,down,10.729999999999997
down,down,10.729999999999997
down,down,10.729999999999997
down,down,9.0
down,down,9.0
down,down,4.960000000000001
down,down,4.960000000000001
down,down,4.509999999999998
down,down,9.509999999999998
down,down,9.509999999999998
down,down,9.509999999999998
down,down,9.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.200000000000005
down,down,11.009999999999998
down,down,9.509999999999998
down,down,9.509999999999998
down,down,9.509999999999998
down,down,9.700000000000005
down,down,7.700000000000003
down,down,7.700000000000003
down,down,7.700000000000003
down,down,9.049999999999995
down,down,8.549999999999997
down,down,8.549999999999997
down,down,8.549999999999997
down,down,9.310000000000002
down,down,9.310000000000002
up,up,12.5
up,up,12.5
up,up,11.689999999999998
up,up,14.090000000000003
up,up,14.090000000000003
up,up,14.090000000000003
up,up,17.720000000000006
up,up,17.770000000000003
up,up,17.770000000000003
up,up,17.770000000000003
up,up,19.15000000000001
up,up,17.200000000000003
down,down,9.32
down,down,10.82
down,down,10.82
down,down,10.82
up,up,7.670000000000002
up,up,9.170000000000002
down,down,17.759999999999998
down,down,17.759999999999998
down,down,17.759999999999998
down,down,42.07
down,down,39.07
down,down,39.07
down,down,39.07
down,down,39.74
down,down,39.74
down,down,39.74
down,down,39.74
down,down,7.039999999999999
down,down,7.039999999999999
down,down,7.039999999999999
down,down,55.97
down,down,49.97
down,down,49.97
