class,count,mean,median,p10,p90
down,1373.0,11.338783685360525,7.209999999999994,1.0160000000000011,24.561999999999998
up,430.0,16.527534883720932,13.815000000000001,-0.5770000000000001,35.792
overall,1803.0,12.576256239600667,7.829999999999998,0.6299999999999969,30.097999999999995
