Time,accepted_up_mw,activated_up_mw,accepted_down_mw,activated_down_mw
2025-08-20,27910.0,993.0,29119.0,4654.0
2025-08-21,24855.0,555.0,37674.0,10846.0
2025-08-22,22250.0,3076.0,27333.0,2129.0
2025-08-23,28816.0,144.0,44315.0,3436.0
2025-08-24,32388.0,225.0,44498.0,3639.0
2025-08-25,28546.0,3479.0,39519.0,5367.0
2025-08-26,23843.0,655.0,43925.0,12361.0
2025-08-27,16879.0,16.0,36954.0,5479.0
2025-08-28,22916.0,68.0,42676.0,5186.0
2025-08-29,23874.0,481.0,32880.0,1316.0
2025-08-30,23312.0,109.0,31446.0,2434.0
2025-08-31,21388.0,91.0,36989.0,2878.0
2025-09-01,25855.0,59.0,37232.0,3024.0
2025-09-02,29342.0,0.0,42303.0,4369.0
2025-09-03,43270.0,14.0,34451.0,3299.0
2025-09-04,29021.0,459.0,45337.0,5003.0
2025-09-05,26678.0,161.0,41623.0,4778.0
2025-09-06,22147.0,0.0,50852.0,5611.0
2025-09-07,34543.0,100.0,35650.0,2735.0
2025-09-08,15474.0,1059.0,47075.0,2124.0
2025-09-09,10608.0,140.0,48355.0,1618.0
2025-09-10,19718.0,845.0,47381.0,0.0
2025-09-11,14952.0,106.0,38608.0,3684.0
2025-09-12,33605.0,13.0,40828.0,778.0
2025-09-13,30833.0,52.0,40743.0,368.0
2025-09-14,28613.0,416.0,40705.0,548.0
2025-09-15,30394.0,368.0,29270.0,191.0
2025-09-16,23806.0,537.0,27820.0,1133.0
2025-09-17,7230.0,212.0,28624.0,0.0
2025-09-18,12039.0,0.0,31879.0,1479.0
2025-09-19,9298.0,0.0,39903.0,734.0
2025-09-20,11294.0,106.0,48960.0,15.0
2025-09-21,11512.0,311.0,44742.0,0.0
2025-09-22,14384.0,127.0,45377.0,0.0
2025-09-23,14775.0,445.0,36387.0,0.0
2025-09-24,8662.0,216.0,34364.0,4419.0
2025-09-25,11447.0,1114.0,33477.0,5569.0
2025-09-26,11987.0,729.0,37046.0,0.0
2025-09-27,22155.0,235.0,36323.0,3900.0
2025-09-28,25996.0,9027.0,36087.0,2112.0
2025-09-29,21419.0,3284.0,45291.0,1587.0
2025-09-30,14909.0,3610.0,40321.0,4667.0
2025-10-01,22056.0,222.0,51404.0,2243.0
2025-10-02,14676.0,1204.0,52250.0,3685.0
2025-10-03,24638.0,0.0,36207.0,319.0
2025-10-04,48073.0,8933.0,29756.0,0.0
2025-10-05,48082.0,2952.0,27836.0,25.0
2025-10-06,21554.0,1358.0,25415.0,353.0
2025-10-07,20184.0,1786.0,31506.0,597.0
2025-10-08,24070.0,107.0,33253.0,77.0
2025-10-09,12335.0,542.0,44002.0,232.0
2025-10-10,19930.0,1421.0,51794.0,112.0
2025-10-11,27889.0,3869.0,46811.0,888.0
2025-10-12,50283.0,966.0,41766.0,54.0
2025-10-13,17572.0,398.0,41412.0,4089.0
2025-10-14,14589.0,20.0,40365.0,4343.0
2025-10-15,16324.0,361.0,36497.0,4322.0
2025-10-16,10985.0,0.0,62120.0,11033.0
2025-10-17,13030.0,0.0,57972.0,10542.0
2025-10-18,12988.0,916.0,50573.0,899.0
2025-10-19,19699.0,80.0,50333.0,1389.0
2025-10-20,14683.0,27.0,46076.0,4664.0
2025-10-21,15558.0,332.0,47915.0,164.0
2025-10-22,35173.0,532.0,48773.0,3009.0
2025-10-23,20928.0,0.0,44384.0,5127.0
2025-10-24,31045.0,1019.0,46113.0,1015.0
2025-10-25,37075.0,406.0,31307.0,1559.0
2025-10-26,27381.0,394.0,32539.0,996.0
2025-10-27,19727.0,285.0,28000.0,999.0
2025-10-28,27721.0,476.0,32082.0,1979.0
2025-10-29,12015.0,0.0,43394.0,2995.0
2025-10-30,15760.0,18.0,52666.0,1742.0
2025-10-31,13284.0,0.0,46920.0,481.0
2025-11-01,28056.0,157.0,50132.0,816.0
2025-11-02,29112.0,59.0,47537.0,1950.0
2025-11-03,31031.0,80.0,40814.0,521.0
2025-11-04,23311.0,10.0,47787.0,1483.0
2025-11-05,20412.0,300.0,53230.0,4751.0
2025-11-06,15478.0,225.0,51341.0,2518.0
2025-11-07,18577.0,54.0,55559.0,11263.0
2025-11-08,13340.0,77.0,44106.0,4558.0
2025-11-09,5653.0,64.0,44801.0,1389.0
2025-11-10,13354.0,113.0,49422.0,3408.0
2025-11-11,14000.0,220.0,53800.0,1534.0
2025-11-12,37308.0,306.0,54918.0,743.0
2025-11-13,17941.0,3474.0,50023.0,79.0
