"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"29/03/2024 05:00:00 - 29/03/2024 06:00:00","BZN|NO1","144.81","n/e","85.00","117.86"
"29/03/2024 06:00:00 - 29/03/2024 07:00:00","BZN|NO1","134.55","n/e","83.00","116.60"
"29/03/2024 07:00:00 - 29/03/2024 08:00:00","BZN|NO1","124.12","n/e","74.00","121.00"
"29/03/2024 08:00:00 - 29/03/2024 09:00:00","BZN|NO1","120.73","n/e","82.00","112.50"
"29/03/2024 09:00:00 - 29/03/2024 10:00:00","BZN|NO1","116.98","n/e","84.00","113.37"
"29/03/2024 10:00:00 - 29/03/2024 11:00:00","BZN|NO1","116.80","n/e","88.00","123.87"
"29/03/2024 11:00:00 - 29/03/2024 12:00:00","BZN|NO1","122.30","n/e","94.00","104.02"
"29/03/2024 12:00:00 - 29/03/2024 13:00:00","BZN|NO1","125.89","n/e","92.00","118.25"
"29/03/2024 13:00:00 - 29/03/2024 14:00:00","BZN|NO1","129.78","n/e","78.00","127.34"
"29/03/2024 14:00:00 - 29/03/2024 15:00:00","BZN|NO1","155.79","n/e","82.00","120.24"
"29/03/2024 15:00:00 - 29/03/2024 16:00:00","BZN|NO1","165.65","n/e","81.00","110.64"
"29/03/2024 16:00:00 - 29/03/2024 17:00:00","BZN|NO1","170.89","n/e","101.00","142.60"
"29/03/2024 17:00:00 - 29/03/2024 18:00:00","BZN|NO1","188.70","n/e","154.00","196.33"
"29/03/2024 18:00:00 - 29/03/2024 19:00:00","BZN|NO1","200.70","n/e","163.00","219.77"
"29/03/2024 19:00:00 - 29/03/2024 20:00:00","BZN|NO1","212.13","n/e","237.00","252.15"
"29/03/2024 20:00:00 - 29/03/2024 21:00:00","BZN|NO1","215.05","n/e","259.00","250.74"
"29/03/2024 21:00:00 - 29/03/2024 22:00:00","BZN|NO1","212.90","n/e","263.00","227.76"
"29/03/2024 22:00:00 - 29/03/2024 23:00:00","BZN|NO1","201.35","n/e","229.00","205.93"
"29/03/2024 23:00:00 - 30/03/2024 00:00:00","BZN|NO1","189.54","n/e","112.00","198.22"
"30/03/2024 00:00:00 - 30/03/2024 01:00:00","BZN|NO1","178.88","n/e","186.00","194.20"
"30/03/2024 01:00:00 - 30/03/2024 02:00:00","BZN|NO1","162.57","n/e","203.00","175.20"
"30/03/2024 02:00:00 - 30/03/2024 03:00:00","BZN|NO1","143.88","n/e","174.00","154.85"
"30/03/2024 03:00:00 - 30/03/2024 04:00:00","BZN|NO1","126.19","n/e","171.00","129.17"
"30/03/2024 04:00:00 - 30/03/2024 05:00:00","BZN|NO1","114.32","n/e","156.00","119.59"
"30/03/2024 05:00:00 - 30/03/2024 06:00:00","BZN|NO1","100.41","n/e","115.00","127.35"
"30/03/2024 06:00:00 - 30/03/2024 07:00:00","BZN|NO1","86.95","n/e","93.00","126.51"
"30/03/2024 07:00:00 - 30/03/2024 08:00:00","BZN|NO1","69.49","n/e","87.00","108.92"
"30/03/2024 08:00:00 - 30/03/2024 09:00:00","BZN|NO1","53.91","n/e","89.00","100.97"
"30/03/2024 09:00:00 - 30/03/2024 10:00:00","BZN|NO1","45.93","n/e","85.00","62.51"
"30/03/2024 10:00:00 - 30/03/2024 11:00:00","BZN|NO1","48.86","n/e","101.00","72.40"
"30/03/2024 11:00:00 - 30/03/2024 12:00:00","BZN|NO1","60.00","n/e","86.00","50.27"
"30/03/2024 12:00:00 - 30/03/2024 13:00:00","BZN|NO1","75.59","n/e","99.00","58.24"
"30/03/2024 13:00:00 - 30/03/2024 14:00:00","BZN|NO1","83.61","n/e","77.00","75.60"
"30/03/2024 14:00:00 - 30/03/2024 15:00:00","BZN|NO1","84.43","n/e","91.00","97.82"
"30/03/2024 15:00:00 - 30/03/2024 16:00:00","BZN|NO1","82.01","n/e","90.00","129.65"
"30/03/2024 16:00:00 - 30/03/2024 17:00:00","BZN|NO1","79.36","n/e","96.00","120.23"
"30/03/2024 17:00:00 - 30/03/2024 18:00:00","BZN|NO1","78.93","n/e","119.00","138.13"
"30/03/2024 18:00:00 - 30/03/2024 19:00:00","BZN|NO1","83.81","n/e","126.00","107.20"
"30/03/2024 19:00:00 - 30/03/2024 20:00:00","BZN|NO1","88.64","n/e","140.00","99.81"
"30/03/2024 20:00:00 - 30/03/2024 21:00:00","BZN|NO1","90.30","n/e","117.00","84.03"
"30/03/2024 21:00:00 - 30/03/2024 22:00:00","BZN|NO1","89.41","n/e","114.00","76.99"
"30/03/2024 22:00:00 - 30/03/2024 23:00:00","BZN|NO1","83.49","n/e","86.00","74.76"
"30/03/2024 23:00:00 - 31/03/2024 00:00:00","BZN|NO1","77.67","n/e","74.00","87.45"
"31/03/2024 00:00:00 - 31/03/2024 01:00:00 (CET)","BZN|NO1","102.51","n/e","84.00","112.61"
"31/03/2024 01:00:00 (CET) - 31/03/2024 03:00:00 (CEST)","BZN|NO1","114.45","n/e","96.00","131.27"
"31/03/2024 03:00:00 (CEST) - 31/03/2024 04:00:00","BZN|NO1","131.22","n/e","106.00","138.69"
"31/03/2024 04:00:00 - 31/03/2024 05:00:00","BZN|NO1","150.88","n/e","141.00","154.50"
"31/03/2024 05:00:00 - 31/03/2024 06:00:00","BZN|NO1","160.56","n/e","105.00","143.41"
"31/03/2024 06:00:00 - 31/03/2024 07:00:00","BZN|NO1","169.54","n/e","157.00","158.78"
"31/03/2024 07:00:00 - 31/03/2024 08:00:00","BZN|NO1","165.14","n/e","126.00","189.57"
"31/03/2024 08:00:00 - 31/03/2024 09:00:00","BZN|NO1","155.43","n/e","135.00","217.99"
"31/03/2024 09:00:00 - 31/03/2024 10:00:00","BZN|NO1","135.23","n/e","129.00","203.44"
"31/03/2024 10:00:00 - 31/03/2024 11:00:00","BZN|NO1","107.09","n/e","142.00","167.25"
"31/03/2024 11:00:00 - 31/03/2024 12:00:00","BZN|NO1","75.31","n/e","127.00","66.24"
"31/03/2024 12:00:00 - 31/03/2024 13:00:00","BZN|NO1","50.07","n/e","131.00","63.73"
"31/03/2024 13:00:00 - 31/03/2024 14:00:00","BZN|NO1","31.44","n/e","58.00","63.28"
"31/03/2024 14:00:00 - 31/03/2024 15:00:00","BZN|NO1","25.24","n/e","41.00","36.82"
"31/03/2024 15:00:00 - 31/03/2024 16:00:00","BZN|NO1","24.40","n/e","43.00","28.59"
"31/03/2024 16:00:00 - 31/03/2024 17:00:00","BZN|NO1","26.31","n/e","37.00","29.79"
"31/03/2024 17:00:00 - 31/03/2024 18:00:00","BZN|NO1","28.33","n/e","25.00","22.85"
"31/03/2024 18:00:00 - 31/03/2024 19:00:00","BZN|NO1","35.79","n/e","29.00","17.20"
"31/03/2024 19:00:00 - 31/03/2024 20:00:00","BZN|NO1","49.51","n/e","32.00","35.01"
"31/03/2024 20:00:00 - 31/03/2024 21:00:00","BZN|NO1","62.46","n/e","36.00","56.35"
"31/03/2024 21:00:00 - 31/03/2024 22:00:00","BZN|NO1","71.77","n/e","50.00","61.67"
"31/03/2024 22:00:00 - 31/03/2024 23:00:00","BZN|NO1","76.63","n/e","66.00","85.64"
"31/03/2024 23:00:00 - 01/04/2024 00:00:00","BZN|NO1","96.91","n/e","97.00","117.75"
"01/04/2024 00:00:00 - 01/04/2024 01:00:00","BZN|NO1","78.07","n/e","111.00","122.45"
"01/04/2024 01:00:00 - 01/04/2024 02:00:00","BZN|NO1","89.54","n/e","164.00","107.31"
"01/04/2024 02:00:00 - 01/04/2024 03:00:00","BZN|NO1","107.93","n/e","196.00","100.54"
"01/04/2024 03:00:00 - 01/04/2024 04:00:00","BZN|NO1","139.38","n/e","191.00","138.60"
"01/04/2024 04:00:00 - 01/04/2024 05:00:00","BZN|NO1","183.03","n/e","224.00","228.51"
"01/04/2024 05:00:00 - 01/04/2024 06:00:00","BZN|NO1","215.27","n/e","248.00","258.95"
"01/04/2024 06:00:00 - 01/04/2024 07:00:00","BZN|NO1","246.55","n/e","302.00","284.55"
"01/04/2024 07:00:00 - 01/04/2024 08:00:00","BZN|NO1","246.33","n/e","293.00","276.72"
"01/04/2024 08:00:00 - 01/04/2024 09:00:00","BZN|NO1","211.00","n/e","251.00","230.00"
"01/04/2024 09:00:00 - 01/04/2024 10:00:00","BZN|NO1","156.00","n/e","191.00","199.75"
"01/04/2024 10:00:00 - 01/04/2024 11:00:00","BZN|NO1","115.02","n/e","119.00","146.75"
"01/04/2024 11:00:00 - 01/04/2024 12:00:00","BZN|NO1","94.09","n/e","125.00","119.80"
"01/04/2024 12:00:00 - 01/04/2024 13:00:00","BZN|NO1","87.98","n/e","158.00","113.09"
"01/04/2024 13:00:00 - 01/04/2024 14:00:00","BZN|NO1","85.81","n/e","110.00","128.57"
"01/04/2024 14:00:00 - 01/04/2024 15:00:00","BZN|NO1","84.84","n/e","101.00","113.21"
"01/04/2024 15:00:00 - 01/04/2024 16:00:00","BZN|NO1","86.40","n/e","121.00","110.82"
"01/04/2024 16:00:00 - 01/04/2024 17:00:00","BZN|NO1","94.07","n/e","111.00","105.92"
"01/04/2024 17:00:00 - 01/04/2024 18:00:00","BZN|NO1","106.10","n/e","125.00","110.74"
"01/04/2024 18:00:00 - 01/04/2024 19:00:00","BZN|NO1","131.29","n/e","146.00","140.81"
"01/04/2024 19:00:00 - 01/04/2024 20:00:00","BZN|NO1","175.56","n/e","190.00","161.84"
"01/04/2024 20:00:00 - 01/04/2024 21:00:00","BZN|NO1","211.88","n/e","208.00","206.84"
"01/04/2024 21:00:00 - 01/04/2024 22:00:00","BZN|NO1","233.25","n/e","223.00","227.10"
"01/04/2024 22:00:00 - 01/04/2024 23:00:00","BZN|NO1","247.32","n/e","230.00","242.48"
"01/04/2024 23:00:00 - 02/04/2024 00:00:00","BZN|NO1","252.17","n/e","273.00","243.17"
"02/04/2024 00:00:00 - 02/04/2024 01:00:00","BZN|NO1","256.93","n/e","280.00","234.50"
"02/04/2024 01:00:00 - 02/04/2024 02:00:00","BZN|NO1","260.15","n/e","283.00","241.39"
"02/04/2024 02:00:00 - 02/04/2024 03:00:00","BZN|NO1","263.30","n/e","272.00","288.73"
"02/04/2024 03:00:00 - 02/04/2024 04:00:00","BZN|NO1","267.49","n/e","257.00","291.67"
"02/04/2024 04:00:00 - 02/04/2024 05:00:00","BZN|NO1","269.34","n/e","298.00","275.66"
"02/04/2024 05:00:00 - 02/04/2024 06:00:00","BZN|NO1","267.97","n/e","310.00","290.10"
"02/04/2024 06:00:00 - 02/04/2024 07:00:00","BZN|NO1","270.23","n/e","311.00","301.87"
"02/04/2024 07:00:00 - 02/04/2024 08:00:00","BZN|NO1","271.52","n/e","311.00","315.43"
"02/04/2024 08:00:00 - 02/04/2024 09:00:00","BZN|NO1","265.31","n/e","294.00","300.64"
"02/04/2024 09:00:00 - 02/04/2024 10:00:00","BZN|NO1","260.44","n/e","292.00","301.92"
"02/04/2024 10:00:00 - 02/04/2024 11:00:00","BZN|NO1","250.93","n/e","246.00","307.66"
"02/04/2024 11:00:00 - 02/04/2024 12:00:00","BZN|NO1","240.85","n/e","234.00","288.80"
"02/04/2024 12:00:00 - 02/04/2024 13:00:00","BZN|NO1","229.84","n/e","231.00","287.42"
"02/04/2024 13:00:00 - 02/04/2024 14:00:00","BZN|NO1","218.99","n/e","207.00","279.01"
"02/04/2024 14:00:00 - 02/04/2024 15:00:00","BZN|NO1","210.43","n/e","219.00","258.91"
"02/04/2024 15:00:00 - 02/04/2024 16:00:00","BZN|NO1","211.25","n/e","246.00","243.12"
"02/04/2024 16:00:00 - 02/04/2024 17:00:00","BZN|NO1","215.54","n/e","248.00","246.32"
"02/04/2024 17:00:00 - 02/04/2024 18:00:00","BZN|NO1","226.37","n/e","230.00","241.10"
"02/04/2024 18:00:00 - 02/04/2024 19:00:00","BZN|NO1","237.56","n/e","233.00","259.96"
"02/04/2024 19:00:00 - 02/04/2024 20:00:00","BZN|NO1","254.05","n/e","226.00","271.03"
"02/04/2024 20:00:00 - 02/04/2024 21:00:00","BZN|NO1","272.85","n/e","251.00","287.88"
"02/04/2024 21:00:00 - 02/04/2024 22:00:00","BZN|NO1","287.34","n/e","179.00","301.20"
"02/04/2024 22:00:00 - 02/04/2024 23:00:00","BZN|NO1","295.11","n/e","166.00","301.19"
"02/04/2024 23:00:00 - 03/04/2024 00:00:00","BZN|NO1","296.92","n/e","167.00","276.05"
"03/04/2024 00:00:00 - 03/04/2024 01:00:00","BZN|NO1","211.20","n/e","176.00","254.70"
"03/04/2024 01:00:00 - 03/04/2024 02:00:00","BZN|NO1","210.47","n/e","227.00","240.29"
"03/04/2024 02:00:00 - 03/04/2024 03:00:00","BZN|NO1","208.67","n/e","244.00","259.79"
"03/04/2024 03:00:00 - 03/04/2024 04:00:00","BZN|NO1","209.75","n/e","283.00","229.77"
"03/04/2024 04:00:00 - 03/04/2024 05:00:00","BZN|NO1","209.87","n/e","278.00","240.19"
"03/04/2024 05:00:00 - 03/04/2024 06:00:00","BZN|NO1","205.99","n/e","208.00","221.43"
"03/04/2024 06:00:00 - 03/04/2024 07:00:00","BZN|NO1","196.19","n/e","211.00","186.14"
"03/04/2024 07:00:00 - 03/04/2024 08:00:00","BZN|NO1","184.91","n/e","184.00","186.49"
"03/04/2024 08:00:00 - 03/04/2024 09:00:00","BZN|NO1","153.83","n/e","149.00","188.97"
"03/04/2024 09:00:00 - 03/04/2024 10:00:00","BZN|NO1","128.81","n/e","140.00","215.90"
"03/04/2024 10:00:00 - 03/04/2024 11:00:00","BZN|NO1","106.48","n/e","143.00","205.90"
"03/04/2024 11:00:00 - 03/04/2024 12:00:00","BZN|NO1","89.50","n/e","147.00","177.63"
"03/04/2024 12:00:00 - 03/04/2024 13:00:00","BZN|NO1","75.01","n/e","135.00","129.62"
"03/04/2024 13:00:00 - 03/04/2024 14:00:00","BZN|NO1","64.33","n/e","137.00","95.36"
"03/04/2024 14:00:00 - 03/04/2024 15:00:00","BZN|NO1","55.53","n/e","96.00","77.70"
"03/04/2024 15:00:00 - 03/04/2024 16:00:00","BZN|NO1","46.97","n/e","78.00","54.55"
"03/04/2024 16:00:00 - 03/04/2024 17:00:00","BZN|NO1","44.43","n/e","80.00","50.39"
"03/04/2024 17:00:00 - 03/04/2024 18:00:00","BZN|NO1","42.53","n/e","72.00","33.90"
"03/04/2024 18:00:00 - 03/04/2024 19:00:00","BZN|NO1","45.28","n/e","75.00","30.59"
"03/04/2024 19:00:00 - 03/04/2024 20:00:00","BZN|NO1","53.57","n/e","96.00","36.06"
"03/04/2024 20:00:00 - 03/04/2024 21:00:00","BZN|NO1","66.15","n/e","90.00","58.61"
"03/04/2024 21:00:00 - 03/04/2024 22:00:00","BZN|NO1","75.85","n/e","73.00","92.64"
"03/04/2024 22:00:00 - 03/04/2024 23:00:00","BZN|NO1","80.67","n/e","83.00","114.16"
"03/04/2024 23:00:00 - 04/04/2024 00:00:00","BZN|NO1","85.96","n/e","95.00","106.21"
"04/04/2024 00:00:00 - 04/04/2024 01:00:00","BZN|NO1","106.42","n/e","100.00","101.51"
"04/04/2024 01:00:00 - 04/04/2024 02:00:00","BZN|NO1","97.85","n/e","101.00","113.48"
"04/04/2024 02:00:00 - 04/04/2024 03:00:00","BZN|NO1","93.35","n/e","104.00","111.61"
"04/04/2024 03:00:00 - 04/04/2024 04:00:00","BZN|NO1","90.93","n/e","112.00","101.10"
"04/04/2024 04:00:00 - 04/04/2024 05:00:00","BZN|NO1","92.15","n/e","124.00","102.34"
"04/04/2024 05:00:00 - 04/04/2024 06:00:00","BZN|NO1","96.83","n/e","130.00","116.29"
"04/04/2024 06:00:00 - 04/04/2024 07:00:00","BZN|NO1","103.14","n/e","130.00","123.78"
"04/04/2024 07:00:00 - 04/04/2024 08:00:00","BZN|NO1","104.42","n/e","129.00","141.52"
"04/04/2024 08:00:00 - 04/04/2024 09:00:00","BZN|NO1","98.04","n/e","118.00","126.45"
"04/04/2024 09:00:00 - 04/04/2024 10:00:00","BZN|NO1","89.00","n/e","109.00","109.87"
"04/04/2024 10:00:00 - 04/04/2024 11:00:00","BZN|NO1","83.29","n/e","102.00","141.31"
"04/04/2024 11:00:00 - 04/04/2024 12:00:00","BZN|NO1","84.31","n/e","104.00","135.53"
"04/04/2024 12:00:00 - 04/04/2024 13:00:00","BZN|NO1","92.49","n/e","145.00","149.33"
"04/04/2024 13:00:00 - 04/04/2024 14:00:00","BZN|NO1","106.02","n/e","181.00","155.46"
"04/04/2024 14:00:00 - 04/04/2024 15:00:00","BZN|NO1","122.99","n/e","194.00","122.45"
"04/04/2024 15:00:00 - 04/04/2024 16:00:00","BZN|NO1","142.43","n/e","201.00","120.61"
"04/04/2024 16:00:00 - 04/04/2024 17:00:00","BZN|NO1","150.15","n/e","152.00","119.26"
"04/04/2024 17:00:00 - 04/04/2024 18:00:00","BZN|NO1","150.01","n/e","132.00","126.79"
"04/04/2024 18:00:00 - 04/04/2024 19:00:00","BZN|NO1","153.14","n/e","132.00","133.97"
"04/04/2024 19:00:00 - 04/04/2024 20:00:00","BZN|NO1","161.78","n/e","140.00","157.49"
"04/04/2024 20:00:00 - 04/04/2024 21:00:00","BZN|NO1","179.60","n/e","151.00","168.93"
"04/04/2024 21:00:00 - 04/04/2024 22:00:00","BZN|NO1","189.83","n/e","170.00","205.30"
"04/04/2024 22:00:00 - 04/04/2024 23:00:00","BZN|NO1","192.87","n/e","175.00","235.54"
"04/04/2024 23:00:00 - 05/04/2024 00:00:00","BZN|NO1","191.75","n/e","194.00","244.83"
"05/04/2024 00:00:00 - 05/04/2024 01:00:00","BZN|NO1","201.10","n/e","212.00","235.44"
"05/04/2024 01:00:00 - 05/04/2024 02:00:00","BZN|NO1","193.82","n/e","219.00","228.48"
"05/04/2024 02:00:00 - 05/04/2024 03:00:00","BZN|NO1","181.86","n/e","206.00","200.46"
"05/04/2024 03:00:00 - 05/04/2024 04:00:00","BZN|NO1","165.23","n/e","190.00","183.20"
"05/04/2024 04:00:00 - 05/04/2024 05:00:00","BZN|NO1","142.37","n/e","166.00","162.28"
"05/04/2024 05:00:00 - 05/04/2024 06:00:00","BZN|NO1","119.13","n/e","140.00","142.04"
"05/04/2024 06:00:00 - 05/04/2024 07:00:00","BZN|NO1","86.32","n/e","106.00","125.99"
"05/04/2024 07:00:00 - 05/04/2024 08:00:00","BZN|NO1","58.69","n/e","72.00","99.26"
"05/04/2024 08:00:00 - 05/04/2024 09:00:00","BZN|NO1","32.71","n/e","41.00","68.18"
"05/04/2024 09:00:00 - 05/04/2024 10:00:00","BZN|NO1","19.90","n/e","26.00","25.00"
"05/04/2024 10:00:00 - 05/04/2024 11:00:00","BZN|NO1","13.79","n/e","30.00","17.08"
"05/04/2024 11:00:00 - 05/04/2024 12:00:00","BZN|NO1","10.39","n/e","20.00","2.07"
"05/04/2024 12:00:00 - 05/04/2024 13:00:00","BZN|NO1","8.70","n/e","20.00","0.18"
"05/04/2024 13:00:00 - 05/04/2024 14:00:00","BZN|NO1","8.00","n/e","19.00","0.62"
"05/04/2024 14:00:00 - 05/04/2024 15:00:00","BZN|NO1","7.67","n/e","7.00","1.68"
"05/04/2024 15:00:00 - 05/04/2024 16:00:00","BZN|NO1","8.15","n/e","7.00","0.02"
"05/04/2024 16:00:00 - 05/04/2024 17:00:00","BZN|NO1","9.08","n/e","7.00","0.82"
"05/04/2024 17:00:00 - 05/04/2024 18:00:00","BZN|NO1","8.33","n/e","4.00","2.68"
"05/04/2024 18:00:00 - 05/04/2024 19:00:00","BZN|NO1","12.71","n/e","10.00","5.52"
"05/04/2024 19:00:00 - 05/04/2024 20:00:00","BZN|NO1","19.12","n/e","20.00","8.36"
"05/04/2024 20:00:00 - 05/04/2024 21:00:00","BZN|NO1","25.08","n/e","22.00","23.32"
"05/04/2024 21:00:00 - 05/04/2024 22:00:00","BZN|NO1","29.31","n/e","23.00","32.92"
"05/04/2024 22:00:00 - 05/04/2024 23:00:00","BZN|NO1","28.60","n/e","27.00","36.05"
"05/04/2024 23:00:00 - 06/04/2024 00:00:00","BZN|NO1","27.86","n/e","30.00","28.95"
"06/04/2024 00:00:00 - 06/04/2024 01:00:00","BZN|NO1","29.64","n/e","32.00","39.09"
"06/04/2024 01:00:00 - 06/04/2024 02:00:00","BZN|NO1","26.87","n/e","27.00","33.03"
"06/04/2024 02:00:00 - 06/04/2024 03:00:00","BZN|NO1","22.57","n/e","28.00","25.95"
"06/04/2024 03:00:00 - 06/04/2024 04:00:00","BZN|NO1","18.99","n/e","26.00","18.75"
"06/04/2024 04:00:00 - 06/04/2024 05:00:00","BZN|NO1","14.94","n/e","18.00","8.40"
"06/04/2024 05:00:00 - 06/04/2024 06:00:00","BZN|NO1","11.69","n/e","14.00","6.48"
"06/04/2024 06:00:00 - 06/04/2024 07:00:00","BZN|NO1","8.98","n/e","10.00","7.06"
"06/04/2024 07:00:00 - 06/04/2024 08:00:00","BZN|NO1","6.43","n/e","7.00","2.89"
"06/04/2024 08:00:00 - 06/04/2024 09:00:00","BZN|NO1","4.07","n/e","4.00","1.19"
"06/04/2024 09:00:00 - 06/04/2024 10:00:00","BZN|NO1","2.87","n/e","3.00","0.76"
"06/04/2024 10:00:00 - 06/04/2024 11:00:00","BZN|NO1","1.24","n/e","0.00","0.27"
"06/04/2024 11:00:00 - 06/04/2024 12:00:00","BZN|NO1","2.93","n/e","2.00","0.14"
"06/04/2024 12:00:00 - 06/04/2024 13:00:00","BZN|NO1","5.70","n/e","4.00","4.29"
"06/04/2024 13:00:00 - 06/04/2024 14:00:00","BZN|NO1","16.39","n/e","14.00","10.92"
"06/04/2024 14:00:00 - 06/04/2024 15:00:00","BZN|NO1","30.42","n/e","30.00","19.36"
"06/04/2024 15:00:00 - 06/04/2024 16:00:00","BZN|NO1","41.58","n/e","41.00","35.12"
"06/04/2024 16:00:00 - 06/04/2024 17:00:00","BZN|NO1","53.39","n/e","78.00","67.39"
"06/04/2024 17:00:00 - 06/04/2024 18:00:00","BZN|NO1","93.40","n/e","82.00","76.04"
"06/04/2024 18:00:00 - 06/04/2024 19:00:00","BZN|NO1","128.08","n/e","142.00","91.90"
"06/04/2024 19:00:00 - 06/04/2024 20:00:00","BZN|NO1","168.96","n/e","166.00","124.61"
"06/04/2024 20:00:00 - 06/04/2024 21:00:00","BZN|NO1","201.59","n/e","175.00","136.70"
"06/04/2024 21:00:00 - 06/04/2024 22:00:00","BZN|NO1","221.02","n/e","177.00","136.76"
"06/04/2024 22:00:00 - 06/04/2024 23:00:00","BZN|NO1","244.83","n/e","179.00","136.13"
"06/04/2024 23:00:00 - 07/04/2024 00:00:00","BZN|NO1","260.20","n/e","168.00","143.17"
"07/04/2024 00:00:00 - 07/04/2024 01:00:00","BZN|NO1","262.76","n/e","153.00","176.92"
"07/04/2024 01:00:00 - 07/04/2024 02:00:00","BZN|NO1","121.91","n/e","143.00","159.81"
"07/04/2024 02:00:00 - 07/04/2024 03:00:00","BZN|NO1","128.69","n/e","161.00","173.45"
"07/04/2024 03:00:00 - 07/04/2024 04:00:00","BZN|NO1","136.08","n/e","176.00","146.28"
"07/04/2024 04:00:00 - 07/04/2024 05:00:00","BZN|NO1","141.22","n/e","167.00","154.67"
"07/04/2024 05:00:00 - 07/04/2024 06:00:00","BZN|NO1","142.02","n/e","153.00","155.80"
"07/04/2024 06:00:00 - 07/04/2024 07:00:00","BZN|NO1","141.16","n/e","149.00","152.96"
"07/04/2024 07:00:00 - 07/04/2024 08:00:00","BZN|NO1","138.29","n/e","143.00","147.16"
"07/04/2024 08:00:00 - 07/04/2024 09:00:00","BZN|NO1","137.64","n/e","142.00","153.03"
"07/04/2024 09:00:00 - 07/04/2024 10:00:00","BZN|NO1","141.72","n/e","145.00","158.28"
"07/04/2024 10:00:00 - 07/04/2024 11:00:00","BZN|NO1","145.21","n/e","149.00","158.84"
"07/04/2024 11:00:00 - 07/04/2024 12:00:00","BZN|NO1","147.39","n/e","151.00","151.97"
"07/04/2024 12:00:00 - 07/04/2024 13:00:00","BZN|NO1","149.68","n/e","153.00","151.87"
"07/04/2024 13:00:00 - 07/04/2024 14:00:00","BZN|NO1","151.85","n/e","154.00","147.56"
"07/04/2024 14:00:00 - 07/04/2024 15:00:00","BZN|NO1","152.68","n/e","155.00","137.43"
"07/04/2024 15:00:00 - 07/04/2024 16:00:00","BZN|NO1","152.74","n/e","154.00","137.25"
"07/04/2024 16:00:00 - 07/04/2024 17:00:00","BZN|NO1","155.00","n/e","156.00","142.43"
"07/04/2024 17:00:00 - 07/04/2024 18:00:00","BZN|NO1","305.04","n/e","157.00","298.29"
"07/04/2024 18:00:00 - 07/04/2024 19:00:00","BZN|NO1","305.65","n/e","156.00","314.19"
"07/04/2024 19:00:00 - 07/04/2024 20:00:00","BZN|NO1","305.46","n/e","281.00","309.65"
"07/04/2024 20:00:00 - 07/04/2024 21:00:00","BZN|NO1","303.75","n/e","306.00","312.49"
"07/04/2024 21:00:00 - 07/04/2024 22:00:00","BZN|NO1","302.16","n/e","308.00","309.67"
"07/04/2024 22:00:00 - 07/04/2024 23:00:00","BZN|NO1","299.98","n/e","308.00","316.49"
"07/04/2024 23:00:00 - 08/04/2024 00:00:00","BZN|NO1","298.93","n/e","310.00","316.62"
"08/04/2024 00:00:00 - 08/04/2024 01:00:00","BZN|NO1","296.44","n/e","307.00","301.62"
"08/04/2024 01:00:00 - 08/04/2024 02:00:00","BZN|NO1","292.76","n/e","307.00","274.84"
"08/04/2024 02:00:00 - 08/04/2024 03:00:00","BZN|NO1","291.44","n/e","302.00","239.85"
"08/04/2024 03:00:00 - 08/04/2024 04:00:00","BZN|NO1","288.91","n/e","293.00","254.70"
"08/04/2024 04:00:00 - 08/04/2024 05:00:00","BZN|NO1","288.97","n/e","279.00","278.81"
"08/04/2024 05:00:00 - 08/04/2024 06:00:00","BZN|NO1","291.24","n/e","272.00","299.22"
"08/04/2024 06:00:00 - 08/04/2024 07:00:00","BZN|NO1","293.41","n/e","281.00","295.62"
"08/04/2024 07:00:00 - 08/04/2024 08:00:00","BZN|NO1","288.90","n/e","291.00","306.16"
"08/04/2024 08:00:00 - 08/04/2024 09:00:00","BZN|NO1","267.79","n/e","271.00","299.66"
"08/04/2024 09:00:00 - 08/04/2024 10:00:00","BZN|NO1","258.50","n/e","271.00","275.94"
"08/04/2024 10:00:00 - 08/04/2024 11:00:00","BZN|NO1","248.71","n/e","276.00","209.48"
"08/04/2024 11:00:00 - 08/04/2024 12:00:00","BZN|NO1","229.10","n/e","246.00","201.51"
"08/04/2024 12:00:00 - 08/04/2024 13:00:00","BZN|NO1","213.55","n/e","201.00","216.22"
"08/04/2024 13:00:00 - 08/04/2024 14:00:00","BZN|NO1","210.24","n/e","208.00","226.72"
"08/04/2024 14:00:00 - 08/04/2024 15:00:00","BZN|NO1","199.36","n/e","222.00","232.98"
"08/04/2024 15:00:00 - 08/04/2024 16:00:00","BZN|NO1","186.74","n/e","223.00","224.27"
"08/04/2024 16:00:00 - 08/04/2024 17:00:00","BZN|NO1","179.71","n/e","231.00","169.86"
"08/04/2024 17:00:00 - 08/04/2024 18:00:00","BZN|NO1","190.37","n/e","238.00","145.96"
"08/04/2024 18:00:00 - 08/04/2024 19:00:00","BZN|NO1","215.46","n/e","211.00","132.57"
"08/04/2024 19:00:00 - 08/04/2024 20:00:00","BZN|NO1","236.12","n/e","190.00","168.79"
"08/04/2024 20:00:00 - 08/04/2024 21:00:00","BZN|NO1","243.22","n/e","187.00","189.75"
"08/04/2024 21:00:00 - 08/04/2024 22:00:00","BZN|NO1","231.43","n/e","186.00","195.47"
"08/04/2024 22:00:00 - 08/04/2024 23:00:00","BZN|NO1","200.15","n/e","192.00","188.80"
