Delivery Start (CET);Delivery End (CET);NO1 Biomass (MW);NO1 Fossil Gas (MW);NO1 Hydro Run Of River And Poundage (MW);NO1 Hydro Water Reservoir (MW);NO1 Solar (MW);NO1 Waste (MW);NO1 Wind Onshore (MW);NO1 Total (MW)
13.11.2024 13:00:00;13.11.2024 14:00:00;0;0;1403;584;0;17;111;2115
13.11.2024 14:00:00;13.11.2024 15:00:00;0;0;1399;586;0;17;100;2102
13.11.2024 15:00:00;13.11.2024 16:00:00;0;0;1409;587;0;17;106;2119
13.11.2024 16:00:00;13.11.2024 17:00:00;0;0;1407;643;0;17;92;2159
13.11.2024 17:00:00;13.11.2024 18:00:00;0;0;1409;630;0;17;118;2174
13.11.2024 18:00:00;13.11.2024 19:00:00;0;0;1418;771;0;17;178;2384
13.11.2024 19:00:00;13.11.2024 20:00:00;0;0;1423;717;0;16;184;2340
13.11.2024 20:00:00;13.11.2024 21:00:00;0;0;1416;727;0;16;216;2375
13.11.2024 21:00:00;13.11.2024 22:00:00;0;0;1416;652;0;17;259;2344
13.11.2024 22:00:00;13.11.2024 23:00:00;0;0;1420;651;0;17;276;2364
13.11.2024 23:00:00;14.11.2024 00:00:00;0;0;1415;604;0;17;270;2306
14.11.2024 00:00:00;14.11.2024 01:00:00;0;0;1425;584;0;17;248;2274
14.11.2024 01:00:00;14.11.2024 02:00:00;0;0;1420;572;0;17;242;2251
14.11.2024 02:00:00;14.11.2024 03:00:00;0;0;1413;570;0;18;220;2221
14.11.2024 03:00:00;14.11.2024 04:00:00;0;0;1411;557;0;18;224;2210
14.11.2024 04:00:00;14.11.2024 05:00:00;0;0;1415;565;0;18;205;2203
14.11.2024 05:00:00;14.11.2024 06:00:00;0;0;1411;631;0;18;210;2270
14.11.2024 06:00:00;14.11.2024 07:00:00;0;0;1423;582;0;18;237;2260
14.11.2024 07:00:00;14.11.2024 08:00:00;0;0;1453;671;0;18;198;2340
14.11.2024 08:00:00;14.11.2024 09:00:00;0;0;1446;706;0;17;120;2289
14.11.2024 09:00:00;14.11.2024 10:00:00;0;0;1433;671;0;17;48;2169
14.11.2024 10:00:00;14.11.2024 11:00:00;0;0;1411;668;0;17;32;2128
14.11.2024 11:00:00;14.11.2024 12:00:00;0;0;1408;603;0;17;27;2055
14.11.2024 12:00:00;14.11.2024 13:00:00;0;0;1401;660;0;17;94;2172
14.11.2024 13:00:00;14.11.2024 14:00:00;0;0;1375;597;0;17;155;2144
14.11.2024 14:00:00;14.11.2024 15:00:00;0;0;1373;601;0;17;154;2145
14.11.2024 15:00:00;14.11.2024 16:00:00;0;0;1384;830;0;17;191;2422
14.11.2024 16:00:00;14.11.2024 17:00:00;0;0;1391;1074;0;17;228;2710
14.11.2024 17:00:00;14.11.2024 18:00:00;0;0;1392;1057;0;16;245;2710
14.11.2024 18:00:00;14.11.2024 19:00:00;0;0;1405;898;0;16;225;2544
14.11.2024 19:00:00;14.11.2024 20:00:00;0;0;1397;875;0;16;206;2494
14.11.2024 20:00:00;14.11.2024 21:00:00;0;0;1397;749;0;14;219;2379
14.11.2024 21:00:00;14.11.2024 22:00:00;0;0;1394;771;0;14;247;2426
14.11.2024 22:00:00;14.11.2024 23:00:00;0;0;1381;699;0;14;264;2358
14.11.2024 23:00:00;15.11.2024 00:00:00;0;0;1377;600;0;14;257;2248
15.11.2024 00:00:00;15.11.2024 01:00:00;0;0;1406;668;0;14;274;2362
15.11.2024 01:00:00;15.11.2024 02:00:00;0;0;1410;659;0;14;298;2381
15.11.2024 02:00:00;15.11.2024 03:00:00;0;0;1402;570;0;15;300;2287
15.11.2024 03:00:00;15.11.2024 04:00:00;0;0;1406;573;0;15;303;2297
15.11.2024 04:00:00;15.11.2024 05:00:00;0;0;1400;585;0;15;324;2324
15.11.2024 05:00:00;15.11.2024 06:00:00;0;0;1397;621;0;15;321;2354
15.11.2024 06:00:00;15.11.2024 07:00:00;0;0;1403;733;0;15;267;2418
15.11.2024 07:00:00;15.11.2024 08:00:00;0;0;1386;720;0;15;247;2368
15.11.2024 08:00:00;15.11.2024 09:00:00;0;0;1384;720;0;15;284;2403
15.11.2024 09:00:00;15.11.2024 10:00:00;0;0;1379;669;0;15;260;2323
15.11.2024 10:00:00;15.11.2024 11:00:00;0;0;1376;733;0;15;243;2367
